id,old_name,new_name
66400,"Makarakunn Colony , Thuvvur",Thuvvur - Makarakunn Colony
66401,"Colony , Thuvvur",Thuvvur - Colony
66402,"Colony , Thuvvur",Thuvvur - Colony
66403,"Colony , Thuvvur",Thuvvur - Colony
66404,"Colony , Thuvvur",Thuvvur - Colony
66406,"Colony , Thuvvur",Thuvvur - Colony
66543,"Kottayam Colony, Vandaikkal",Vandaikkal - Kottayam Colony
66572,"Girijan Colony, Chokkad",Chokkad - Girijan Colony
66592,"Ambedkar Colony, Puducode",Puducode - Ambedkar Colony
66598,"Lakshamveedu Colony, Pattoola",Pattoola - Lakshamveedu Colony
66606,"Oravankunnu Colony, Oravankunnu",Oravankunnu - Oravankunnu Colony
66607,"Chokkad Colony, Chokkad",Chokkad - Chokkad Colony
66661,"Lakshamveed Colony,Kattumulla",Kattumulla - Lakshamveed Colony
66742,"Lakshamveed Colony, Mallamballa",Mallamballa - Lakshamveed Colony
66748,"Michabhoomi Colony, Ponthiyampuram",Ponthiyampuram - Michabhoomi Colony
66772,"Lakshamveed Colony, Mundampokk",Mundampokk - Lakshamveed Colony
66792,"Jawahar Colony, Achickal",Achickal - Jawahar Colony
66794,"IHDP Colony, Achickal",Achickal - IHDP Colony
66812,"SC Colony, Choondacherry",Choondacherry - SC Colony
67717,"Chungam, Paplassery",Paplassery - Chungam
68458,"Krishna Nagar, Periyar Road",Periyar Road - Krishna Nagar
68482,"D Silva Layout , Happy Valley",Happy Valley - D Silva Layout
68741,"Colony, Valiyakunnu",Valiyakunnu - Colony
68742,"Colony, Valiyakunnu, Attingal","Valiyakunnu, Attingal - Colony"
68743,"Colony, Valiyakunnu",Valiyakunnu - Colony
68755,"Panayil Colony, Ambalamukku, Attingal","Ambalamukku, Attingal - Panayil Colony"
68756,"Colony, Seevelikonam",Seevelikonam - Colony
68758,"Colony, Kottiyodu",Kottiyodu - Colony
68762,"Areekkakunnu Leksham Veedu Colony, Pravithanam",Pravithanam - Areekkakunnu Leksham Veedu Colony
68768,"Jayaprakash (J.P.) Nagar, Cauvery Nagar",Cauvery Nagar - Jayaprakash (J.P.) Nagar
68782,"OLH Colony, Elackad",Elackad - OLH Colony
78876,"Elampally, Neyyattusserry",Neyyattusserry - Elampally
85228,"Edalipparakudy Tribal Settlement, Edamalakudy",Edamalakudy - Edalipparakudy Tribal Settlement
88929,"Ambalapadykudy Tribal Settlement, Edamalakudy",Edamalakudy - Ambalapadykudy Tribal Settlement
89774,"2/B Gammanaya, Hurigaswewa",Hurigaswewa - 2/B Gammanaya
93850,"ayyanthole, punkunnam village office",punkunnam village office - ayyanthole
