name,district,latitude,longitude,type
Krishnapuram,Tamil Nadu,13.3945984,79.7760095,village
Krishnapuram,Tamil Nadu,13.027838,78.5160298,village
Krishnapuram,Tamil Nadu,13.2038635,79.1685966,village
Krishnapuram,Tamil Nadu,13.31025,78.8920251,village
Krishnapuram,Tamil Nadu,11.228446,78.5293797,village
Krishnapuram,Tamil Nadu,9.5820783,78.1580204,village
Krishnapuram,Tamil Nadu,11.1757811,78.6030686,village
Krishnapuram,Tamil Nadu,11.071698,78.4812963,village
Krishnapuram,Tamil Nadu,9.1496776,76.5320221,village
Krishnapuram,Tamil Nadu,10.9420281,79.4242869,village
Krishnapuram,Tamil Nadu,10.7658342,79.3779025,village
Krishnapuram,Tamil Nadu,13.4883803,79.0868387,village
Krishnapuram,Tamil Nadu,11.3791306,78.7907518,village
Krishnapuram,Tamil Nadu,13.3637527,79.368363,village
Krishnapuram,Tamil Nadu,13.3726123,79.0999344,village
Krishnapuram,Tamil Nadu,11.4702212,78.6171933,village
Krishnapuram,Tamil Nadu,9.4690663,76.4656806,neighborhood
Krishnapuram Bus Stop,Tamil Nadu,13.4875072,79.0856928,bus_stop
Krishnapuram Gramam,Tamil Nadu,10.5912809,76.597062,neighborhood
Krishnapuran,Tamil Nadu,9.3559799,80.3747854,village
Krishnarajanagar,Tamil Nadu,12.8949709,78.5266278,village
Krishnarajanagara,Tamil Nadu,12.438561,76.3836699,town
Krishnarajanagara Bus Stand,Tamil Nadu,12.4385986,76.3812339,bus_stop
Krishnarajapete,Tamil Nadu,12.6655205,76.4896194,town
Krishnarajapura,Tamil Nadu,12.0325216,76.8056333,village
Krishnarajapuram,Tamil Nadu,12.9186282,78.4463677,village
Krishnarajapuram,Tamil Nadu,12.7080911,78.2484323,village
Krishnarajasagara,Tamil Nadu,12.408907,76.5797403,village
Krishnaramapuram,Tamil Nadu,13.3389136,79.6483622,village
Krishnarayapuram,Tamil Nadu,10.9569289,78.2758605,village
Krishnasamudram,Tamil Nadu,13.296149,79.7150264,village
Krishnasamudram,Tamil Nadu,13.3695081,79.5549131,village
Krishnasamuthiram,Tamil Nadu,10.7978071,78.8068397,village
Krishnasamuthiram,Tamil Nadu,10.6621157,78.363955,village
Krishnaswamy Nagar,Tamil Nadu,11.0012196,76.999158,neighborhood
Krishnānkāranai,Tamil Nadu,12.6922478,80.2167982,village
Krishnāpuram,Tamil Nadu,12.7721273,78.8350367,village
Krishnāpuram,Tamil Nadu,12.7600523,79.2514872,village
Krisnampalli,Tamil Nadu,13.2708956,79.2672962,village
Kristal Tiara,Tamil Nadu,12.9220071,77.6729718,neighborhood
Kristhupalayam,Tamil Nadu,12.5560884,77.7579556,village
Krushnapura,Tamil Nadu,13.0545699,76.2444112,village
Krushnapura,Tamil Nadu,13.3285444,76.4025065,village
Krushnapura,Tamil Nadu,13.2983739,78.0024504,village
Krushnapura,Tamil Nadu,12.8671184,78.0167137,village
Krushnapura,Tamil Nadu,12.7715986,76.2122851,village
Krushnapura,Tamil Nadu,11.9986553,76.6406782,village
Krushnapura,Tamil Nadu,12.2374036,76.9590319,village
Krushnapura Koppalu,Tamil Nadu,12.3965143,76.4021623,village
Krushnarajapura,Tamil Nadu,11.9745498,76.2596142,village
Krushnarajapura,Tamil Nadu,12.9950134,78.2660973,village
Krushnasagarakere,Tamil Nadu,13.3546446,76.6383848,village
Kshetranahalli,Tamil Nadu,12.9514868,78.1239387,village
Kshetrapuram,Tamil Nadu,11.0763097,79.5784807,village
Kshtrasamudram,Tamil Nadu,13.3087867,79.3787445,village
Kshurikapuram,Tamil Nadu,13.2911866,79.7118076,village
Ksrtc Bus Depot,Tamil Nadu,9.1727453,76.4976146,bus_stop
Ksrtc Bus Depot - Vizhinjam,Tamil Nadu,8.3812292,76.9925201,bus_stop
Ksrtc Bus Station,Tamil Nadu,13.2612894,76.4748402,bus_stop
Ksrtc Bust stand Kothamangalam,Tamil Nadu,10.0604126,76.6295542,bus_stop
Ksrtc Sub Depo,Tamil Nadu,9.8364184,77.1595863,bus_stop
Kubara Colony; Nagaparambu,Tamil Nadu,10.883193,76.0099945,neighborhood
Kuberan Nagar,Tamil Nadu,12.9574931,80.2062346,neighborhood
Kuchchangi,Tamil Nadu,13.4259761,77.1043842,village
Kuchipalayam,Tamil Nadu,10.9118144,79.4069878,village
Kuchipalayam,Tamil Nadu,11.3547996,77.8223541,village
Kuchippalaiyam,Tamil Nadu,11.1715641,79.7824922,village
Kuchipālaiyam,Tamil Nadu,12.8530799,78.9099455,village
Kuda Wilachchiya,Tamil Nadu,8.4763411,80.1521516,village
Kudaarapu,Tamil Nadu,9.6855171,80.3256504,village
Kudackachira Vadakke Kurishupally Kavala,Tamil Nadu,9.7677262,76.6225237,neighborhood
Kudakkachira,Tamil Nadu,9.763279,76.6294938,village
Kudakkachira,Tamil Nadu,9.7658642,76.6271288,village
Kudakkachira Pally Kavala,Tamil Nadu,9.7591446,76.636067,neighborhood
Kudakkachira Paramada Junction,Tamil Nadu,9.7651972,76.6300387,neighborhood
Kudakuru,Tamil Nadu,12.4411249,76.1371853,village
Kudalakuppe,Tamil Nadu,12.5719279,76.4561385,village
Kudallur,Tamil Nadu,10.8322272,76.0743812,village
Kudalmoola Colony; Kolavayal,Tamil Nadu,11.6635566,76.1170173,neighborhood
Kudalukuppe,Tamil Nadu,12.4508211,76.7032772,village
Kudaluru,Tamil Nadu,12.6243425,76.0739236,village
Kudamadipoyil Colony,Tamil Nadu,11.7743468,76.0629566,neighborhood
Kudamiyan,Tamil Nadu,9.6943907,80.2379207,village
Kudanahalli,Tamil Nadu,12.2067785,76.6846301,village
Kudapakkam,Tamil Nadu,13.0756014,79.9943856,village
Kudappanamoodu,Tamil Nadu,8.477424,77.1873089,village
Kudassanad,Tamil Nadu,9.1921412,76.6715133,village
Kudaththanai,Tamil Nadu,9.7577634,80.2566299,village
Kudavagatta,Tamil Nadu,12.9341646,78.5734141,village
Kudawa,Tamil Nadu,8.2246881,79.7252477,neighborhood
Kudayathoor,Tamil Nadu,9.807518,76.8177366,village
Kuderu,Tamil Nadu,12.041827,76.935646,village
Kudhiraichinnampatty,Tamil Nadu,11.4122462,78.2047377,village
Kudhurgere Colony,Tamil Nadu,13.0688447,77.4767393,village
Kudikaadu,Tamil Nadu,11.3051307,79.2557858,village
Kudikadu,Tamil Nadu,10.6881464,79.2355025,village
Kudikadu,Tamil Nadu,10.6102851,79.444677,village
Kudikadu,Tamil Nadu,10.56631,79.41566,village
Kudikadu,Tamil Nadu,11.4003628,79.3168098,village
Kudikadu,Tamil Nadu,11.1340512,79.2643703,village
Kudikam,Tamil Nadu,12.6820008,78.92591,village
Kudikattuvayal,Tamil Nadu,10.6305782,78.8706779,village
Kudikkadu,Tamil Nadu,11.6625813,79.747422,village
Kudikkadu,Tamil Nadu,11.6843091,79.7550123,village
Kudikkatu,Tamil Nadu,10.0871931,79.0692091,village
Kudil Peedika,Tamil Nadu,10.155839,76.3161552,neighborhood
Kudiniru Maddenahalli,Tamil Nadu,12.2119318,76.3359313,village
Kudiramale,Tamil Nadu,8.5366779,79.8714852,neighborhood
Kudisaikarai,Tamil Nadu,12.68288,79.2089796,village
Kudisal,Tamil Nadu,11.13606,79.18415,village
Kudisethi,Tamil Nadu,10.5009551,79.6703425,village
Kudithangi,Tamil Nadu,11.01967,79.33105,village
Kuditheru,Tamil Nadu,10.8732108,78.6006102,village
Kudittanapalli,Tamil Nadu,12.8210226,78.2648369,village
Kudiyanakuppam,Tamil Nadu,12.5735177,78.5620093,village
Kudiyanuru,Tamil Nadu,12.9435094,77.9588679,village
Kudlapura,Tamil Nadu,12.011512,76.7170391,village
Kudlivāripalli,Tamil Nadu,13.4470382,79.0936339,village
Kudluru,Tamil Nadu,12.6130983,77.1877704,village
Kudluru,Tamil Nadu,11.9555136,76.9753497,village
Kudluru,Tamil Nadu,12.2275892,76.8539573,village
Kudragundi,Tamil Nadu,13.128373,76.1493124,village
Kudukkamoodu,Tamil Nadu,8.5456014,77.0549802,neighborhood
Kudukkapara Colony,Tamil Nadu,9.8079275,76.5926319,neighborhood
Kudukundi,Tamil Nadu,13.0925578,76.3056172,village
Kudumiyamalai,Tamil Nadu,10.4153567,78.6601178,village
Kudumiyampalayam,Tamil Nadu,11.1955071,77.6883909,village
Kudumiyan Malai,Tamil Nadu,10.4150064,78.6596329,village
Kuduragundi,Tamil Nadu,12.5451519,77.0049637,village
Kuduragundi,Tamil Nadu,12.5612422,77.0019919,village
Kuduregere,Tamil Nadu,13.075789,77.4719555,village
Kuduregere,Tamil Nadu,13.1859044,77.6096602,village
Kuduru,Tamil Nadu,13.1067695,77.1643577,village
Kuduvanagatta,Tamil Nadu,13.1747154,76.5758207,village
Kuduvanahalli,Tamil Nadu,13.1975199,78.1978185,village
Kuduvanakunte,Tamil Nadu,13.1361204,76.9851122,village
Kuduvati,Tamil Nadu,13.3519133,77.6933163,village
Kugaiyanallore,Tamil Nadu,13.1223343,79.2527807,village
Kugaluru,Tamil Nadu,12.0111462,76.6385984,village
Kugonahalli,Tamil Nadu,13.3094066,77.4613585,village
Kuguru,Tamil Nadu,12.9101668,77.8102372,village
Kuilapalayam,Tamil Nadu,11.9899203,79.8322527,village
Kukkalapalle,Tamil Nadu,13.1904901,79.056779,village
Kukkalapalle,Tamil Nadu,13.4728789,79.0585025,village
Kukkalpatti,Tamil Nadu,11.817833,77.923799,village
Kukkanahalli,Tamil Nadu,13.1749477,77.4417089,village
Kukkuru,Tamil Nadu,12.5912755,77.1294158,village
Kukulkatuwa,Tamil Nadu,8.3707912,80.1597798,village
Kukur,Tamil Nadu,10.8439699,78.8344145,village
Kulagana,Tamil Nadu,11.952623,76.7417507,village
Kulagere,Tamil Nadu,12.4902571,77.1130534,village
Kulagurki,Tamil Nadu,13.3809418,78.3561396,village
Kulairetam,Tamil Nadu,9.4911993,80.4094464,village
Kulaiyaneri,Tamil Nadu,9.0062575,77.4306363,village
Kulakkaarampatti,Tamil Nadu,10.5700868,78.5795329,village
Kulakkad,Tamil Nadu,10.887788,76.3689747,village
Kulakkad Colony,Tamil Nadu,10.6695579,76.4674128,neighborhood
Kulakkada,Tamil Nadu,9.072538,76.7534577,village
Kulakkattukurussi,Tamil Nadu,10.9003476,76.4507233,village
Kulakkudi,Tamil Nadu,10.9893064,78.845787,village
Kulakkudi,Tamil Nadu,10.89564,79.6185502,village
Kulamangalam,Tamil Nadu,10.3329475,78.6924934,village
Kulamangalam,Tamil Nadu,10.6584791,79.3074263,village
Kulamangalam North,Tamil Nadu,10.2941455,79.0520381,village
Kulamangalam South,Tamil Nadu,10.279071,79.0439915,village
Kulamanickam,Tamil Nadu,10.6733004,79.5743271,village
Kulamanickam,Tamil Nadu,10.9134478,79.0133724,village
Kulamavu,Tamil Nadu,9.7952426,76.8879338,village
Kulamavu Bus Stand,Tamil Nadu,9.7949521,76.8887822,bus_stop
Kulampatti,Tamil Nadu,10.2622116,77.8623551,village
Kulamvettyvila,Tamil Nadu,8.5718057,76.9511898,neighborhood
Kulanada,Tamil Nadu,9.2434458,76.6719736,village
Kulandirakottai,Tamil Nadu,10.3764238,78.9474991,village
Kulangara Colony,Tamil Nadu,9.7952454,76.3813531,neighborhood
Kulangarappady,Tamil Nadu,9.7152809,76.5884226,neighborhood
Kulangattukuzhi,Tamil Nadu,10.1322701,76.6397819,neighborhood
Kulanthai Vinayagar Kottai,Tamil Nadu,10.3875324,78.9403724,village
Kulanthaipatty,Tamil Nadu,10.8723505,78.3658953,village
Kulanthiranpattu,Tamil Nadu,10.4744769,79.1544342,village
Kulappully,Tamil Nadu,10.7817487,76.2805601,village
Kulappully Bus Stand,Tamil Nadu,10.7815484,76.2785376,bus_stop
Kulappuram,Tamil Nadu,9.9927995,76.7069185,village
Kularapādi,Tamil Nadu,12.3953355,78.6229706,village
Kulasekaram,Tamil Nadu,8.3646941,77.2996678,town
Kulasekaramangalam,Tamil Nadu,9.0776925,77.4629944,village
Kulasekarapuram,Tamil Nadu,8.1438723,77.4953648,village
Kulasekharanputhoor,Tamil Nadu,8.2033855,77.4732709,village
Kulasekharapatnam,Tamil Nadu,8.3996976,78.0516698,village
Kulasekharapatnam,Tamil Nadu,8.3999596,78.052269,village
Kulasekharapuram,Tamil Nadu,9.0912416,76.5160835,village
Kulashekaranallur,Tamil Nadu,9.4996303,78.1450814,village
Kulathaniyil Colony,Tamil Nadu,9.3516467,76.7925983,neighborhood
Kulathara,Tamil Nadu,8.4653818,76.9669241,neighborhood
Kulathoormoozhi,Tamil Nadu,9.45856,76.7111239,village
Kulathoormoozhi Bus Stand,Tamil Nadu,9.4585031,76.7110682,bus_stop
Kulathukkadu,Tamil Nadu,11.4433953,77.7115646,village
Kulathupalayam,Tamil Nadu,11.0167857,78.2181661,village
Kulathupalayam,Tamil Nadu,10.9960026,76.8465356,village
Kulathupuzha,Tamil Nadu,8.9065347,77.0564917,town
Kulathur,Tamil Nadu,11.0488499,77.0819185,village
Kulathur Naickarpatti,Tamil Nadu,10.61088,79.1181707,village
Kulattupalayam,Tamil Nadu,10.761494,77.584033,village
Kulattuppalayam,Tamil Nadu,11.0266866,77.8977004,village
Kulattur,Tamil Nadu,9.9065215,79.0707063,village
Kulattur,Tamil Nadu,10.1626699,78.9417505,village
Kulattur,Tamil Nadu,9.0031906,78.1926611,village
Kulavaipatti,Tamil Nadu,10.5157882,78.6912918,village
Kulavaipatti,Tamil Nadu,10.6572551,78.8703346,village
Kulavaipatti,Tamil Nadu,10.4456001,78.9197194,village
Kulavaipatti,Tamil Nadu,10.4229578,78.4234508,village
Kulavaipatti,Tamil Nadu,10.4001226,79.0052954,village
Kulavaippatti,Tamil Nadu,10.3421433,78.8294229,village
Kulavaippatty,Tamil Nadu,10.4439858,78.6682248,village
Kulavayppatti,Tamil Nadu,10.612156,78.4625423,village
Kulavoipatti,Tamil Nadu,10.2898808,78.9183569,village
Kulayam,Tamil Nadu,12.7047761,79.0219545,village
Kulichapattu,Tamil Nadu,10.7595847,79.2009392,village
Kulichchar,Tamil Nadu,11.0914516,79.6985212,village
Kulidikki,Tamil Nadu,12.8646903,78.8224625,village
Kulidikki,Tamil Nadu,12.8548424,78.815285,village
Kulikadavunkal; Punnasheripadi,Tamil Nadu,9.3420376,76.8160332,neighborhood
Kulikarai,Tamil Nadu,10.76683,79.58009,village
Kulikkiliyad,Tamil Nadu,10.967975,76.4018264,village
Kulipatti,Tamil Nadu,9.4185489,78.2604647,village
Kulipirai,Tamil Nadu,10.3075885,78.6529952,village
Kuliramutti,Tamil Nadu,11.3648357,76.0548509,village
Kulisholai,Tamil Nadu,11.4394762,76.6915976,village
Kulithalai,Tamil Nadu,10.9367877,78.4218872,town
Kulithalai Bus Stand,Tamil Nadu,10.9391621,78.4219688,bus_stop
Kulivayal Colony,Tamil Nadu,11.7648138,76.0585905,neighborhood
Kulla goundanur,Tamil Nadu,11.883201,78.0259571,village
KullaKaali Palayam,Tamil Nadu,10.8047189,77.5564063,village
Kullaai Palayam,Tamil Nadu,10.7982615,77.5132966,village
Kullakkapalayam,Tamil Nadu,10.71122,77.0389742,village
Kullampalle,Tamil Nadu,13.3344027,79.0024332,village
Kullampatty,Tamil Nadu,10.8100817,78.3348532,village
Kullampatty,Tamil Nadu,11.6923849,78.2601644,village
Kullamudaiyanur,Tamil Nadu,11.8240251,77.8899813,village
Kullana Koppalu,Tamil Nadu,12.286554,76.8934292,village
Kullanaickenpalayam,Tamil Nadu,11.41809,77.71999,village
Kullanchavadi,Tamil Nadu,11.6280783,79.6692168,village
Kullandikadu,Tamil Nadu,11.42462,78.27725,village
Kullappanagar,Tamil Nadu,11.4449701,77.7074699,village
Kullikkadankunn Colony,Tamil Nadu,10.8785533,76.4881528,neighborhood
Kullursandai,Tamil Nadu,9.5410816,77.9809946,village
Kulukkallur,Tamil Nadu,10.8654939,76.229507,village
Kulukkupalayam,Tamil Nadu,10.7557601,77.5746345,village
Kulumani,Tamil Nadu,10.8449184,78.5952118,village
Kulume Hosuru,Tamil Nadu,12.6177797,76.244484,village
Kulumepalya,Tamil Nadu,12.9944175,77.1362543,village
Kulumur,Tamil Nadu,11.3112422,79.150108,village
Kulur,Tamil Nadu,11.2436734,77.7575791,village
Kuluru,Tamil Nadu,12.993784,78.3661334,village
Kuluvanahally,Tamil Nadu,13.1755427,77.2986098,village
Kulya,Tamil Nadu,12.0592946,76.4046169,village
Kumachahalli,Tamil Nadu,11.8782487,76.7894568,village
Kumananchavadi,Tamil Nadu,13.0456249,80.1153909,neighborhood
Kumanthapuram,Tamil Nadu,9.1078809,77.3544949,village
Kumara Park East,Tamil Nadu,12.9886274,77.5796279,neighborhood
Kumara Park West,Tamil Nadu,12.9910265,77.577928,neighborhood
Kumarabidu,Tamil Nadu,12.2837089,76.5454244,village
Kumarabommarajupuram,Tamil Nadu,13.3539254,79.5136672,village
Kumarachakkanapuram,Tamil Nadu,9.1096977,78.2823139,village
Kumaraettaiyapuram,Tamil Nadu,9.1236729,78.1326869,village
Kumarakkudi,Tamil Nadu,11.2509226,79.6772611,village
Kumarakom,Tamil Nadu,9.5960545,76.4305378,village
Kumarakom East Bus Stand,Tamil Nadu,9.5924118,76.4413203,bus_stop
Kumarakom Market West Bus Stand,Tamil Nadu,9.5921825,76.4367189,bus_stop
Kumarakovil,Tamil Nadu,8.2434889,77.3493826,village
Kumarakudi,Tamil Nadu,11.1077133,79.8428687,village
Kumarakudi,Tamil Nadu,11.1060657,79.8519556,village
Kumarakudi,Tamil Nadu,10.8927136,78.6857021,village
Kumarakunta,Tamil Nadu,13.1182202,79.2659911,village
Kumarakuppam,Tamil Nadu,13.1718111,79.5863543,village
Kumarakurichi,Tamil Nadu,9.5728859,78.6119191,village
Kumaralingapuram,Tamil Nadu,9.5844386,77.9125415,village
Kumaramangalam,Tamil Nadu,9.9358851,76.7082236,village
Kumaramangalam,Tamil Nadu,11.3679012,77.9301817,village
Kumaramangalam,Tamil Nadu,10.7140807,78.7110543,village
Kumaramangalam,Tamil Nadu,11.1844118,79.5440948,village
Kumaramangalam,Tamil Nadu,11.0425202,79.74172,village
Kumaramangalam,Tamil Nadu,10.899767,78.4617636,village
Kumaramangalam,Tamil Nadu,10.99793,79.65842,village
Kumaramangalam,Tamil Nadu,10.59731,79.57081,village
Kumaran Colony,Tamil Nadu,13.0527789,80.2070459,neighborhood
Kumarandipalayam,Tamil Nadu,11.2923777,78.0023303,village
Kumaranellur,Tamil Nadu,10.7872319,76.0479748,village
Kumarangudi,Tamil Nadu,11.0419408,79.3970956,village
Kumarankary,Tamil Nadu,9.4584285,76.494881,village
Kumarapalayam,Tamil Nadu,11.1163059,77.6706803,village
Kumarapalayam,Tamil Nadu,10.88994,78.93236,village
Kumarapalayam Pudur,Tamil Nadu,10.8665764,78.1254805,village
Kumarapatti,Tamil Nadu,10.6633335,78.616882,village
Kumarapatti,Tamil Nadu,10.5526851,78.658719,village
Kumarapatti Pallakkudi,Tamil Nadu,10.5450276,78.6642766,village
Kumarappatti,Tamil Nadu,10.6320755,78.8926291,village
Kumarapuram,Tamil Nadu,8.2925627,77.3217741,village
Kumarapuram,Tamil Nadu,9.4422694,80.3734062,village
Kumarapuram,Tamil Nadu,9.1541705,77.7205478,village
Kumarapuram,Tamil Nadu,9.2833466,76.4400206,village
Kumarapuram,Tamil Nadu,8.2476565,77.5739264,village
Kumarapuram,Tamil Nadu,8.5073023,78.1046347,village
Kumararajupettai,Tamil Nadu,13.3123423,79.4418031,village
Kumarareddiyapuram,Tamil Nadu,9.375715,77.9420291,village
Kumarasakkanapuram,Tamil Nadu,9.0359857,78.1785285,village
Kumarasamypalayam,Tamil Nadu,11.13426,77.91503,village
Kumaraswamy Layout,Tamil Nadu,12.9029352,77.5617157,bus_stop
Kumaraswamy Layout 1st Stage,Tamil Nadu,12.9078373,77.5637984,neighborhood
Kumaraswamy Layout 2nd Stage,Tamil Nadu,12.9059,77.5580746,neighborhood
Kumaraswamypatti,Tamil Nadu,11.6665693,78.1585577,village
Kumaravadi,Tamil Nadu,10.5261889,78.3119309,village
Kumaravayalur,Tamil Nadu,10.8230373,78.6246343,village
Kumaravelipalayam,Tamil Nadu,11.3626299,78.0799142,village
Kumaripalayam,Tamil Nadu,11.0562825,78.1484035,village
Kumbakkudi,Tamil Nadu,10.7016239,78.7599688,village
Kumbakonam,Tamil Nadu,10.9604108,79.3820861,city
Kumbakurichi,Tamil Nadu,10.6663568,78.5834455,village
Kumbalagodu,Tamil Nadu,12.8786167,77.4467629,village
Kumbalahalli,Tamil Nadu,13.0924523,77.7929664,village
Kumbalam,Tamil Nadu,9.8906366,76.3123749,village
Kumbalam,Tamil Nadu,8.9906954,76.6616148,village
Kumbalam,Tamil Nadu,12.7708979,78.0470225,village
Kumbalam Bus Stand,Tamil Nadu,8.9924317,76.6618022,bus_stop
Kumbalam North,Tamil Nadu,9.9197034,76.3055534,neighborhood
Kumbalamkalam Colony,Tamil Nadu,10.917466,76.486039,neighborhood
Kumbalangi,Tamil Nadu,9.8740593,76.2894421,village
Kumbalangi Bus Stand,Tamil Nadu,9.851133,76.2939372,bus_stop
Kumbalathu Lake (Ashtamudi),Tamil Nadu,8.9914734,76.6377067,neighborhood
Kumbanad,Tamil Nadu,9.3674124,76.6568494,town
Kumbankallu,Tamil Nadu,9.8990621,76.7345642,neighborhood
Kumbapura,Tamil Nadu,12.7018784,77.2641289,village
Kumbara Koppalu,Tamil Nadu,12.4001355,76.3966628,village
Kumbara Koppalu,Tamil Nadu,12.3457868,76.6264731,neighborhood
Kumbara Thara Colony,Tamil Nadu,10.6451649,76.4586916,neighborhood
Kumbarahalli,Tamil Nadu,13.1030959,77.4916565,village
Kumbarahalli Matha,Tamil Nadu,12.2119651,76.7124521,village
Kumbarlapalle,Tamil Nadu,13.0038187,78.52649,village
Kumbena Agrahara,Tamil Nadu,13.0017965,77.7473882,village
Kumbenahalli,Tamil Nadu,12.855034,76.5435902,village
Kumbenahalli,Tamil Nadu,12.8579427,76.3180065,village
Kumbharlapalli,Tamil Nadu,12.9891135,78.5256153,village
Kumbichal Kadavu,Tamil Nadu,8.5145563,77.1901191,neighborhood
Kumbidi,Tamil Nadu,10.8308553,76.050162,village
Kumbiganahalli,Tamil Nadu,13.2423471,77.9213888,village
Kumbilampadu,Tamil Nadu,8.3067375,77.6402428,village
Kumblamthanam,Tamil Nadu,9.3968876,76.7382487,neighborhood
Kumbrahalli,Tamil Nadu,12.0383985,76.7194018,village
Kumbrottil Colony,Tamil Nadu,10.8753506,76.464617,neighborhood
Kumbukwewa,Tamil Nadu,8.1144117,80.0832725,village
Kumbur,Tamil Nadu,10.2341022,77.3272324,village
Kumchakoppalu,Tamil Nadu,12.8691972,76.2578019,village
Kumchchi,Tamil Nadu,12.4528731,78.523871,village
Kumiladi Kulam,Tamil Nadu,9.0711189,80.2433721,village
Kumilangadu,Tamil Nadu,11.3031838,79.7104025,village
Kumilanguzhi,Tamil Nadu,11.2772905,79.4084791,village
Kumilankuzhi,Tamil Nadu,11.3534055,79.3243471,village
Kumiliyam,Tamil Nadu,11.1894443,79.2370973,village
Kumily,Tamil Nadu,9.6067952,77.1671018,town
Kumily Bus Stand,Tamil Nadu,9.6086944,77.1699113,bus_stop
Kumittipathi,Tamil Nadu,10.8342132,76.89023,village
Kumizhi,Tamil Nadu,12.8002759,80.1228794,village
Kummagunte,Tamil Nadu,13.3650241,78.2160207,village
Kummakkadu,Tamil Nadu,10.1796541,79.0271257,village
Kummakulam,Tamil Nadu,9.0665795,80.3983475,village
Kummanam,Tamil Nadu,9.5968399,76.501985,village
Kummangudi,Tamil Nadu,10.1129313,78.6356653,village
Kummangudi,Tamil Nadu,10.3432911,78.7191867,village
Kummangudi,Tamil Nadu,10.1929594,78.8987445,village
Kummangudi,Tamil Nadu,10.1695005,78.9038623,village
Kummannoor,Tamil Nadu,9.689433,76.6269068,village
Kummanur,Tamil Nadu,13.2202275,80.1974021,village
Kummaragunta,Tamil Nadu,13.2986317,78.5095206,village
Kummaragunta,Tamil Nadu,13.1661007,78.5944369,village
Kummaramadugu,Tamil Nadu,13.0467971,78.526579,village
Kummarapalle,Tamil Nadu,13.1818486,78.9966152,village
Kummattithidal,Tamil Nadu,10.4582063,79.5372283,village
Kummil,Tamil Nadu,8.7952771,76.9229676,village
Kummulaūr,Tamil Nadu,12.6604795,78.9861631,village
Kummupatty,Tamil Nadu,10.4359562,78.8667471,village
Kumpalle,Tamil Nadu,13.3974614,78.6992188,village
Kumtapuram,Tamil Nadu,11.7789626,77.026567,village
Kumulamunai,Tamil Nadu,9.2801316,80.1284882,village
Kumulur,Tamil Nadu,9.9851676,79.0352952,village
Kumulur,Tamil Nadu,10.9541271,78.8437271,village
Kunagahalli,Tamil Nadu,11.750529,76.597682,village
Kunagalli,Tamil Nadu,12.1162794,77.0812427,village
Kunama Raju Palem,Tamil Nadu,13.3379147,79.680471,village
Kunampatti,Tamil Nadu,10.9608262,77.8118491,village
Kunamuddanahalli,Tamil Nadu,12.7804959,77.2722803,village
Kunapalle,Tamil Nadu,13.4984791,79.1378947,village
Kunchchukkulam,Tamil Nadu,9.3371814,80.2343612,village
Kunchithanny,Tamil Nadu,10.013772,77.0618616,village
Kunchup Paranthan,Tamil Nadu,9.4338307,80.3461124,village
Kundachappai Haaty,Tamil Nadu,11.4243111,76.7492955,village
Kundadam,Tamil Nadu,10.8509242,77.4465535,town
Kundagavayal,Tamil Nadu,10.135088,79.0265035,village
Kundah,Tamil Nadu,11.2809911,76.6498924,town
Kundah Thuneri,Tamil Nadu,11.2710355,76.6531675,village
Kundai,Tamil Nadu,10.2899494,76.2776967,village
Kundakere,Tamil Nadu,11.6904341,76.7876448,village
Kundakkadu,Tamil Nadu,11.287255,78.5953116,village
Kundala,Tamil Nadu,11.7765397,76.0276845,village
Kundalagurki,Tamil Nadu,13.4503938,77.9462993,village
Kundalahalli Colony,Tamil Nadu,12.9704116,77.7117446,neighborhood
Kundalapatti,Tamil Nadu,9.6158355,77.8865142,village
Kundana,Tamil Nadu,13.257088,77.6284828,village
Kundanakuppe,Tamil Nadu,12.7470003,77.0405334,village
Kundanchera Colony,Tamil Nadu,10.6101535,76.4399359,neighborhood
Kundankalpalaiyam,Tamil Nadu,11.0575465,78.1811571,village
Kundanoor,Tamil Nadu,9.9363615,76.3176383,neighborhood
Kundanur,Tamil Nadu,11.638721,77.8433512,village
Kundapuram,Tamil Nadu,10.9636692,79.0669574,village
Kundara,Tamil Nadu,8.9611954,76.6811394,town
Kundara,Tamil Nadu,8.9558526,76.6745452,town
Kundaranahalli,Tamil Nadu,13.3421446,76.8178342,village
Kundarappadi,Tamil Nadu,9.0454227,76.8554246,neighborhood
Kundarasanahalli,Tamil Nadu,12.8013969,78.2147652,village
Kundathil Kadavu,Tamil Nadu,9.7105213,76.3432872,neighborhood
Kundenahalli,Tamil Nadu,12.9848826,77.9985051,village
Kundhanipalayam,Tamil Nadu,11.029473,77.9419577,village
Kundikantheruvu,Tamil Nadu,12.6073385,78.8983798,village
Kundiredddiyūr,Tamil Nadu,12.5492017,78.6984587,village
Kundrakudi,Tamil Nadu,10.1144887,78.698003,town
Kundrathur,Tamil Nadu,12.9957704,80.0973114,town
Kundrathur Temple MTC Terminus,Tamil Nadu,12.9872165,80.0932375,bus_stop
Kundukaadu,Tamil Nadu,10.773196,76.7258844,neighborhood
Kundukad,Tamil Nadu,10.5991159,76.2709717,village
Kundukad Colony,Tamil Nadu,10.6736219,76.5096125,neighborhood
Kundukandathil Colony,Tamil Nadu,10.9554179,76.4904721,neighborhood
Kundukkad,Tamil Nadu,10.7921154,76.094821,village
Kundukkad Colony,Tamil Nadu,10.7278214,76.4379953,neighborhood
