name,district,latitude,longitude,type
Colony,Tamil Nadu,9.8333328,76.4635667,neighborhood
Colony,Tamil Nadu,9.8322692,76.4639574,neighborhood
Colony,Tamil Nadu,9.8346005,76.4610833,neighborhood
Colony,Tamil Nadu,10.7406993,76.4145042,neighborhood
Colony,Tamil Nadu,10.8016566,76.0989537,neighborhood
Colony,Tamil Nadu,10.7998244,76.0955754,neighborhood
Colony,Tamil Nadu,10.8082675,76.1008581,neighborhood
Colony,Tamil Nadu,10.7919322,76.0971735,neighborhood
Colony,Tamil Nadu,9.1532781,76.6143346,neighborhood
Colony,Tamil Nadu,10.8056076,76.0945109,neighborhood
Colony,Tamil Nadu,10.7998874,76.1004438,neighborhood
Colony,Tamil Nadu,10.8039629,76.0964283,neighborhood
Colony,Tamil Nadu,10.8124744,76.0991691,neighborhood
Colony,Tamil Nadu,10.8051091,76.0918266,neighborhood
Colony,Tamil Nadu,10.80926,76.0978941,neighborhood
Colony,Tamil Nadu,10.8003007,76.1184735,neighborhood
Colony,Tamil Nadu,10.7987381,76.1201745,neighborhood
Colony,Tamil Nadu,10.7958364,76.1065883,neighborhood
Colony,Tamil Nadu,10.8276791,76.1031298,neighborhood
Colony,Tamil Nadu,10.8063215,76.0850486,neighborhood
Colony,Tamil Nadu,10.7709128,76.1072991,neighborhood
Colony,Tamil Nadu,10.783046,76.110114,neighborhood
Colony,Tamil Nadu,10.779374,76.1133298,neighborhood
Colony,Tamil Nadu,10.7774462,76.1125434,neighborhood
Colony,Tamil Nadu,10.7779506,76.0754135,neighborhood
Colony,Tamil Nadu,10.7853361,76.0847332,neighborhood
Colony,Tamil Nadu,10.7831474,76.0793936,neighborhood
Colony,Tamil Nadu,10.804588,76.1047963,neighborhood
Colony,Tamil Nadu,10.8011166,76.1032682,neighborhood
Colony,Tamil Nadu,10.8028327,76.1020518,neighborhood
Colony,Tamil Nadu,10.7867119,76.1199828,neighborhood
Colony,Tamil Nadu,10.7867241,76.1124991,neighborhood
Colony,Tamil Nadu,10.764103,76.0872455,neighborhood
Colony,Tamil Nadu,10.7662661,76.0934662,neighborhood
Colony,Tamil Nadu,10.7969073,76.107732,neighborhood
Colony,Tamil Nadu,10.7876318,76.1223748,neighborhood
Colony,Tamil Nadu,9.7656663,76.426351,neighborhood
Colony,Tamil Nadu,9.7747131,76.4029364,neighborhood
Colony,Tamil Nadu,11.5752869,76.1564596,neighborhood
Colony,Tamil Nadu,11.563435,76.1491671,neighborhood
Colony,Tamil Nadu,11.5354705,76.1611821,neighborhood
Colony,Tamil Nadu,11.5799542,76.1704916,neighborhood
Colony,Tamil Nadu,11.553854,76.1711118,neighborhood
Colony,Tamil Nadu,11.5552646,76.182096,neighborhood
Colony,Tamil Nadu,11.5505891,76.2248517,neighborhood
Colony,Tamil Nadu,11.5494254,76.216339,neighborhood
Colony,Tamil Nadu,11.5294219,76.1853948,neighborhood
Colony,Tamil Nadu,10.5901847,76.1656008,neighborhood
Colony,Tamil Nadu,10.6044981,76.1515092,neighborhood
Colony,Tamil Nadu,10.0476037,77.0540868,neighborhood
Colony,Tamil Nadu,11.409341,76.0554797,neighborhood
Colony ; Thuvvur,Tamil Nadu,11.1126717,76.2841074,neighborhood
Colony ; Thuvvur,Tamil Nadu,11.1317065,76.2856329,neighborhood
Colony ; Thuvvur,Tamil Nadu,11.1319631,76.2863334,neighborhood
Colony ; Thuvvur,Tamil Nadu,11.1428924,76.2908029,neighborhood
Colony ; Thuvvur,Tamil Nadu,11.143104,76.2905317,neighborhood
Colony ; Thuvvur,Tamil Nadu,11.1427655,76.2864709,neighborhood
Colony ; Thuvvur,Tamil Nadu,11.1423906,76.2856082,neighborhood
Colony ; Thuvvur,Tamil Nadu,11.1245937,76.2852165,neighborhood
Colony ; Thuvvur,Tamil Nadu,11.1244963,76.2848383,neighborhood
Colony ; Thuvvur,Tamil Nadu,11.1330516,76.2836725,neighborhood
Colony ; Thuvvur,Tamil Nadu,11.1276643,76.2925378,neighborhood
Colony ; Thuvvur,Tamil Nadu,11.1096755,76.2866763,neighborhood
Colony Mala,Tamil Nadu,10.8017259,76.0902493,neighborhood
Colony kappur,Tamil Nadu,10.7718539,76.0722545,neighborhood
Colony near Gurunathankulangara,Tamil Nadu,9.1574842,76.6113778,neighborhood
Colony; Elivali,Tamil Nadu,9.7792545,76.7222425,neighborhood
Colony; Kottiyodu,Tamil Nadu,8.707548,76.8078568,neighborhood
Colony; Kudampidi,Tamil Nadu,9.7708842,76.7214192,neighborhood
Colony; Manhappatta,Tamil Nadu,11.1560061,76.1503446,neighborhood
Colony; Mundakkutti,Tamil Nadu,11.7064863,76.0080697,neighborhood
Colony; Pizhaku,Tamil Nadu,9.8029036,76.6907945,neighborhood
Colony; Seevelikonam,Tamil Nadu,8.6829549,76.8257503,neighborhood
Colony; Valiyakunnu,Tamil Nadu,8.6826793,76.8283141,neighborhood
Colony; Valiyakunnu,Tamil Nadu,8.6907162,76.8281961,neighborhood
Colony; Valiyakunnu; Attingal,Tamil Nadu,8.6780983,76.8280007,neighborhood
Colony; Veliayath,Tamil Nadu,9.7974474,76.6950933,neighborhood
Columbuthurai,Tamil Nadu,9.6514895,80.047825,village
Commercial Street Market,Tamil Nadu,12.9825003,77.6086395,neighborhood
Companipadi Bridge,Tamil Nadu,9.7501402,77.1391632,neighborhood
Concept City,Tamil Nadu,12.9062295,77.4917699,neighborhood
Concorde Layout,Tamil Nadu,12.9071376,77.5093729,neighborhood
Congress Bhavan Jn,Tamil Nadu,8.8788968,76.5953581,neighborhood
Contonment South,Tamil Nadu,8.8810198,76.5944961,neighborhood
Convent Junction,Tamil Nadu,8.8878614,76.5869352,neighborhood
Coodalore,Tamil Nadu,10.852393,78.6535596,village
Coonoor,Tamil Nadu,11.3459447,76.7965283,town
Corporation Colony,Tamil Nadu,12.958343,77.6468359,neighborhood
Corporation Colony,Tamil Nadu,12.9822565,77.6295796,neighborhood
Corporation Quarters,Tamil Nadu,12.9669792,77.614511,neighborhood
Cotton Hill,Tamil Nadu,8.5000982,76.9660167,neighborhood
Cottonpete,Tamil Nadu,12.9656327,77.5658857,neighborhood
Courage,Tamil Nadu,11.9974153,79.8112823,neighborhood
Courtallam,Tamil Nadu,8.9328828,77.2714628,village
Craig Park Layout,Tamil Nadu,12.9713834,77.6158386,neighborhood
Creativity,Tamil Nadu,12.0007907,79.8147872,neighborhood
Cubbonpet,Tamil Nadu,12.9684991,77.5852286,neighborhood
Cuddalore,Tamil Nadu,11.7463073,79.755695,bus_stop
Cuddalore,Tamil Nadu,11.7564329,79.7634644,city
Cuddalore,Tamil Nadu,11.7421873,79.7464355,town
Cuddalore Old Town,Tamil Nadu,11.7157204,79.7711332,town
Cuddalore Old Town,Tamil Nadu,11.7100817,79.7691337,town
Cumbum,Tamil Nadu,9.7394057,77.2853013,town
Cumbummettu,Tamil Nadu,9.7470303,77.2185659,village
Cyclone Colony,Tamil Nadu,10.9715908,78.448348,village
D Kalenahalli,Tamil Nadu,12.889668,76.3871902,village
D Settahalli,Tamil Nadu,13.1505518,77.8718645,village
D Silva Layout ; Happy Valley,Tamil Nadu,12.9791648,77.7501016,neighborhood
D'Costa Square,Tamil Nadu,13.0040769,77.6236546,neighborhood
D'Souza Layout,Tamil Nadu,12.9696296,77.5968003,neighborhood
D'Souza Nagar,Tamil Nadu,12.9321399,77.5326392,neighborhood
D. Kalkere,Tamil Nadu,13.1687303,76.7856038,village
D. Kallahalli,Tamil Nadu,13.2907759,76.1691906,village
D. Rampura,Tamil Nadu,13.2923357,76.8139601,village
D.Perumapalayam,Tamil Nadu,11.7109782,78.2368133,village
D.Pudupatti,Tamil Nadu,10.42778,78.37561,village
DGI Layout,Tamil Nadu,12.9678914,80.2590113,neighborhood
DK Naik Nagar,Tamil Nadu,12.9180954,77.5884756,neighborhood
DLF City,Tamil Nadu,10.0111005,76.34587,neighborhood
Dabaspete,Tamil Nadu,13.2274343,77.2425412,town
Dabaspete KSRTC Bus Stand,Tamil Nadu,13.2273579,77.2422311,bus_stop
Dabba,Tamil Nadu,12.3607135,77.1512409,village
Dabbaguli,Tamil Nadu,12.8928455,77.3220241,village
Dabbagunte,Tamil Nadu,13.0964312,77.8913139,village
Dabbeghatta,Tamil Nadu,13.3948595,76.6216429,village
Dabbeghatta,Tamil Nadu,13.0406551,76.6349641,village
Dabbeghatta,Tamil Nadu,12.740783,76.3838077,village
Dadadahalli,Tamil Nadu,12.5733283,76.2399819,village
Dadadahalli,Tamil Nadu,12.2057683,76.6479325,village
Dadadahalli,Tamil Nadu,12.0085146,76.486849,village
Dadadahalli,Tamil Nadu,12.6218029,76.3960524,village
Dadadahalli,Tamil Nadu,11.9013549,76.7151637,village
Dadadahalli,Tamil Nadu,11.9400543,76.4045489,village
Dadadakallahalli,Tamil Nadu,12.3839707,76.4819856,village
Dadadapura,Tamil Nadu,12.4011866,76.9945037,village
Dadaga,Tamil Nadu,12.958669,76.6952442,village
Dadagattamadagu,Tamil Nadu,13.4477732,77.3665732,village
Dadahalli,Tamil Nadu,11.9210154,77.0119096,village
Dadamahalli,Tamil Nadu,12.4275854,77.179602,village
Dadamudike,Tamil Nadu,12.8926157,76.8292189,village
Dadepalle,Tamil Nadu,13.3812947,78.6931789,village
Dadinayakanadoddi,Tamil Nadu,12.8603502,77.9426601,village
Dadireddihalli,Tamil Nadu,13.2772034,78.2480835,village
Daivathunkal,Tamil Nadu,9.7066608,76.348645,neighborhood
Dakshinapuram,Tamil Nadu,10.3368738,78.9182925,village
Dakshināvarti,Tamil Nadu,12.65244,80.1408004,village
Dalagodanahalli,Tamil Nadu,12.6945408,76.2751023,village
Dalapathi Samudram,Tamil Nadu,8.4335796,77.6411569,village
Dalasagere,Tamil Nadu,13.241693,77.9565122,village
Dalasanuru,Tamil Nadu,13.2759639,78.1696664,village
Dalavaripalle,Tamil Nadu,13.2448574,79.2585628,village
Dalavayi Hosahalli,Tamil Nadu,12.9537748,78.4142246,village
Dalavayi Kodihalli,Tamil Nadu,12.4257345,77.2627662,village
Dalimba,Tamil Nadu,12.4662402,77.3210848,village
Dallalu,Tamil Nadu,12.3147466,76.4510794,village
Dallalu Koppalu,Tamil Nadu,12.309061,76.4480471,village
Dalmia,Tamil Nadu,11.7165338,78.1204701,village
Dalmiapuram,Tamil Nadu,10.9713591,78.9440417,village
Dam Top,Tamil Nadu,9.8435805,76.9824761,neighborhood
Damadahalli,Tamil Nadu,12.4868683,76.6412096,village
Damalacheruvu Bus Stop,Tamil Nadu,13.4818775,79.0429672,bus_stop
Damalcheruvu,Tamil Nadu,13.4823497,79.0436555,village
Damarakuppam,Tamil Nadu,13.4382451,79.3395365,village
Damarapakam,Tamil Nadu,13.3221098,79.6423072,village
Damarlagunta,Tamil Nadu,13.3106275,79.2174455,village
Dammaningala,Tamil Nadu,12.7990671,76.4816196,village
Damodara Maharajapuram,Tamil Nadu,13.3905071,79.4730966,village
Damodarapuram,Tamil Nadu,13.0018073,80.2629813,neighborhood
Dana,Tamil Nadu,12.0131962,79.8205365,neighborhood
Danakondapalli,Tamil Nadu,13.047841,78.857508,village
Danamayyagaripalle,Tamil Nadu,13.0399434,78.5156323,village
Dananayakanapura,Tamil Nadu,13.2911558,77.2066354,village
Danavahalli,Tamil Nadu,13.1582328,77.9739609,village
Danayakanahalli,Tamil Nadu,12.8727295,76.1930975,village
Danayakanahalli,Tamil Nadu,12.752425,77.2225082,village
Danayakanapura,Tamil Nadu,12.2224646,76.8456085,village
Danayakanapura,Tamil Nadu,12.6187507,76.9756758,village
Dandapalle,Tamil Nadu,13.2325549,78.6897054,village
Dandhesswaram,Tamil Nadu,12.9826389,80.224188,neighborhood
Dandiganahalli,Tamil Nadu,12.9688166,76.2823302,village
Dandiganahalli,Tamil Nadu,13.3087221,77.7676001,village
Dandiganahalli,Tamil Nadu,13.066553,78.0765263,village
Dandiganahalli,Tamil Nadu,12.7808849,76.8084651,village
Dandigepura,Tamil Nadu,12.9020635,77.1765233,village
Dandikere,Tamil Nadu,12.2536257,76.7525639,village
Dandikuppam,Tamil Nadu,12.8701111,78.438728,village
Dandina Shivara,Tamil Nadu,13.2531027,76.7097613,village
Dandupalem,Tamil Nadu,13.3905213,78.567857,village
Dandupalya,Tamil Nadu,13.0745893,77.8114616,village
Dandupalya,Tamil Nadu,13.4114173,78.1347162,village
Danduraja Kandigai,Tamil Nadu,13.2291849,79.6979327,village
Danduvaripalle,Tamil Nadu,13.1990959,78.9333106,village
Dangaha Uraniya,Tamil Nadu,8.4639925,80.0297057,neighborhood
Danishpet,Tamil Nadu,11.8582778,78.1377957,village
Danojivaripalle,Tamil Nadu,13.4991751,79.1508845,village
Danya Nagar,Tamil Nadu,8.5498939,76.8672502,neighborhood
Darasaguppe,Tamil Nadu,12.4539242,76.6888576,village
Daravur,Tamil Nadu,12.9813157,80.051601,village
Darga Mohalla,Tamil Nadu,12.9997859,77.6731578,neighborhood
Dargajogihalli,Tamil Nadu,13.3188535,77.5323651,village
Dargajogihalli,Tamil Nadu,13.2966514,77.5317738,neighborhood
Daribeguru,Tamil Nadu,11.7281088,76.7656757,village
Daripura,Tamil Nadu,12.2133283,76.5610988,village
Darkali,Tamil Nadu,12.0110446,79.8051529,neighborhood
Darkas,Tamil Nadu,13.2013205,80.2128456,village
Dasaga,Tamil Nadu,13.3205764,77.6000681,village
Dasallapalle,Tamil Nadu,13.4196365,79.1280152,village
Dasampalayam,Tamil Nadu,11.2899138,76.923658,village
Dasampatti,Tamil Nadu,12.2498784,78.4406343,village
Dasanadoddi,Tamil Nadu,12.3117254,77.096027,village
Dasanahundi,Tamil Nadu,12.0046554,77.071123,village
Dasanaikenpatti,Tamil Nadu,10.6334323,77.5373483,village
Dasanakoppalu,Tamil Nadu,12.2991119,76.5837416,village
Dasanapura,Tamil Nadu,13.0508851,76.9644144,village
Dasanapura,Tamil Nadu,13.0758896,77.4364795,village
Dasanapura,Tamil Nadu,12.0848134,76.2843601,village
Dasanapura,Tamil Nadu,12.2226242,76.3363277,village
Dasanapura,Tamil Nadu,12.1866357,77.0997954,village
Dasanapura,Tamil Nadu,12.2167053,76.1953044,village
Dasanuru,Tamil Nadu,12.0334796,76.8940567,village
Dasapura,Tamil Nadu,13.0218179,76.4917575,village
Dasara Timmanahalli,Tamil Nadu,13.372046,78.2900684,village
Dasarahalli,Tamil Nadu,13.3151073,77.7163854,village
Dasarahalli,Tamil Nadu,13.0994854,77.8361008,village
Dasarahalli,Tamil Nadu,13.0662693,76.5280108,village
Dasarahalli,Tamil Nadu,13.1663414,77.0504895,village
Dasarahalli,Tamil Nadu,12.9784134,77.5427194,neighborhood
Dasarahalli,Tamil Nadu,13.0562455,77.6115282,neighborhood
Dasarakallahalli,Tamil Nadu,13.2331104,76.8787875,village
Dasarakoppalu,Tamil Nadu,13.0337105,76.1029431,village
Dasarapalle,Tamil Nadu,13.131715,79.0369794,village
Dasarapalle Bus Stop,Tamil Nadu,13.1310149,79.0368993,bus_stop
Dasarapalli,Tamil Nadu,12.5767593,77.7007115,village
Dasaravaripalle,Tamil Nadu,13.4657397,78.8008661,village
Dasarayyagaripalle,Tamil Nadu,13.4540737,78.657143,village
Dasarighatta,Tamil Nadu,13.1831773,76.4404895,village
Dasarigovindappanayudukandriga,Tamil Nadu,13.4065619,79.5560973,village
Dasaripalle,Tamil Nadu,13.360549,79.1909119,village
Dasarlapalli,Tamil Nadu,12.9954897,78.4760387,village
Dasarāpettai,Tamil Nadu,12.6740142,79.3259936,village
Dasegowniyur,Tamil Nadu,12.7520682,78.3805579,village
Dasegowniyur Bus Stop,Tamil Nadu,12.7550087,78.3836942,bus_stop
Dasenahalli,Tamil Nadu,13.1785152,76.302781,village
Dashavara,Tamil Nadu,12.7230724,77.177416,village
Dasihalli,Tamil Nadu,13.182306,76.4611668,village
Dasihalli,Tamil Nadu,13.3376526,76.3352101,village
Dasihalli,Tamil Nadu,13.4236695,76.4967305,village
Dasihalli,Tamil Nadu,13.0839511,76.7904478,village
Dasimanipalle,Tamil Nadu,12.8425811,78.2912757,village
Dasinampalle,Tamil Nadu,13.2985378,78.7127092,village
Dasireddipalle,Tamil Nadu,13.4162645,78.4979336,village
Dasiri Vattam,Tamil Nadu,12.7015074,78.5135055,village
Dasukuppam,Tamil Nadu,13.3402914,79.890984,village
Dathapuram,Tamil Nadu,11.6214819,77.8789875,village
Dattatreya Nagara,Tamil Nadu,12.9265788,77.5392611,neighborhood
Davanada Hosahalli,Tamil Nadu,13.4463236,76.4488921,village
David Nagar,Tamil Nadu,12.8907466,80.0276933,neighborhood
Dayamvaripalle,Tamil Nadu,13.1129552,79.0965012,village
Dayanur,Tamil Nadu,11.2104977,76.8702505,village
Dayyalapalle,Tamil Nadu,13.015097,78.4901246,village
Dayyalavanka,Tamil Nadu,12.7331347,78.4068025,village
Debbanahalli,Tamil Nadu,12.9328566,78.1374573,village
Deburu,Tamil Nadu,12.1187487,76.6418128,village
Deccavarikandriga,Tamil Nadu,13.4569096,79.9668807,village
Deepanjali Nagar,Tamil Nadu,12.9526939,77.535647,neighborhood
Deepankudi,Tamil Nadu,10.8294451,79.5584527,village
Deevambalpuram,Tamil Nadu,10.51142,79.67956,village
Deevanur,Tamil Nadu,12.2520925,79.5567181,village
Deevattipatty,Tamil Nadu,11.870183,78.0854447,village
Deevattipatty Harijan colony,Tamil Nadu,11.8690939,78.0883634,village
Deewanarapalya,Tamil Nadu,13.0233739,77.5611156,neighborhood
Defence Colony,Tamil Nadu,13.0220072,80.1995027,neighborhood
Defence Colony,Tamil Nadu,12.976171,77.6435315,neighborhood
Defence Layout,Tamil Nadu,13.0613024,77.5847273,neighborhood
Degganahalli,Tamil Nadu,12.5116158,76.4223982,village
Dehelgamuwa,Tamil Nadu,8.1072315,80.3378999,village
Demahalli,Tamil Nadu,12.0737358,76.9318996,village
Denadu hatty,Tamil Nadu,11.2850239,76.6719855,village
Denkanikottai,Tamil Nadu,12.527088,77.792623,town
Denkanikottai Bus Stand,Tamil Nadu,12.5271472,77.7888605,bus_stop
Depaliyam,Tamil Nadu,13.426956,79.8218246,village
Depapura,Tamil Nadu,11.7712196,76.784829,village
Depegaudanapura,Tamil Nadu,11.9859756,76.5863234,village
Depot-40 Dasanapura BMTC Bus Garage,Tamil Nadu,13.0781056,77.4461314,bus_stop
Depots Enquiry - Kerala State Road Transport Corporation,Tamil Nadu,11.3622846,76.0112764,bus_stop
Depura,Tamil Nadu,12.4622326,76.0731797,village
Desamugioettal,Tamil Nadu,12.6197611,80.0558013,village
Deshahalli,Tamil Nadu,12.6083935,77.0241166,village
Deshani,Tamil Nadu,13.2782871,76.163784,village
Deshavalli,Tamil Nadu,12.5412868,76.6364378,village
Deshavalli,Tamil Nadu,12.375194,76.9157055,village
Deshavalli,Tamil Nadu,12.0478486,76.9731318,village
Deshigaudanapura,Tamil Nadu,11.9476701,76.8436965,village
Deshipura,Tamil Nadu,11.8508671,76.5869011,village
Desingurajapuram,Tamil Nadu,10.52592,79.67667,village
Desupalli,Tamil Nadu,12.5936231,78.2973704,village
Deupty Director Office Periyar Tiger Reserve,Tamil Nadu,9.573028,76.9933195,neighborhood
Devadhanam,Tamil Nadu,9.3865479,77.4629289,village
Devadhanam,Tamil Nadu,10.4885548,79.5311437,village
Devadoddi,Tamil Nadu,13.082024,78.5713384,village
Devadānappatti,Tamil Nadu,10.1459478,77.6437533,town
Devaganahalli,Tamil Nadu,13.2531396,77.6485304,village
Devagere,Tamil Nadu,12.8571436,77.4655706,village
Devagiri,Tamil Nadu,11.0341276,78.1974435,village
Devakapuram,Tamil Nadu,12.869146,78.8419246,village
Devakottai,Tamil Nadu,9.9456925,78.826915,town
Devakottai Bus Station,Tamil Nadu,9.9475392,78.8209122,bus_stop
Devala,Tamil Nadu,11.4735609,76.3800341,village
Devalabapuram Colony,Tamil Nadu,13.1185129,79.3323505,village
Devalambapuram,Tamil Nadu,13.1267773,79.3302892,village
Devalampeta,Tamil Nadu,13.3286381,79.246614,village
Devalampeta,Tamil Nadu,13.2402701,78.8314456,village
Devalampeta Bus Stop,Tamil Nadu,13.3292846,79.2469817,bus_stop
Devalapalli,Tamil Nadu,13.3714887,78.2675993,village
Devalapura,Tamil Nadu,13.486919,77.1063536,village
Devalapura,Tamil Nadu,12.8176443,76.8682089,village
Devalapura,Tamil Nadu,12.2249589,76.7013303,village
Devalapura,Tamil Nadu,12.0435155,76.3786439,village
Devalapura,Tamil Nadu,11.8501862,76.8143585,village
Devalapura,Tamil Nadu,11.8445912,76.6185885,village
Devamachohalli,Tamil Nadu,12.9670037,77.3794754,village
Devamangalam,Tamil Nadu,11.16011,79.39093,village
DevamangalamColony,Tamil Nadu,11.168789,79.3864391,village
Devambadi,Tamil Nadu,10.7074514,76.9407504,village
Devan Nagar,Tamil Nadu,10.7563096,79.1131432,neighborhood
Devanagaram,Tamil Nadu,13.2567774,79.2697356,village
Devanagondi,Tamil Nadu,12.9749709,77.8397207,village
Devanahalli,Tamil Nadu,13.2483502,77.7134377,town
Devanallur,Tamil Nadu,8.5481734,77.5910841,village
Devanampattanam,Tamil Nadu,11.7481749,79.7852801,village
Devananchery,Tamil Nadu,11.0232887,79.3667785,village
Devanandhal,Tamil Nadu,12.2683141,79.028522,village
Devanankurichi,Tamil Nadu,11.3897555,77.8548436,village
Devanankuruchi,Tamil Nadu,11.3908055,77.8538042,village
Devanapuram,Tamil Nadu,11.2420826,76.8867767,village
Devanayakanahalli,Tamil Nadu,13.085581,76.6826965,village
Devanayakanahalli,Tamil Nadu,13.1754621,77.7718557,village
Devaneri,Tamil Nadu,12.6512675,80.2077618,village
Devangar Colony,Tamil Nadu,11.6902452,78.2481805,village
Devangudi,Tamil Nadu,10.92903,79.16796,village
Devankudi,Tamil Nadu,10.8980078,78.8804804,village
Devanodai,Tamil Nadu,10.9995389,79.3046177,village
Devanoor,Tamil Nadu,11.59888,77.9106,village
Devanur,Tamil Nadu,12.7552901,79.9271742,village
Devanur,Tamil Nadu,11.1004516,78.4453118,village
Devanur,Tamil Nadu,11.2661415,79.3204361,village
Devanur Pudur,Tamil Nadu,11.1094109,78.436718,village
Devanur Reddiyapatti,Tamil Nadu,10.6762226,78.2490097,village
Devanurpudur,Tamil Nadu,10.5510419,77.0874198,village
Devanuru,Tamil Nadu,12.0691716,76.7917802,village
Devanuru,Tamil Nadu,13.4254501,76.0920366,village
Devanuru,Tamil Nadu,12.1408305,76.0650152,village
Devappanakoppalu,Tamil Nadu,13.2273919,76.0301864,village
Devara Guttahalli,Tamil Nadu,12.7942616,78.127293,village
Devarabetta,Tamil Nadu,12.6246702,77.6313122,village
Devaraguddenahalli,Tamil Nadu,12.6423567,76.2864882,village
Devaragudipalle,Tamil Nadu,13.3619672,79.2535,village
Devaragudipalle,Tamil Nadu,13.4222242,78.7220035,village
Devaragudipalle,Tamil Nadu,13.427428,78.7105239,village
Devaragudipalle Bus Stop,Tamil Nadu,13.3583313,79.2534953,bus_stop
Devarahalli,Tamil Nadu,11.7483371,76.6260718,village
Devarahalli,Tamil Nadu,12.5960874,77.5216642,village
Devarahalli,Tamil Nadu,12.654178,77.1561706,village
Devarahalli,Tamil Nadu,12.4923749,77.0247284,village
Devarahalli,Tamil Nadu,12.7872727,76.4447573,village
Devarahalli,Tamil Nadu,12.648652,76.6749238,village
Devarahalli,Tamil Nadu,13.2856008,78.099729,village
Devarahalli,Tamil Nadu,12.7679449,76.1049305,village
Devarahalli,Tamil Nadu,13.4721846,76.0719538,village
Devarahusuru,Tamil Nadu,12.7654237,76.6883673,village
Devaraj Nagar,Tamil Nadu,13.0572099,80.2033582,neighborhood
Devarajapuram,Tamil Nadu,12.7635864,78.5587975,village
Devarajapuram,Tamil Nadu,12.9561017,78.5418648,village
Devarajapuram Bus Stop,Tamil Nadu,12.7620976,78.5636491,bus_stop
Devarajipura,Tamil Nadu,11.8952206,77.0154281,neighborhood
Devaramadahalli,Tamil Nadu,12.8487744,76.8665757,village
Devaramalluru,Tamil Nadu,13.4128061,77.9081305,village
Devaramavinakere,Tamil Nadu,12.9915949,76.6431355,village
Devarappampatti,Tamil Nadu,11.0941874,78.5127854,village
Devarasanahalli,Tamil Nadu,12.0973092,76.6905132,village
Devarayana Durga Bus Stop,Tamil Nadu,13.3735696,77.2075272,bus_stop
Devarayanadurga,Tamil Nadu,13.3726702,77.2075933,village
Devarayaneri,Tamil Nadu,10.7370968,78.8561235,village
Devarayanpettai,Tamil Nadu,10.8855371,79.24933,village
Devarayapattana,Tamil Nadu,12.9919372,76.0645148,village
Devarayapattana,Tamil Nadu,12.5870108,76.8012579,village
Devarayappatti,Tamil Nadu,11.1604241,78.4509873,village
Devarayapuram,Tamil Nadu,11.15329,78.3139,village
Devarayasamudra,Tamil Nadu,13.135152,78.2999049,village
Devarayashettipura,Tamil Nadu,11.9331864,76.5484537,village
Devarkandanallur,Tamil Nadu,10.76179,79.59832,village
Devarkulam,Tamil Nadu,8.9627373,77.6353757,village
Devarpuram,Tamil Nadu,10.9640294,78.5944806,village
Devarshola,Tamil Nadu,11.5523891,76.4215717,town
Devarshola,Tamil Nadu,11.5438458,76.4403012,village
Devasandra,Tamil Nadu,12.7870107,77.0996771,village
Devasandra,Tamil Nadu,12.7572271,77.6472795,village
Devasandra,Tamil Nadu,13.0039325,77.7056756,neighborhood
Devasandra Industrial Estate,Tamil Nadu,12.9970362,77.7004141,neighborhood
Devashakti,Tamil Nadu,12.0114964,79.8187801,neighborhood
Devashettihalli,Tamil Nadu,13.0240622,77.8216286,village
Devasthanada Hosahalli,Tamil Nadu,13.4971825,77.7629227,village
Devasthanam,Tamil Nadu,12.6810163,78.5973928,village
Devasyapadi,Tamil Nadu,9.5802923,76.5034492,neighborhood
Devathanam,Tamil Nadu,10.8819829,78.7040278,village
Devegaudanahundi,Tamil Nadu,12.211936,76.8064051,village
Devenahalli,Tamil Nadu,13.2827168,77.7034701,village
Devendra Nagar,Tamil Nadu,12.9787571,80.25546,neighborhood
Devendra Nagar Harijan Street,Tamil Nadu,10.8556474,78.1212741,village
Devendrar Street,Tamil Nadu,11.3863086,78.2503029,village
Deveredpalayam,Tamil Nadu,12.5428579,77.7794975,village
Devi Nagar,Tamil Nadu,8.5298784,76.9721299,neighborhood
Devigere,Tamil Nadu,12.9644128,76.4303542,village
Devihalli,Tamil Nadu,12.9653717,76.2357641,village
Devikottai,Tamil Nadu,11.3729279,79.8062324,village
Devikulam,Tamil Nadu,10.0656229,77.107671,village
Devikulangara,Tamil Nadu,9.147928,76.4961932,neighborhood
Devimangalam,Tamil Nadu,10.96791,78.73586,village
Devipattinam,Tamil Nadu,9.4749165,78.8967566,town
Devipattinam,Tamil Nadu,10.5439285,76.9081293,village
Devipura,Tamil Nadu,12.4363068,77.0088206,village
Devirahalli,Tamil Nadu,12.4248263,77.2766591,village
Devirammanahalli,Tamil Nadu,12.1055092,76.6681241,village
Devirammanahalli Hundi,Tamil Nadu,12.101473,76.6614192,village
Devireddipalle,Tamil Nadu,13.307529,78.6870774,village
Devireddipalle,Tamil Nadu,13.323123,78.7626863,village
Devisettikuppam,Tamil Nadu,12.8486997,78.9251214,village
Devishettihalli,Tamil Nadu,13.3727089,77.718055,village
Deviyagaram,Tamil Nadu,11.9455398,79.2062318,village
Deviyar Colony,Tamil Nadu,10.0330386,76.8616757,neighborhood
Deviyar Lakshamveedu Colony,Tamil Nadu,10.0356129,76.8508185,neighborhood
Dewanampiyatissapura,Tamil Nadu,8.3430942,80.3762662,village
Dewasom Board Junction,Tamil Nadu,8.5177071,76.9568505,neighborhood
Dhalavaipuram,Tamil Nadu,9.3925459,77.4951357,village
Dhalavakulam Bus Stand,Tamil Nadu,9.7504063,76.3985476,bus_stop
