name,type,latitude,longitude,district,state,osm_id
Krishna Jammapuram,village,13.0971243,79.1658847,Ranipet,Tamil Nadu,5527751913
Adilakshmamba Puram,village,13.1249147,79.2013452,Ranipet,Tamil Nadu,5527751917
Naragallu,village,13.1379702,79.2131335,Ranipet,Tamil Nadu,5527751919
Thangal,village,13.1486576,79.2255226,Ranipet,Tamil Nadu,5527751920
Kurchivedu,village,13.1535627,79.209095,Vellore,Tamil Nadu,5527751921
BC Khandriga,village,13.1638163,79.2504141,Vellore,Tamil Nadu,5527751939
Muttamollur,village,13.1584605,79.2700597,Vellore,Tamil Nadu,5527751944
Kothapalle,village,13.298657,79.2486038,Vellore,Tamil Nadu,5532156870
Kothapalli Mitta,village,13.2933716,79.2553673,Ranipet,Tamil Nadu,5532156871
Kondepalle,village,13.2757456,79.2362378,Vellore,Tamil Nadu,5532156872
Padmapuram,village,13.2764646,79.2406428,Vellore,Tamil Nadu,5532156875
Nellipalle,village,13.2863605,79.2237,Vellore,Tamil Nadu,5532156876
Basivireddipalle,village,13.3027633,79.2377206,Vellore,Tamil Nadu,5532156879
Lakshmireddipalle,village,13.2919014,79.236707,Vellore,Tamil Nadu,5532156880
Vezzupalle,village,13.2946827,79.2077599,Vellore,Tamil Nadu,5532156881
Kotturu,village,13.2854016,79.2277638,Vellore,Tamil Nadu,5532156884
Jettigundlapalle,village,13.3147657,79.1787246,Vellore,Tamil Nadu,5532156885
Bukkareddipalle,village,13.307764,79.1876167,Vellore,Tamil Nadu,5532156886
Pulikallu,village,13.3097261,79.1896013,Vellore,Tamil Nadu,5532156889
Chinnamareddi Khandriga,village,13.3238942,79.1493343,Vellore,Tamil Nadu,5532156890
Gollapalle,village,13.3167472,79.135707,Vellore,Tamil Nadu,5532156893
Bandapalle,village,13.3057911,79.1133679,Vellore,Tamil Nadu,5532156900
Chinnabandapalle,village,13.3044283,79.1022679,Vellore,Tamil Nadu,5532156902
Chinnaakligiri,village,13.3183484,79.1106408,Vellore,Tamil Nadu,5532156903
Ellampalle,village,13.3178223,79.1187508,Vellore,Tamil Nadu,5532156905
Lakshmaiahvooru,village,13.302072,79.0696525,Vellore,Tamil Nadu,5532156907
Agarampalle,village,13.276812,79.0428372,Vellore,Tamil Nadu,5532156917
Chigarapalle,village,13.2907468,79.0443034,Vellore,Tamil Nadu,5532156918
Tiruvanampalle,village,13.2857158,79.0404186,Vellore,Tamil Nadu,5532156920
Diguva Thadakara,village,13.2635235,78.9850476,Vellore,Tamil Nadu,5532157221
Mavilavadlapalle,village,13.2764938,78.9906363,Vellore,Tamil Nadu,5532157222
Gollavandlapalle,village,13.26166,78.9935686,Vellore,Tamil Nadu,5532157223
Venkatapuram,village,13.2653909,78.9792042,Vellore,Tamil Nadu,5532157225
Mittapalle,village,13.2605579,78.9972836,Vellore,Tamil Nadu,5532157226
Pallecheruvu,village,13.2770484,78.9869679,Vellore,Tamil Nadu,5532157228
Tavanampalle,village,13.266991,79.0037569,Vellore,Tamil Nadu,5532157229
Tavanampallepeta,village,13.2633438,79.0096878,Vellore,Tamil Nadu,5532157230
Punya Samudram,village,13.2719343,79.0332456,Vellore,Tamil Nadu,5532157234
Dwarakapuram,village,13.2609993,79.0374449,Vellore,Tamil Nadu,5532157236
Yeguvamaredupalle,village,13.257342,79.0306079,Vellore,Tamil Nadu,5532157237
Santapalle,village,13.2637252,79.0389469,Vellore,Tamil Nadu,5532157238
Palpalle,village,13.2641964,79.0507415,Vellore,Tamil Nadu,5532157239
Mallagundlapalli,village,13.2708647,79.0741263,Vellore,Tamil Nadu,5532157240
Bommasamudram,village,13.2856355,79.0532638,Vellore,Tamil Nadu,5532157241
Kanipakapatnam,village,13.2666761,79.0598171,Vellore,Tamil Nadu,5532157243
Muttireta,village,13.279849,79.1163519,Vellore,Tamil Nadu,5532157245
Vengannapalle,village,13.2426732,79.110679,Vellore,Tamil Nadu,5532157246
Doddipalle,village,13.2367606,79.1169779,Vellore,Tamil Nadu,5532157247
Nayanampalle,village,13.2782879,79.1015366,Vellore,Tamil Nadu,5532157249
Kandriga,village,13.2773044,79.0953629,Vellore,Tamil Nadu,5532157251
Cheruvumundaruru,village,13.2936407,79.083166,Vellore,Tamil Nadu,5532157254
Vavilthota,village,13.2853332,79.0947088,Vellore,Tamil Nadu,5532157255
Nochupalle,village,13.2870357,79.1080541,Vellore,Tamil Nadu,5532157256
Venkatapuram,village,13.2849046,79.0807438,Vellore,Tamil Nadu,5532157257
Adivipalle,village,13.2933523,79.124328,Vellore,Tamil Nadu,5532157258
Matampalle,village,13.2916461,79.1361045,Vellore,Tamil Nadu,5532157260
Kotturu,village,13.2545429,79.1238302,Vellore,Tamil Nadu,5532157263
Agraharam,village,13.2486012,79.1287845,Vellore,Tamil Nadu,5532157264
Murakambattu,village,13.2461144,79.1173018,Vellore,Tamil Nadu,5532157265
Eguvadunepalle,village,13.2653499,79.1375028,Vellore,Tamil Nadu,5532157266
Sanyaspalle,village,13.2805559,79.1448129,Vellore,Tamil Nadu,5532157267
Kalvagunta,village,13.2832147,79.1333639,Vellore,Tamil Nadu,5532157269
Lakshmireddipalle,village,13.2419127,79.139878,Vellore,Tamil Nadu,5532157270
Kotturu,village,13.2434408,79.1578483,Vellore,Tamil Nadu,5532157271
Garampalle,village,13.255337,79.150941,Vellore,Tamil Nadu,5532157273
Kotrakona,village,13.2464017,79.1505689,Vellore,Tamil Nadu,5532157274
Akkannaganipalle,village,13.2400174,79.1810106,Vellore,Tamil Nadu,5532157275
Matrinampalle,village,13.2504586,79.1943646,Vellore,Tamil Nadu,5532157276
Gangadharanellore,village,13.2332944,79.1836756,Vellore,Tamil Nadu,5532157277
Ramanayanipalle,village,13.2447714,79.1851226,Vellore,Tamil Nadu,5532157278
Venkatapuram,village,13.2406175,79.1720429,Vellore,Tamil Nadu,5532157279
Kalijavedu,village,13.2498474,79.1631418,Vellore,Tamil Nadu,5532157280
Bammivaripalle,village,13.2498722,79.185322,Vellore,Tamil Nadu,5532157281
Nasampalle,village,13.2508517,79.1778938,Vellore,Tamil Nadu,5532157284
Nandanoor,village,13.2580526,79.1645221,Vellore,Tamil Nadu,5532157285
Popireddipalle,village,13.2668966,79.1859332,Vellore,Tamil Nadu,5532157289
Pedakantipalle,village,13.2690269,79.1690973,Vellore,Tamil Nadu,5532157290
Sathambakam,village,13.2914781,79.1603237,Vellore,Tamil Nadu,5532157295
Rajupalle,village,13.3001859,79.1656352,Vellore,Tamil Nadu,5532157296
Gangupalle,village,13.2882965,79.1556968,Vellore,Tamil Nadu,5532157297
Cheruvandlapalle,village,13.2992813,79.1591592,Vellore,Tamil Nadu,5532157301
Obularajukandriga,village,13.4976074,79.8775625,Unknown,Tamil Nadu,5532793057
Kalattiyur,village,11.2256892,76.9744149,Coimbatore,Tamil Nadu,5533237382
Ragimanumitta,village,12.6889969,78.3793205,Krishnagiri,Tamil Nadu,5535621013
Vanaguttapalli,village,12.6837801,78.3862424,Krishnagiri,Tamil Nadu,5535621014
Mittapalle,village,12.6913276,78.4074452,Krishnagiri,Tamil Nadu,5535621015
Vepur Mittapalli,village,12.6827702,78.4082134,Krishnagiri,Tamil Nadu,5535621016
Avulanagaram,village,12.6831921,78.3996,Krishnagiri,Tamil Nadu,5535621017
Peddaboggupalli,village,12.6760784,78.361699,Krishnagiri,Tamil Nadu,5535621018
Chekkunatham,village,12.6691381,78.375409,Krishnagiri,Tamil Nadu,5535621019
Adavi Budugur,village,12.6564046,78.4319202,Krishnagiri,Tamil Nadu,5535621836
Kota Buduguru,village,12.6459847,78.4493276,Krishnagiri,Tamil Nadu,5535621837
Yanadhipuram,village,12.668715,78.4455481,Krishnagiri,Tamil Nadu,5535621838
Erramannuguntalu,village,12.6408121,78.456169,Krishnagiri,Tamil Nadu,5535621839
Peddur,village,12.8069563,78.5666663,Krishnagiri,Tamil Nadu,5535621867
Arimanipenta,village,12.7816537,78.5712534,Krishnagiri,Tamil Nadu,5535621868
Veeranamala,village,12.7755974,78.5336966,Krishnagiri,Tamil Nadu,5535621869
Gnanambakandriga,village,13.4880025,79.7320481,Unknown,Tamil Nadu,5536387383
Bangarammakandriga,village,13.4946705,79.7137447,Unknown,Tamil Nadu,5536387386
Vaddekandriga,village,13.4989295,79.7205564,Unknown,Tamil Nadu,5536387389
Marapureddikandriga,village,13.4916946,79.7315897,Unknown,Tamil Nadu,5536387390
Betta Halasuru,village,13.1616786,77.6098037,Unknown,Tamil Nadu,5536506428
Panirendampatty,village,10.5252818,78.9294719,Thanjavur,Tamil Nadu,5538071833
Mela Manjakarai,village,10.4521522,79.0074277,Thanjavur,Tamil Nadu,5538141390
Viriyanippatty,village,10.4605083,78.9813673,Thanjavur,Tamil Nadu,5538141391
Puthuvayal,village,10.4613629,78.9861095,Thanjavur,Tamil Nadu,5538141392
Sundaneripatti,village,10.4578074,78.9860344,Thanjavur,Tamil Nadu,5538141393
Keela Pulavankadu,village,10.456668,78.9990377,Thanjavur,Tamil Nadu,5538141394
Poram,village,10.4753102,78.9433926,Thanjavur,Tamil Nadu,5538141398
Mela seethapatty,village,10.4900484,78.9097094,Trichy,Tamil Nadu,5538141399
Kattupatti,village,10.4975015,78.9260602,Trichy,Tamil Nadu,5538141400
Poondi,village,10.43928,78.9789319,Thanjavur,Tamil Nadu,5538240526
Unjinipatty,village,10.4412214,78.9754343,Thanjavur,Tamil Nadu,5538240527
Endavayal,village,9.9433413,79.1308307,Unknown,Tamil Nadu,5538474005
Rarapuram,village,10.3457819,78.7012481,Trichy,Tamil Nadu,5554788260
Peraiyur,village,10.3525366,78.7572527,Trichy,Tamil Nadu,5557250284
Mallangudi,village,10.3393648,78.733735,Trichy,Tamil Nadu,5557250285
Kummangudi,village,10.3432911,78.7191867,Trichy,Tamil Nadu,5557250286
Pilakudipatti,village,10.3434177,78.7521457,Trichy,Tamil Nadu,5557276772
Kadambavayal,village,10.3399981,78.7584114,Trichy,Tamil Nadu,5557276773
Arasandampatti,village,10.3480195,78.766694,Trichy,Tamil Nadu,5557276774
Nachandupatti,village,10.3228569,78.7211984,Trichy,Tamil Nadu,5557316447
Malampatti,village,10.3241974,78.7270939,Trichy,Tamil Nadu,5557316448
Paranikkudippatti,village,10.3344674,78.7238645,Trichy,Tamil Nadu,5557316449
Mettuppatti,village,10.3304354,78.726182,Trichy,Tamil Nadu,5557316450
Kovilpatti,village,10.3257068,78.7472749,Trichy,Tamil Nadu,5557316451
Kottur,village,10.3227725,78.7359666,Trichy,Tamil Nadu,5557316452
Pulampatti,village,10.3182337,78.7027716,Trichy,Tamil Nadu,5557339239
Malayalingapuram,village,10.3215692,78.7140369,Trichy,Tamil Nadu,5557339240
Kopparampatti,village,10.3223503,78.6909055,Trichy,Tamil Nadu,5557339241
Malayakkovil,village,10.3343196,78.7130713,Trichy,Tamil Nadu,5557339242
Maankkurichippatti,village,10.3348685,78.7106681,Trichy,Tamil Nadu,5557339243
Kulamangalam,village,10.3329475,78.6924934,Trichy,Tamil Nadu,5557339244
Poovakkonpati,village,10.3273323,78.6698985,Trichy,Tamil Nadu,5557368259
Poragaraippatti,village,10.3232474,78.6609077,Trichy,Tamil Nadu,5557368260
Melappanaiyur,village,10.3128821,78.6746192,Trichy,Tamil Nadu,5557368261
Vairampatti,village,10.2873051,78.6525392,Sivaganga,Tamil Nadu,5557456673
Athur,village,10.2820691,78.6452436,Sivaganga,Tamil Nadu,5557456674
Kulipirai,village,10.3075885,78.6529952,Trichy,Tamil Nadu,5557456675
Ponnanur,village,10.3158904,78.6957765,Trichy,Tamil Nadu,5557456676
Panaiyapatti,village,10.3218647,78.680048,Trichy,Tamil Nadu,5557456677
Paluvinippatti,village,10.3329475,78.676486,Trichy,Tamil Nadu,5557456678
Melavayal,village,10.2888252,78.6922359,Trichy,Tamil Nadu,5557472388
Virachilai,village,10.2954967,78.7036729,Trichy,Tamil Nadu,5557472389
Piraavayal,village,10.2802111,78.6793613,Sivaganga,Tamil Nadu,5557476950
Sarappatti,village,10.3024636,78.7177706,Trichy,Tamil Nadu,5557496616
Veeranampatti,village,10.2862917,78.6746835,Sivaganga,Tamil Nadu,5557496617
Cholampatti,village,10.2794299,78.6713791,Sivaganga,Tamil Nadu,5557505507
Amminippatti,village,10.3054193,78.7366104,Trichy,Tamil Nadu,5557518448
Lembalakudi,village,10.2992758,78.746717,Trichy,Tamil Nadu,5557518449
Maamarathuppatti,village,10.3095149,78.7456226,Trichy,Tamil Nadu,5557536633
Vannaarappatti,village,10.3103593,78.7356233,Trichy,Tamil Nadu,5557536634
Anemale,village,13.1582372,76.7229981,Unknown,Tamil Nadu,5557610071
Arisinadahalli,village,13.1632217,76.6917333,Unknown,Tamil Nadu,5557610097
Doddaghatta,village,13.1679176,76.6021367,Unknown,Tamil Nadu,5557610167
Paraiyampatti,village,10.2745105,78.7406873,Unknown,Tamil Nadu,5559853287
Nalluppatti,village,10.2766219,78.732748,Unknown,Tamil Nadu,5559853288
Pappanpatti,village,10.2847293,78.7414598,Trichy,Tamil Nadu,5559853289
Ponkkudippatti,village,10.2895008,78.7458801,Trichy,Tamil Nadu,5559853290
Kappathanpatti,village,10.3042159,78.7683034,Trichy,Tamil Nadu,5559853291
Pillaipatti,village,10.2982624,78.7627888,Trichy,Tamil Nadu,5559853292
Nallankalaidippatti,village,10.3143493,78.753283,Trichy,Tamil Nadu,5559853293
Koththamuthuppatti,village,10.3056937,78.7630248,Trichy,Tamil Nadu,5559853294
Nagarathuppatti,village,10.310106,78.7622308,Trichy,Tamil Nadu,5559853295
Kottaiyur,village,10.257577,78.79004,Unknown,Tamil Nadu,5559874023
Sokkanathapatti,village,10.2759885,78.7806844,Unknown,Tamil Nadu,5559947075
Ennapatti,village,10.2847715,78.7624454,Trichy,Tamil Nadu,5559964163
Pilivalam,village,10.2808867,78.770535,Unknown,Tamil Nadu,5559964165
Neikonam,village,10.2822855,78.7055612,Sivaganga,Tamil Nadu,5560104621
Kannanoor,village,10.2610398,78.6823654,Sivaganga,Tamil Nadu,5560150664
Rangiyam,village,10.2484447,78.6604357,Sivaganga,Tamil Nadu,5560259125
Kuruvikondanpatti,village,10.2298732,78.6515522,Sivaganga,Tamil Nadu,5560289037
Thiruvasapuram,village,10.2369261,78.6895752,Sivaganga,Tamil Nadu,5560295991
Kavaraipettai,village,13.363305,80.1392999,Chennai,Tamil Nadu,5566154307
Elavur,village,13.4634918,80.1126462,Chennai,Tamil Nadu,5566183486
Melur,village,10.2427329,78.7329411,Sivaganga,Tamil Nadu,5567648729
Perendurai,village,10.257957,78.7209034,Sivaganga,Tamil Nadu,5567648736
Alavayal,village,10.2429547,78.7390244,Sivaganga,Tamil Nadu,5567766499
Elanjavur,village,10.2456258,78.773582,Unknown,Tamil Nadu,5569314949
Kamblichungam,village,10.7190577,76.7735034,Coimbatore,Tamil Nadu,5574035075
Polpulli,village,10.729029,76.7338519,Coimbatore,Tamil Nadu,5574035076
Vanniulandanvayal,village,10.2180477,78.772273,Sivaganga,Tamil Nadu,5574048566
Unaiyur,village,10.2139932,78.7780237,Sivaganga,Tamil Nadu,5574048567
Thulaiyanur,village,10.2214687,78.7008619,Sivaganga,Tamil Nadu,5574135945
Kunnathupatti,village,10.2258083,78.7155711,Sivaganga,Tamil Nadu,5574135946
Kodumbu,village,10.7426455,76.6943989,Coimbatore,Tamil Nadu,5574198494
Adugapatti,village,10.2201172,78.687129,Sivaganga,Tamil Nadu,5574244820
Meyyapuram,village,10.1936432,78.6929557,Sivaganga,Tamil Nadu,5574328557
Pillamangalam Alagapuri,village,10.1814282,78.6673879,Sivaganga,Tamil Nadu,5574328893
Pillamangalam,village,10.1859478,78.6762285,Sivaganga,Tamil Nadu,5574328894
Sirathakudi,village,10.1741787,78.6912596,Sivaganga,Tamil Nadu,5574507225
Manjinipatti,village,10.149409,78.6874723,Sivaganga,Tamil Nadu,5574507227
Neivasal,village,10.1647431,78.6786317,Sivaganga,Tamil Nadu,5574507232
Vengalur,village,10.1907207,78.7146806,Sivaganga,Tamil Nadu,5574510743
Adhanur,village,10.1831969,78.7496138,Sivaganga,Tamil Nadu,5574643382
Konapet,village,10.1782179,78.7251305,Sivaganga,Tamil Nadu,5574643384
Aranmanaipatti,village,10.1894113,78.7629175,Sivaganga,Tamil Nadu,5574679285
Thekkattur,village,10.2997508,78.7883341,Trichy,Tamil Nadu,5585021362
Velambommanpatti,village,10.4342019,78.078807,Dindigul,Tamil Nadu,5585521430
Chettiapatti,village,10.3969154,78.0312408,Dindigul,Tamil Nadu,5585521432
Vadamadurai,village,10.4409616,78.1008154,Dindigul,Tamil Nadu,5585525918
Thamaraipadi,village,10.4050637,78.0359302,Dindigul,Tamil Nadu,5585526147
Nadukandanoor,village,10.4550067,78.1311847,Dindigul,Tamil Nadu,5585526332
Morepatty,village,10.4705796,78.1187525,Dindigul,Tamil Nadu,5585526421
Rajakapatti,village,10.3777158,77.9690871,Dindigul,Tamil Nadu,5585526423
Sirumalai Palayur,village,10.2422756,78.0035179,Dindigul,Tamil Nadu,5586066321
Perungudi,village,10.299508,78.8289428,Trichy,Tamil Nadu,5588778878
Valayampatti,village,10.3186348,78.8117551,Trichy,Tamil Nadu,5588778879
Kadaiyakkudi,village,10.3292955,78.8283419,Trichy,Tamil Nadu,5588911756
Vanniyampatti,village,10.3123016,78.8496923,Trichy,Tamil Nadu,5588938444
Munasanthai,village,10.3003921,78.8147257,Trichy,Tamil Nadu,5588972824
Poovampatti,village,10.2962568,78.8249301,Trichy,Tamil Nadu,5594952858
Sirayampatti Chattram,village,10.2733704,78.8845396,Unknown,Tamil Nadu,5595065109
Onangudi,village,10.2834942,78.8714289,Unknown,Tamil Nadu,5595065112
Mirattunilai,village,10.2893741,78.8597345,Unknown,Tamil Nadu,5595069705
Rayavaram,village,10.2485925,78.8113582,Unknown,Tamil Nadu,5595192882
Sengirai,village,10.2575981,78.8245117,Unknown,Tamil Nadu,5595192883
Rayaregunathasamudram,village,10.2665611,78.8238358,Unknown,Tamil Nadu,5595194281
Ayingudi,village,10.2385309,78.8193941,Unknown,Tamil Nadu,5595232965
Bandakadepalle,village,13.4784018,79.037549,Unknown,Tamil Nadu,5597158457
Nallanivaripalle,village,13.469991,79.049532,Unknown,Tamil Nadu,5597158458
Pattipativaripalle,village,13.4715227,79.0449183,Unknown,Tamil Nadu,5597158459
Moulapeta,village,13.4800934,79.0476504,Unknown,Tamil Nadu,5597158460
Mogarala,village,13.499392,79.0678904,Unknown,Tamil Nadu,5597158462
Jangalapalle,village,13.4975412,79.0808809,Unknown,Tamil Nadu,5597158470
Neladanipalle,village,13.4767251,79.0859464,Unknown,Tamil Nadu,5597158476
Kottapalle,village,13.4723726,79.1188885,Unknown,Tamil Nadu,5597158478
Peddagarapadu,village,13.4688698,79.1125446,Vellore,Tamil Nadu,5597158479
Yippokalva,village,13.4823672,79.1226555,Unknown,Tamil Nadu,5597158480
Gudarlabanda,village,13.4845384,79.1050415,Unknown,Tamil Nadu,5597158481
Kottavaddipalle,village,13.477707,79.1062506,Unknown,Tamil Nadu,5597158482
Pedda Ramapuram,village,13.4866362,79.1249315,Unknown,Tamil Nadu,5597158483
Yenummulavaripalle,village,13.492069,79.1221564,Unknown,Tamil Nadu,5597158484
Maddinayanipalle,village,13.4973041,79.1272292,Unknown,Tamil Nadu,5597158485
Danojivaripalle,village,13.4991751,79.1508845,Unknown,Tamil Nadu,5597158486
Kunapalle,village,13.4984791,79.1378947,Unknown,Tamil Nadu,5597158489
Guntagadanki,village,13.4673619,79.1749434,Vellore,Tamil Nadu,5597158490
Pakalavaripalle,village,13.4804592,79.1924458,Unknown,Tamil Nadu,5597158492
Panapakam,village,13.4967975,79.2092542,Unknown,Tamil Nadu,5597158498
Bilamakulakandrika,village,13.4921209,79.3035986,Unknown,Tamil Nadu,5597171165
Gokulapuram,village,13.4850009,79.2769059,Unknown,Tamil Nadu,5597171166
Anupalle,village,13.4903102,79.2900512,Unknown,Tamil Nadu,5597171167
Nemallaguntapalle,village,13.4921572,79.2943967,Unknown,Tamil Nadu,5597171169
Kunepalle,village,13.4902117,79.3019259,Unknown,Tamil Nadu,5597171170
Nutuguntapalle,village,13.4971293,79.3011133,Unknown,Tamil Nadu,5597171172
Rekalacheru,village,13.4919629,79.2852765,Unknown,Tamil Nadu,5597171173
Kotta Yepakuppam,village,13.4950811,79.3151474,Unknown,Tamil Nadu,5597171174
Yepakuppam,village,13.4952639,79.3243328,Unknown,Tamil Nadu,5597171176
Chittatturu,village,13.4991498,79.3694839,Unknown,Tamil Nadu,5597171180
Niluvarallakammapalle,village,13.4995307,79.3487531,Unknown,Tamil Nadu,5597171181
Kalepalle,village,13.4995726,79.3594776,Unknown,Tamil Nadu,5597171182
Pullamanayudukondriga,village,13.4970053,79.3406692,Unknown,Tamil Nadu,5597171185
Diguvagulur,village,13.4753331,79.5278955,Unknown,Tamil Nadu,5597171214
Sri Bommaraju Puram,village,13.4799304,79.5171193,Unknown,Tamil Nadu,5597171215
Pittapalem,village,13.478747,79.5482882,Unknown,Tamil Nadu,5597171221
Timmarajukandriga,village,13.4832514,79.5427852,Unknown,Tamil Nadu,5597171222
Kasamkuppam,village,13.475,79.532,Unknown,Tamil Nadu,5597171223
Venugopalpuram,village,13.4879132,79.5475048,Unknown,Tamil Nadu,5597171224
Taduku,village,13.4818547,79.5361104,Unknown,Tamil Nadu,5597171225
Ramakrishnapuram,village,13.4719495,79.5499935,Unknown,Tamil Nadu,5597171226
Kondalcheruvu,village,13.455919,79.5575199,Villupuram,Tamil Nadu,5597171227
Mittapallur,village,13.4680749,79.5489083,Unknown,Tamil Nadu,5597171228
Pallur,village,13.4642918,79.5485792,Unknown,Tamil Nadu,5597171229
Maharajulungari Agraharam,village,13.4675558,79.5565914,Unknown,Tamil Nadu,5597171230
Maharajulungari Agraharam,village,13.4642749,79.544646,Unknown,Tamil Nadu,5597171231
Mahalakshmipuram,village,13.4602213,79.5497477,Unknown,Tamil Nadu,5597171232
Bojjinattam,village,13.4504998,79.5394544,Villupuram,Tamil Nadu,5597171233
Rachapalem,village,13.4542124,79.5442354,Villupuram,Tamil Nadu,5597171234
Pattigutla,village,13.4713469,79.5356601,Unknown,Tamil Nadu,5597171235
Isalapuram,village,13.4588389,79.5371346,Unknown,Tamil Nadu,5597171236
Ontimitta,village,13.464016,79.5365535,Unknown,Tamil Nadu,5597171237
Keelappanaiyur,village,10.231098,78.887372,Unknown,Tamil Nadu,5598800047
Kannankarakudi,village,10.2196527,78.7962198,Sivaganga,Tamil Nadu,5598859703
Panangudi,village,10.2216377,78.7886667,Sivaganga,Tamil Nadu,5598859704
Aanaivaari,village,10.210873,78.828181,Unknown,Tamil Nadu,5598948723
K.Chettypatti,village,10.2170763,78.8192653,Unknown,Tamil Nadu,5598948724
Ramachandrapuram (Kadiyapatti),village,10.2351734,78.7888598,Unknown,Tamil Nadu,5598948729
Ramachandramaharajapuram,village,10.1695586,78.8185572,Sivaganga,Tamil Nadu,5598974277
Nedungudi,village,10.1849499,78.8239538,Sivaganga,Tamil Nadu,5598974289
Melnilaippatti (Melanilaivayal),village,10.1919879,78.8539365,Sivaganga,Tamil Nadu,5599054922
Kummangudi,village,10.1929594,78.8987445,Sivaganga,Tamil Nadu,5599082157
Thuraiyur,village,10.1977507,78.9207628,Sivaganga,Tamil Nadu,5599127136
Thenippatti,village,10.1818716,78.9244509,Sivaganga,Tamil Nadu,5599230519
Paappampatti,village,10.178936,78.9162218,Sivaganga,Tamil Nadu,5599230520
Kaayaampatti,village,10.1764016,78.9069199,Sivaganga,Tamil Nadu,5599230821
Pudunilaippatti (Pudunilavayal),village,10.1775104,78.8559579,Sivaganga,Tamil Nadu,5604091979
K.Rayapuram,village,10.1544373,78.8629571,Sivaganga,Tamil Nadu,5604151256
Kallur,village,10.1511304,78.8480294,Sivaganga,Tamil Nadu,5604271151
Chittampatti,village,10.1491079,78.9178956,Sivaganga,Tamil Nadu,5605235129
Anikini,village,10.1452268,78.9173698,Sivaganga,Tamil Nadu,5605235145
Velaavayal,village,10.1698648,78.925277,Sivaganga,Tamil Nadu,5605235171
Valarmanickam,village,10.1288514,78.9253816,Sivaganga,Tamil Nadu,5605389747
Edayanvayal,village,10.1369045,78.9452863,Sivaganga,Tamil Nadu,5605485827
Kurichi,village,10.1316978,78.9466702,Sivaganga,Tamil Nadu,5615396269
Oliamangalam,village,10.4187465,78.5385883,Trichy,Tamil Nadu,5622364309
Surapatti,village,10.4347218,78.5708284,Trichy,Tamil Nadu,5622450340
Usilampatti,village,10.4178813,78.5690689,Trichy,Tamil Nadu,5622450341
Vadakkirapatti,village,10.4374757,78.5692298,Trichy,Tamil Nadu,5622464581
Melathaniyam,village,10.4131329,78.5808706,Trichy,Tamil Nadu,5622536616
Kalanivoipatti,village,10.4147421,78.61288,Trichy,Tamil Nadu,5622691978
Keelathanian,village,10.3990138,78.6047315,Trichy,Tamil Nadu,5622691980
Karanapatti,village,10.4006179,78.6300944,Trichy,Tamil Nadu,5622736770
Seranur,village,10.4049021,78.6588907,Trichy,Tamil Nadu,5622800927
Nallur,village,10.3735599,78.6591911,Trichy,Tamil Nadu,5629359318
Nerinjikudi,village,10.3748157,78.634901,Trichy,Tamil Nadu,5630966606
Vellagudi,village,10.3651593,78.6235713,Trichy,Tamil Nadu,5631026016
Karaiyur,village,10.3706893,78.6040449,Trichy,Tamil Nadu,5631175107
Vellayakavadampatti,village,10.4071392,78.5550999,Trichy,Tamil Nadu,5633252516
Avampatti,village,10.4051026,78.566612,Trichy,Tamil Nadu,5633252517
Mullipatti,village,10.3961013,78.5746479,Trichy,Tamil Nadu,5633252519
Maravamadurai,village,10.3729663,78.5515514,Trichy,Tamil Nadu,5633327643
Kallampattii,village,10.3568005,78.5141372,Trichy,Tamil Nadu,5633430315
Nagarappatti,village,10.3642727,78.5210466,Trichy,Tamil Nadu,5633430316
Konnaiyampati,village,10.3814538,78.5722661,Trichy,Tamil Nadu,5633430317
Ammankurichi,village,10.3408002,78.5323333,Trichy,Tamil Nadu,5633477476
Edayathur,village,10.3616237,78.5729313,Trichy,Tamil Nadu,5633497578
Manava Nagar,village,10.7766309,76.3610086,Unknown,Tamil Nadu,5642918576
Arasamalai,village,10.3490115,78.6375618,Trichy,Tamil Nadu,5646094164
Sathanur,village,10.3562095,78.6149883,Trichy,Tamil Nadu,5646094165
Thenur,village,10.3327786,78.571558,Trichy,Tamil Nadu,5646094169
Semmalapatti,village,10.3362828,78.5530185,Trichy,Tamil Nadu,5646094170
Gudalur,village,10.3468373,78.6818504,Trichy,Tamil Nadu,5646128625
Neiveli,village,10.3468374,78.6547708,Trichy,Tamil Nadu,5646128626
Chithur,village,10.3714492,78.6934804,Trichy,Tamil Nadu,5646133701
Valakurichi,village,10.3373805,78.653655,Trichy,Tamil Nadu,5646141147
Abbanakuppe,village,12.7705892,77.4077475,Unknown,Tamil Nadu,5646151242
Kumbalagodu,village,12.8786167,77.4467629,Unknown,Tamil Nadu,5646151243
Mathiyani,village,10.3226036,78.6089372,Trichy,Tamil Nadu,5646159059
Sundaram,village,10.3120905,78.6186361,Trichy,Tamil Nadu,5646159061
Kovanur,village,10.3152043,78.6381304,Trichy,Tamil Nadu,5646159062
Sembuthi,village,10.3156371,78.588767,Trichy,Tamil Nadu,5646166403
Nathupatti,village,10.3180437,78.561607,Sivaganga,Tamil Nadu,5646228112
Koppanapatti,village,10.3150354,78.5766595,Trichy,Tamil Nadu,5646228113
Konnaipatti,village,10.3126024,78.5848832,Trichy,Tamil Nadu,5646228115
Konnaiyur,village,10.3068971,78.5683393,Sivaganga,Tamil Nadu,5646228116
Kandianatham,village,10.3184237,78.5326981,Sivaganga,Tamil Nadu,5646263957
