name,type,latitude,longitude,district,state,osm_id
Sugganahalli,village,12.7997421,77.319629,Unknown,Tamil Nadu,3298076528
Bairashettihalli,village,13.157239,77.4030073,Unknown,Tamil Nadu,3303064936
Ballagere,village,13.2459327,77.3605626,Unknown,Tamil Nadu,3303064937
Baradi,village,13.1763046,77.3671601,Unknown,Tamil Nadu,3303064938
Byata,village,13.192668,77.4851509,Unknown,Tamil Nadu,3303064940
Chikkanahalli,village,13.1823183,77.3835904,Unknown,Tamil Nadu,3303064941
Gollahalli,village,13.1482222,77.4178307,Unknown,Tamil Nadu,3303064942
Hyadalu,village,13.1384862,77.4106624,Unknown,Tamil Nadu,3303064943
Kalalughatta,village,13.195175,77.3226363,Unknown,Tamil Nadu,3303064944
Puttayyana Agrahara,village,13.2591249,77.4239013,Unknown,Tamil Nadu,3303064945
Kasaghatta,village,13.2682403,77.3886746,Unknown,Tamil Nadu,3303064946
Manchenahalli,village,13.0357205,77.3580474,Unknown,Tamil Nadu,3303064947
Mandigere,village,13.1534755,77.3664127,Unknown,Tamil Nadu,3303064948
Mantanakurchi,village,13.0440426,77.3845428,Unknown,Tamil Nadu,3303064949
Satanuru,village,13.1323718,77.6468592,Unknown,Tamil Nadu,3303787619
Bellahalli,village,13.0997677,77.6427148,Unknown,Tamil Nadu,3303787621
Kempapura,village,13.1311691,77.8020446,Unknown,Tamil Nadu,3309239706
Sadappanahalli,village,13.160804,77.7973268,Unknown,Tamil Nadu,3309239707
Satyavara,village,13.1444255,77.7979319,Unknown,Tamil Nadu,3309239708
Shankanipura,village,13.1049101,77.7711674,Unknown,Tamil Nadu,3309239709
Timmasandra,village,13.1242557,77.7698953,Unknown,Tamil Nadu,3309239710
Chimanahalli,village,13.3882377,78.1161395,Unknown,Tamil Nadu,3310315661
Kiruvara,village,13.3786315,78.1350141,Unknown,Tamil Nadu,3310315662
Ulavadi,village,13.3998532,78.0860961,Unknown,Tamil Nadu,3310315663
Ajjapalli,village,12.967974,78.2279933,Krishnagiri,Tamil Nadu,3316175217
Budikote,village,12.9064764,78.1268618,Krishnagiri,Tamil Nadu,3316175219
Debbanahalli,village,12.9328566,78.1374573,Krishnagiri,Tamil Nadu,3316175220
Doddachinnahalli,village,12.9590854,78.2282759,Krishnagiri,Tamil Nadu,3316175221
Doddavalagamadi,village,12.947749,78.2244905,Krishnagiri,Tamil Nadu,3316175222
Hanumantapura,village,12.9684523,78.1786019,Krishnagiri,Tamil Nadu,3316175224
Hunasanahalli,village,12.9844098,78.1705568,Krishnagiri,Tamil Nadu,3316175225
Janugutta,village,12.8756868,78.2080793,Krishnagiri,Tamil Nadu,3316175226
Junjanahalli,village,12.9358158,78.1325875,Krishnagiri,Tamil Nadu,3316175227
Kamasamudra,village,12.877396,78.1990061,Krishnagiri,Tamil Nadu,3316175228
Kanumanahalli,village,12.9240896,78.1187723,Krishnagiri,Tamil Nadu,3316175229
Kilukoppa,village,12.9666915,78.1928236,Krishnagiri,Tamil Nadu,3316175230
Kongarahalli,village,12.8590931,78.2083943,Krishnagiri,Tamil Nadu,3316175231
Doddavallabhi,village,13.1670229,77.9902069,Unknown,Tamil Nadu,3318195542
Kyalanuru,village,13.2573663,77.9825932,Unknown,Tamil Nadu,3318195543
Nidaghatta,village,13.0942357,77.8703675,Unknown,Tamil Nadu,3318195544
Bhaktarahalli,village,13.4399916,77.9585189,Unknown,Tamil Nadu,3320366233
Bommekallu,village,13.3806296,77.9764556,Unknown,Tamil Nadu,3320366234
Buragamakalahalli,village,13.378578,77.9668532,Unknown,Tamil Nadu,3320366235
Chikkadasenahalli,village,13.4230685,77.936883,Unknown,Tamil Nadu,3320366236
Devaramalluru,village,13.4128061,77.9081305,Unknown,Tamil Nadu,3320366237
Doddadasenahalli,village,13.4221034,77.9479172,Unknown,Tamil Nadu,3320366238
Dogaranayakanahalli,village,13.438497,77.9097666,Unknown,Tamil Nadu,3320366239
Donahalli,village,13.4404526,77.949929,Unknown,Tamil Nadu,3320366240
Guttahalli,village,13.376132,77.9801311,Unknown,Tamil Nadu,3320366241
Gyaradi,village,13.4108073,77.9737559,Unknown,Tamil Nadu,3320366242
Hujaguru,village,13.3679623,77.9179534,Unknown,Tamil Nadu,3320366243
Husenpura,village,13.4331365,77.9949989,Unknown,Tamil Nadu,3320366244
Kattariguppe,village,13.4292922,77.9818214,Unknown,Tamil Nadu,3320366245
Kottanuru,village,13.3914535,77.9263308,Unknown,Tamil Nadu,3320366246
Kundalagurki,village,13.4503938,77.9462993,Unknown,Tamil Nadu,3320366247
Kuttandahalli,village,13.4298772,77.9035208,Unknown,Tamil Nadu,3320366248
Mailapura,village,13.3673087,78.009009,Unknown,Tamil Nadu,3320366249
Marappanahalli,village,13.4236052,77.9224512,Unknown,Tamil Nadu,3320366250
Ullappanahalli,village,13.4333448,77.9649695,Unknown,Tamil Nadu,3320366251
Varahunasenahalli,village,13.4358378,77.9225739,Unknown,Tamil Nadu,3320366252
Anakal,village,13.4887556,78.032286,Unknown,Tamil Nadu,3321082742
Bukkanahalli,village,13.4227567,78.0631629,Unknown,Tamil Nadu,3321082743
Chokkareddihalli,village,13.4221452,78.0734079,Unknown,Tamil Nadu,3321082744
Jaladenahalli,village,13.4974612,78.0161585,Unknown,Tamil Nadu,3321082745
Kotturu,village,13.4518927,78.0582948,Unknown,Tamil Nadu,3321082746
Marimakalahalli,village,13.4307351,78.0660549,Unknown,Tamil Nadu,3321082747
Mohamadpura,village,13.427007,78.0125513,Unknown,Tamil Nadu,3321082748
Taila,village,11.9827487,76.0259994,Unknown,Tamil Nadu,3325663933
Hugya,village,11.8300828,77.4503879,Unknown,Tamil Nadu,3327437565
Porsigaundan Palya,village,11.8934084,77.2877374,Unknown,Tamil Nadu,3327437566
Bommasandra,village,12.4412514,77.5527461,Unknown,Tamil Nadu,3328129608
Chikkakabballi,village,12.4532767,77.5100291,Unknown,Tamil Nadu,3328129609
Erangere,village,12.4301847,77.5413541,Unknown,Tamil Nadu,3328129610
Gattigunda,village,12.4587286,77.5992853,Unknown,Tamil Nadu,3328129611
Hanakadaburu,village,12.4004124,77.5472616,Unknown,Tamil Nadu,3328129612
Herandyapanahalli,village,12.47265,77.5267314,Unknown,Tamil Nadu,3328129613
Kolagondanahalli,village,12.4607683,77.6095243,Unknown,Tamil Nadu,3328129614
Mallapura,village,12.4131079,77.5147206,Unknown,Tamil Nadu,3328129615
Yakkuli,village,12.4568891,77.5248876,Unknown,Tamil Nadu,3328129616
Ahanya,village,12.8580947,77.9546952,Krishnagiri,Tamil Nadu,3329620991
Bagalur,village,12.8310442,77.865842,Krishnagiri,Tamil Nadu,3329620992
Bantahalli,village,12.8353233,77.9293424,Krishnagiri,Tamil Nadu,3329624093
Dadinayakanadoddi,village,12.8603502,77.9426601,Krishnagiri,Tamil Nadu,3329624094
Padavanahalli,village,12.8714709,77.9508491,Krishnagiri,Tamil Nadu,3329624095
Shanamangalam,village,12.823236,77.930387,Krishnagiri,Tamil Nadu,3329624096
Mannanthala,village,8.5606753,76.9433771,Unknown,Tamil Nadu,3330084098
Anikarahalli,village,12.8140161,77.9984975,Krishnagiri,Tamil Nadu,3330574199
Chavaramangala,village,12.8454242,77.9861339,Krishnagiri,Tamil Nadu,3330574200
Hale Haromakanahalli,village,12.8774581,78.0536828,Krishnagiri,Tamil Nadu,3330574201
Kuppuru,village,12.894596,78.0273801,Krishnagiri,Tamil Nadu,3330574202
Natuvarahalli,village,12.8961783,78.0170417,Krishnagiri,Tamil Nadu,3330574203
Pichhaguntrahalli,village,12.8728173,78.0129491,Krishnagiri,Tamil Nadu,3330574204
Rayasandra,village,12.8922828,78.0517535,Krishnagiri,Tamil Nadu,3330574205
Shyamashettihalli,village,12.8474089,78.0015738,Krishnagiri,Tamil Nadu,3330574206
Suggondahalli,village,12.8310724,77.9893127,Krishnagiri,Tamil Nadu,3330574207
Trunasi,village,12.8480316,78.0188924,Krishnagiri,Tamil Nadu,3330574208
Varadapura,village,12.8940983,78.0047983,Krishnagiri,Tamil Nadu,3330574209
Ankatattahalli,village,13.0235616,78.3299808,Unknown,Tamil Nadu,3331674041
Annasagara,village,12.9941779,78.4143823,Unknown,Tamil Nadu,3331674042
Billerahalli,village,12.9787487,78.3572609,Krishnagiri,Tamil Nadu,3331674043
Byatarayanahalli,village,12.9966407,78.3326357,Unknown,Tamil Nadu,3331674044
Chinnaganahalli,village,12.9819744,78.2878408,Krishnagiri,Tamil Nadu,3331674045
Dalavayi Hosahalli,village,12.9537748,78.4142246,Krishnagiri,Tamil Nadu,3331674046
Doddagandlahalli,village,12.9185061,78.393875,Krishnagiri,Tamil Nadu,3331674047
Doddakari,village,13.000703,78.3471513,Unknown,Tamil Nadu,3331674048
Gollaguruvenahalli,village,12.975218,78.3903939,Krishnagiri,Tamil Nadu,3331674049
Kadaripura,village,12.9804733,78.4133826,Unknown,Tamil Nadu,3331674050
Kannuru,village,12.9697029,78.3702576,Krishnagiri,Tamil Nadu,3331674051
Kuluru,village,12.993784,78.3661334,Unknown,Tamil Nadu,3331674052
Kesamballi,village,12.9558464,78.3478016,Krishnagiri,Tamil Nadu,3331674053
Lakkenahalli,village,12.882854,78.2227283,Krishnagiri,Tamil Nadu,3331674054
Madamangala,village,12.892359,78.289438,Krishnagiri,Tamil Nadu,3331674055
Madivala,village,12.9479065,78.3450393,Krishnagiri,Tamil Nadu,3331674056
Majara Kotturu,village,12.9489545,78.373613,Krishnagiri,Tamil Nadu,3331674057
Mallahalli,village,12.9802317,78.4234695,Unknown,Tamil Nadu,3331674058
Motakapalli,village,12.9662847,78.41765,Unknown,Tamil Nadu,3331674059
Papenahalli,village,12.9807422,78.4047911,Unknown,Tamil Nadu,3331674060
Peddapalli,village,12.9777737,78.2709092,Krishnagiri,Tamil Nadu,3331674061
Putarajanahalli,village,12.9927518,78.3390358,Krishnagiri,Tamil Nadu,3331674062
Ramasagara,village,12.9793173,78.3910411,Unknown,Tamil Nadu,3331674063
Arimanahalli,village,12.8565997,78.2276901,Krishnagiri,Tamil Nadu,3331674064
Gopenahalli,village,12.9924262,78.4008629,Unknown,Tamil Nadu,3331674065
Sitampalli,village,12.9954333,78.4256585,Unknown,Tamil Nadu,3331674066
Tallapalli,village,13.0149963,78.4114607,Unknown,Tamil Nadu,3331674067
Tatireddihalli,village,12.9701962,78.4009226,Krishnagiri,Tamil Nadu,3331674068
Tongalakuppa,village,12.9680917,78.4295714,Unknown,Tamil Nadu,3331674069
Urigam,village,12.9687894,78.2727503,Krishnagiri,Tamil Nadu,3331674070
Vengasandra,village,13.0002022,78.4127801,Unknown,Tamil Nadu,3331674071
Virasandra,village,12.9778788,78.3647659,Krishnagiri,Tamil Nadu,3331674072
Yarranaganahalli,village,12.9773539,78.2809381,Krishnagiri,Tamil Nadu,3331674073
Appenahalli,village,12.8983286,78.2234368,Krishnagiri,Tamil Nadu,3332104025
Araleri,village,12.9852984,77.985934,Unknown,Tamil Nadu,3332104026
Balamande,village,12.8516063,78.1653908,Krishnagiri,Tamil Nadu,3332104027
Bommaganahalli,village,12.8461804,78.1695102,Krishnagiri,Tamil Nadu,3332104029
Chamanahalli,village,12.8286995,78.1912133,Krishnagiri,Tamil Nadu,3332104030
Channakallu,village,12.9764501,77.9459472,Unknown,Tamil Nadu,3332104031
Dinnuru,village,12.830309,78.1421039,Krishnagiri,Tamil Nadu,3332104032
Doddamale,village,12.9767246,78.0363754,Krishnagiri,Tamil Nadu,3332104033
Doddaponnandahalli,village,12.7978836,78.1789458,Krishnagiri,Tamil Nadu,3332104034
Gullahalli,village,12.8648037,78.1130001,Krishnagiri,Tamil Nadu,3332104035
Buvanahalli,village,12.8169679,78.2258677,Krishnagiri,Tamil Nadu,3332104036
Huladenahalli,village,12.9523026,78.0370254,Krishnagiri,Tamil Nadu,3332104037
Kalavanchi,village,12.8250342,78.2042669,Krishnagiri,Tamil Nadu,3332104038
Kempapura,village,12.8673337,78.3059062,Krishnagiri,Tamil Nadu,3332104039
Ketaganahalli,village,12.8988165,78.2161819,Krishnagiri,Tamil Nadu,3332104040
Kotaramagulla,village,12.8772162,78.1414461,Krishnagiri,Tamil Nadu,3332104041
Kudiyanuru,village,12.9435094,77.9588679,Unknown,Tamil Nadu,3332104042
Marandahalli,village,12.8948562,78.1149651,Krishnagiri,Tamil Nadu,3332104043
Muganahalli,village,12.9038222,78.2089777,Krishnagiri,Tamil Nadu,3332104044
Mushtrahalli,village,12.8179843,78.2365969,Krishnagiri,Tamil Nadu,3332104045
Mutanuru,village,12.8383015,78.1113464,Krishnagiri,Tamil Nadu,3332104046
Naganahalli,village,12.8679458,78.1355187,Krishnagiri,Tamil Nadu,3332104047
Palamadagu,village,12.8352174,78.1472449,Krishnagiri,Tamil Nadu,3332104049
Pura,village,12.8548559,78.1392598,Krishnagiri,Tamil Nadu,3332104050
Santehalli,village,12.9554177,77.9751085,Unknown,Tamil Nadu,3332104051
Sitahalli,village,12.9597645,78.0595539,Krishnagiri,Tamil Nadu,3332104052
Sonnappanahatti,village,12.9516676,77.9445931,Unknown,Tamil Nadu,3332104053
Donimadagu,village,12.8102743,78.2263508,Krishnagiri,Tamil Nadu,3332104054
Tamatamakanahalli,village,12.7910272,78.1360807,Krishnagiri,Tamil Nadu,3332104055
Tavarekere,village,12.8949057,78.2277071,Krishnagiri,Tamil Nadu,3332104056
Toppanahalli,village,12.824717,78.1984897,Krishnagiri,Tamil Nadu,3332104057
Yaluvaguli,village,12.9828793,78.0492921,Krishnagiri,Tamil Nadu,3332104058
Adigondanahalli,village,12.8141478,77.7518992,Unknown,Tamil Nadu,3335797562
Byagadadenahalli,village,12.7426294,77.7014816,Unknown,Tamil Nadu,3335797563
Guddahatti,village,12.8037087,77.7423358,Unknown,Tamil Nadu,3335797565
Ichchanguru,village,12.7715085,77.7424516,Unknown,Tamil Nadu,3335797566
Karpuru,village,12.7266854,77.7195814,Unknown,Tamil Nadu,3335797570
Kittaganahalli,village,12.8020888,77.6933342,Unknown,Tamil Nadu,3335797571
Muttanalluru,village,12.8322603,77.7353419,Unknown,Tamil Nadu,3335797572
Narayanaghatta,village,12.8364852,77.7260023,Unknown,Tamil Nadu,3335797573
Neraluru,village,12.795645,77.7286408,Unknown,Tamil Nadu,3335797574
Ramasagara,village,12.8203279,77.7186392,Unknown,Tamil Nadu,3335797575
Singena Agrahara,village,12.8382967,77.7150364,Unknown,Tamil Nadu,3335797576
Tirumagondahalli,village,12.7916466,77.7201866,Unknown,Tamil Nadu,3335797578
Vanakanahalli,village,12.6720709,77.694284,Unknown,Tamil Nadu,3335797579
Devarahalli,village,12.5960874,77.5216642,Unknown,Tamil Nadu,3335961961
Yalachavadi,village,12.6057246,77.5600206,Unknown,Tamil Nadu,3335961962
Avaremala Rampura,village,12.656766,77.5136527,Unknown,Tamil Nadu,3336285908
Goduru,village,12.6590833,77.5357661,Unknown,Tamil Nadu,3336285909
Gottigehalli,village,12.7209593,77.526767,Unknown,Tamil Nadu,3336285910
Gundanagollahalli,village,12.6466931,77.5214898,Unknown,Tamil Nadu,3336285911
Halegabbadi,village,12.7161466,77.4759104,Unknown,Tamil Nadu,3336285912
Hosagabbadi,village,12.7128868,77.4820921,Unknown,Tamil Nadu,3336285913
Hosakote,village,12.6997878,77.4750823,Unknown,Tamil Nadu,3336285914
Kadu Jakkasandra,village,12.7010113,77.5128689,Unknown,Tamil Nadu,3336285915
Mudenahalli,village,12.6993755,77.4666254,Unknown,Tamil Nadu,3336285916
Sonnaredoddi,village,12.7101601,77.51876,Unknown,Tamil Nadu,3336285917
Attagulipura,village,11.8288263,77.0053889,Unknown,Tamil Nadu,3337447262
Badagalapura,village,11.8650004,76.8728713,Nilgiris,Tamil Nadu,3337447263
Basavanapura,village,11.9226236,76.9858509,Unknown,Tamil Nadu,3337447264
Bettadapura,village,11.9063748,76.7532814,Unknown,Tamil Nadu,3337447265
Byadamudlu,village,11.8842895,76.9787662,Unknown,Tamil Nadu,3337447266
Chandukattemole,village,11.8940608,76.9671961,Unknown,Tamil Nadu,3337447267
Chirakanahalli,village,11.710852,76.8076833,Nilgiris,Tamil Nadu,3337447268
Doddamole,village,11.889555,76.9729331,Unknown,Tamil Nadu,3337447269
Hirebeguru,village,11.9791733,76.749126,Unknown,Tamil Nadu,3337447270
Kadahalli,village,11.9530867,76.9290103,Unknown,Tamil Nadu,3337447272
Kengaki,village,11.8915036,76.7756252,Nilgiris,Tamil Nadu,3337447273
Kodimole,village,11.9314644,76.9857924,Unknown,Tamil Nadu,3337447274
Kulagana,village,11.952623,76.7417507,Unknown,Tamil Nadu,3337447275
Kunagahalli,village,11.750529,76.597682,Nilgiris,Tamil Nadu,3337447276
Mallayyanapura,village,11.9124681,76.9242773,Unknown,Tamil Nadu,3337447278
Mudlapura,village,11.9183523,76.9241172,Unknown,Tamil Nadu,3337447279
Mudnakodu,village,11.9336435,76.7754477,Unknown,Tamil Nadu,3337447280
Sagade,village,11.910529,76.7780698,Unknown,Tamil Nadu,3337447281
Viranapura,village,11.9056491,76.8621805,Unknown,Tamil Nadu,3337447282
Bannahalli,village,12.1874785,76.8710027,Unknown,Tamil Nadu,3339382220
Belagunda,village,12.1443151,76.7973719,Unknown,Tamil Nadu,3339382221
Benakanahalli,village,12.2278305,76.9238367,Unknown,Tamil Nadu,3339382222
Chikkabuhalli,village,12.2416161,76.9308261,Unknown,Tamil Nadu,3339382223
Doddabagilu,village,12.247598,76.9652665,Unknown,Tamil Nadu,3339382224
Hallikerehundi,village,12.1246965,76.8680366,Unknown,Tamil Nadu,3339382225
Halavara,village,12.2696978,76.9580152,Unknown,Tamil Nadu,3339382226
Horalahalli,village,12.2509612,76.9361515,Unknown,Tamil Nadu,3339382227
Kalkunda,village,12.1429552,76.8285043,Unknown,Tamil Nadu,3339382228
Kamahalli,village,12.116239,76.838457,Unknown,Tamil Nadu,3339382229
Karohatti,village,12.1855397,76.9077927,Unknown,Tamil Nadu,3339382230
Ketahalli,village,12.1869943,76.9035242,Unknown,Tamil Nadu,3339382231
Naviluru,village,12.1462824,76.8608235,Unknown,Tamil Nadu,3339382232
Vyasarajapura,village,12.2566267,76.905728,Unknown,Tamil Nadu,3339382233
Hosuru Hundi,village,12.1808636,76.888577,Unknown,Tamil Nadu,3339382234
Attahalli,village,12.3186237,76.8874482,Unknown,Tamil Nadu,3340280003
Attahalli,village,12.3233891,76.8793733,Unknown,Tamil Nadu,3340280004
Bevinahalli,village,12.3068446,76.8843722,Unknown,Tamil Nadu,3340280005
Budahalli,village,12.2844248,76.9374957,Unknown,Tamil Nadu,3340280006
Chamanahalli,village,12.3395694,76.8811282,Unknown,Tamil Nadu,3340280007
Chidaravalli,village,12.3004413,76.9498896,Unknown,Tamil Nadu,3340280008
Hosakote,village,12.2409466,76.8491205,Unknown,Tamil Nadu,3340280009
Indavalu,village,12.2473869,76.8617502,Unknown,Tamil Nadu,3340280010
Kaggalipura,village,12.2724838,76.8972147,Unknown,Tamil Nadu,3340280011
Kanchanahalli,village,12.3148992,76.86587,Unknown,Tamil Nadu,3340280012
Ketupura,village,12.2990048,76.8894037,Unknown,Tamil Nadu,3340280013
Kuntanahalli,village,12.3165488,76.8988923,Unknown,Tamil Nadu,3340280014
Mudukanapura,village,12.2868654,76.9559479,Unknown,Tamil Nadu,3340280015
Neragyatanahalli,village,12.2589556,76.9727258,Unknown,Tamil Nadu,3340280016
Neragyatanahalli,village,12.2638535,76.9308832,Unknown,Tamil Nadu,3340280017
Ukkalagere,village,12.2855572,76.9118291,Unknown,Tamil Nadu,3340280018
Ramanathapura Hundi,village,12.2556771,76.8749939,Unknown,Tamil Nadu,3340280019
Kuttikkanam,village,9.5823102,76.970999,Unknown,Tamil Nadu,3341025995
Basavanahalli,village,12.3481317,76.8928422,Unknown,Tamil Nadu,3341346430
Bidanahalli,village,12.3473318,76.8708166,Unknown,Tamil Nadu,3341346431
Chikkamulagudu,village,12.4268094,76.9352936,Unknown,Tamil Nadu,3341346432
Doddamulagudu,village,12.4288403,76.9213902,Unknown,Tamil Nadu,3341346433
Doranahalli,village,12.3900301,76.9641013,Unknown,Tamil Nadu,3341346434
Goravanahalli,village,12.3903806,76.8810176,Unknown,Tamil Nadu,3341346435
Hanumanalu,village,12.3672981,76.8688842,Unknown,Tamil Nadu,3341346436
Hegguru,village,12.3690502,76.9274941,Unknown,Tamil Nadu,3341346437
Kagepura,village,12.4092505,76.955401,Unknown,Tamil Nadu,3341346438
Madigahalli,village,12.3571063,76.8466948,Unknown,Tamil Nadu,3341346439
Makanahalli,village,12.3470688,76.8526262,Unknown,Tamil Nadu,3341346440
Maliyuru,village,12.3396015,76.905647,Unknown,Tamil Nadu,3341346441
Maragaudanahalli,village,12.3804882,76.868464,Unknown,Tamil Nadu,3341346442
Markalu,village,12.3774027,76.9695044,Unknown,Tamil Nadu,3341346443
Nanjapura,village,12.3518967,76.9157826,Unknown,Tamil Nadu,3341346444
Ramanduru,village,12.4123968,76.945874,Unknown,Tamil Nadu,3341346445
Sihalli,village,12.3866832,76.8542054,Unknown,Tamil Nadu,3341346446
Turaganuru,village,12.3850766,76.8988765,Unknown,Tamil Nadu,3341346447
Virarajapura,village,12.4152635,76.9375258,Unknown,Tamil Nadu,3341346448
Yachenahalli,village,12.3990809,76.8981316,Unknown,Tamil Nadu,3341346449
Yadahalli,village,12.3606703,76.8893976,Unknown,Tamil Nadu,3341346450
Ambuga,village,12.9266797,76.146585,Unknown,Tamil Nadu,3341603773
Alagudu,village,12.4552293,76.8076943,Unknown,Tamil Nadu,3342695023
Allapattana,village,12.4258916,76.746703,Unknown,Tamil Nadu,3342695024
Ballekere,village,12.4107876,76.8328877,Unknown,Tamil Nadu,3342695025
Bannahalli,village,12.4362802,76.8543747,Unknown,Tamil Nadu,3342695026
Bettahalli,village,12.4269802,76.8529365,Unknown,Tamil Nadu,3342695027
Chikkaharohalli,village,12.4359902,76.8410016,Unknown,Tamil Nadu,3342695028
Chikkapalya,village,12.4117258,76.767814,Unknown,Tamil Nadu,3342695029
Doddapalya,village,12.4132692,76.75603,Unknown,Tamil Nadu,3342695030
Ganjam,village,12.414365,76.7059545,Unknown,Tamil Nadu,3342695031
Garakahalli,village,12.4320101,76.8289688,Unknown,Tamil Nadu,3342695032
Gendehosahalli,village,12.3860625,76.8112385,Unknown,Tamil Nadu,3342695033
Hangarahalli,village,12.4083085,76.7757083,Unknown,Tamil Nadu,3342695034
Hunasanahalli,village,12.3967736,76.8607195,Unknown,Tamil Nadu,3342695035
Kodiyala,village,12.4546009,76.8388162,Unknown,Tamil Nadu,3342695036
Maralagala,village,12.4126237,76.7388613,Unknown,Tamil Nadu,3342695037
Neralekere,village,12.4084889,76.8672115,Unknown,Tamil Nadu,3342695038
Tadagavadi,village,12.4415303,76.8295277,Unknown,Tamil Nadu,3342695039
Madapura,village,12.9074965,76.1281874,Unknown,Tamil Nadu,3343799757
Karigowdana Koppalu,village,12.9475552,76.1564884,Unknown,Tamil Nadu,3343870168
Chigalli,village,12.9488483,76.1728786,Unknown,Tamil Nadu,3343882173
Chikka Aladahalli,village,12.9746035,76.1550489,Unknown,Tamil Nadu,3343884431
Chikka Genigere,village,12.9883479,76.1535411,Unknown,Tamil Nadu,3343888669
Sathenahalli,village,12.9404817,76.1395866,Unknown,Tamil Nadu,3343966328
Kitthane Gadi,village,12.9239914,76.1323966,Unknown,Tamil Nadu,3343968559
Kitthane,village,12.9262954,76.1223018,Unknown,Tamil Nadu,3343968560
Bichanahalli,village,12.6205891,76.7949495,Unknown,Tamil Nadu,3344198551
Budanuru,village,12.5481758,76.9597746,Unknown,Tamil Nadu,3344198552
Chamalapura,village,12.5969385,76.9249726,Unknown,Tamil Nadu,3344198553
Hanakere,village,12.569844,76.9779305,Unknown,Tamil Nadu,3344198554
Hanchahalli,village,12.6324713,76.8958378,Unknown,Tamil Nadu,3344198555
Hosabudanuru,village,12.5507135,76.9478037,Unknown,Tamil Nadu,3344198556
Hunuganahalli,village,12.667014,76.7726375,Unknown,Tamil Nadu,3344198557
Kachchigere,village,12.5703074,76.9656165,Unknown,Tamil Nadu,3344198558
Madala,village,12.6066885,76.8116057,Unknown,Tamil Nadu,3344198559
Mallanayakana Katte,village,12.562535,76.8396375,Unknown,Tamil Nadu,3344198560
Maranahalli,village,12.6180529,76.8215047,Unknown,Tamil Nadu,3344198561
Muttegere Hatna,village,12.674351,76.7723978,Unknown,Tamil Nadu,3344198562
Panakanahalli,village,12.5401772,76.8557047,Unknown,Tamil Nadu,3344198563
Saudenahalli,village,12.6229938,76.8108359,Unknown,Tamil Nadu,3344198564
Tirumalapura,village,12.6990653,76.8213186,Unknown,Tamil Nadu,3344198565
Tumbakere,village,12.5795052,76.9538,Unknown,Tamil Nadu,3344198566
Chikkabasavanahalli,village,12.9660878,76.1414938,Unknown,Tamil Nadu,3344352059
Shettihalli,village,12.9483234,76.1421913,Unknown,Tamil Nadu,3345531157
Pandavapura,village,12.9541478,76.1722176,Unknown,Tamil Nadu,3345689653
Belaturu,village,12.6238774,77.0002389,Unknown,Tamil Nadu,3346323439
Byaladakere,village,12.7449611,76.9975074,Unknown,Tamil Nadu,3346323440
Chamanahalli,village,12.6108167,77.0404204,Unknown,Tamil Nadu,3346323441
Chikkahosagavi,village,12.7406954,76.9342671,Unknown,Tamil Nadu,3346323442
Chikkankanahalli,village,12.7217999,77.0250522,Unknown,Tamil Nadu,3346323443
Chikkonahalli,village,12.7070591,76.9849064,Unknown,Tamil Nadu,3346323444
Dodda Ankanahalli,village,12.7243874,77.0060123,Unknown,Tamil Nadu,3346323445
Halehalli,village,12.7602608,76.9781313,Unknown,Tamil Nadu,3346323446
Haralakere,village,12.7393169,76.9594739,Unknown,Tamil Nadu,3346323447
Hebbaralu,village,12.7397626,77.0103095,Unknown,Tamil Nadu,3346323448
Hosakere,village,12.6396527,77.0268077,Unknown,Tamil Nadu,3346323449
Kottanahalli,village,12.6265531,77.027613,Unknown,Tamil Nadu,3346323450
Machahalli,village,12.6835709,77.0631672,Unknown,Tamil Nadu,3346323451
Navile,village,12.7640306,76.9992594,Unknown,Tamil Nadu,3346323452
Pannedoddi,village,12.6451631,77.006391,Unknown,Tamil Nadu,3346323453
Somanahalli,village,12.7479443,76.9215528,Unknown,Tamil Nadu,3346323454
Taggahalli,village,12.7235501,76.9860928,Unknown,Tamil Nadu,3346323455
Tubinakere,village,12.6833099,77.0549399,Unknown,Tamil Nadu,3346323456
Halasahalli,village,12.9370565,76.202321,Unknown,Tamil Nadu,3347197249
Chalamasandra,village,12.766089,77.0813679,Unknown,Tamil Nadu,3347429139
Devasandra,village,12.7870107,77.0996771,Unknown,Tamil Nadu,3347429140
Elekadakalu,village,12.7822987,77.1142984,Unknown,Tamil Nadu,3347429141
Halevuru,village,12.8396244,77.01831,Unknown,Tamil Nadu,3347429142
Hittalapura,village,12.7981731,77.083852,Unknown,Tamil Nadu,3347429144
Honnamachanahalli,village,12.7891482,77.0490934,Unknown,Tamil Nadu,3347429145
Hutagere,village,12.7298834,77.0295661,Unknown,Tamil Nadu,3347429147
Kenkere,village,12.8187416,77.0112425,Unknown,Tamil Nadu,3347429148
Kundanakuppe,village,12.7470003,77.0405334,Unknown,Tamil Nadu,3347429149
Mallanakuppe,village,12.7375323,77.0511683,Unknown,Tamil Nadu,3347429150
Nidasale,village,12.7698612,77.0617441,Unknown,Tamil Nadu,3347429151
Shivanahalli,village,12.7712617,77.0895769,Unknown,Tamil Nadu,3347429152
Ujjani,village,12.7911119,77.0889413,Unknown,Tamil Nadu,3347429153
Doddabasavanahalli,village,12.9739288,76.1390638,Unknown,Tamil Nadu,3349527965
Ballekere,village,12.9029292,76.0353229,Unknown,Tamil Nadu,3349915521
