service_code,route_number,corporation,origin,destination,departure_time,arrival_time,duration,available_seats,bus_type,fare,journey_date,stops_json,scraped_at
1950KCBSVI,,SETC,CHENNAI,MADURAI,,,9.00Hrs,4 Seats Available,Standard,Rs 437,15/01/2026,"[{""city"": ""1950KCBSVI"", ""landmark"": ""Route No. :"", ""time"": ""185UD""}, {""city"": ""CHENNAI-KILAMBAKKAM-KCBT"", ""landmark"": ""To Place :"", ""time"": ""MADURAI""}, {""city"": ""15/01/2026"", ""landmark"": ""Journey Hours *:"", ""time"": ""9:00""}, {""city"": ""436.00"", ""landmark"": ""Corporation :"", ""time"": ""SETC""}, {""city"": ""Sl. No"", ""landmark"": ""City"", ""time"": ""Land Mark""}, {""city"": ""CHENNAI-KILAMBAKKAM-KCBT"", ""landmark"": ""CHENNAI KALAIGNAR CBT"", ""time"": ""19:50""}, {""city"": ""CHENNAI-KILAMBAKKAM-KCBT"", ""landmark"": ""GUDUVANCHERY"", ""time"": ""19:55""}, {""city"": ""CHENNAI-KILAMBAKKAM-KCBT"", ""landmark"": ""SRM UNIVERSITY"", ""time"": ""20:05""}, {""city"": ""CHENNAI-KILAMBAKKAM-KCBT"", ""landmark"": ""MARAIMALAI NAGAR BUSSTOP"", ""time"": ""20:15""}, {""city"": ""CHENNAI-KILAMBAKKAM-KCBT"", ""landmark"": ""MAHINDRA CITY"", ""time"": ""20:25""}, {""city"": ""CHENNAI-KILAMBAKKAM-KCBT"", ""landmark"": ""CHENGALPATTU TOLL"", ""time"": ""20:35""}, {""city"": ""CHENNAI-KILAMBAKKAM-KCBT"", ""landmark"": ""CHENGALPATTU BYPASS"", ""time"": ""20:45""}, {""city"": ""CHENNAI-KILAMBAKKAM-KCBT"", ""landmark"": ""MELMARUVATHUR BUS STOP"", ""time"": ""21:05""}, {""city"": ""CHENNAI-KILAMBAKKAM-KCBT"", ""landmark"": ""TINDIVANAM"", ""time"": ""21:30""}, {""city"": ""MADURAI"", ""landmark"": ""MATTUTHAVANI BS"", ""time"": ""04:50""}, {""city"": ""TIRUMANGALAM"", ""landmark"": ""TIRUMANGALAM"", ""time"": ""05:20""}, {""city"": ""VIRUDHUNAGAR"", ""landmark"": ""VIRUDHUNAGAR"", ""time"": ""06:00""}, {""city"": ""SIVAKASI"", ""landmark"": ""SIVAKASI"", ""time"": ""07:05""}]",2026-01-12T17:49:08.959409
1950KCBSVI,,SETC,CHENNAI,MADURAI,,,9.00Hrs,4 Seats Available,Standard,Rs 437,15/01/2026,"[{""city"": ""1950KCBSVI"", ""landmark"": ""Route No. :"", ""time"": ""185UD""}, {""city"": ""CHENNAI-KILAMBAKKAM-KCBT"", ""landmark"": ""To Place :"", ""time"": ""MADURAI""}, {""city"": ""15/01/2026"", ""landmark"": ""Journey Hours *:"", ""time"": ""9:00""}, {""city"": ""436.00"", ""landmark"": ""Corporation :"", ""time"": ""SETC""}, {""city"": ""Sl. No"", ""landmark"": ""City"", ""time"": ""Land Mark""}, {""city"": ""CHENNAI-KILAMBAKKAM-KCBT"", ""landmark"": ""CHENNAI KALAIGNAR CBT"", ""time"": ""19:50""}, {""city"": ""CHENNAI-KILAMBAKKAM-KCBT"", ""landmark"": ""GUDUVANCHERY"", ""time"": ""19:55""}, {""city"": ""CHENNAI-KILAMBAKKAM-KCBT"", ""landmark"": ""SRM UNIVERSITY"", ""time"": ""20:05""}, {""city"": ""CHENNAI-KILAMBAKKAM-KCBT"", ""landmark"": ""MARAIMALAI NAGAR BUSSTOP"", ""time"": ""20:15""}, {""city"": ""CHENNAI-KILAMBAKKAM-KCBT"", ""landmark"": ""MAHINDRA CITY"", ""time"": ""20:25""}, {""city"": ""CHENNAI-KILAMBAKKAM-KCBT"", ""landmark"": ""CHENGALPATTU TOLL"", ""time"": ""20:35""}, {""city"": ""CHENNAI-KILAMBAKKAM-KCBT"", ""landmark"": ""CHENGALPATTU BYPASS"", ""time"": ""20:45""}, {""city"": ""CHENNAI-KILAMBAKKAM-KCBT"", ""landmark"": ""MELMARUVATHUR BUS STOP"", ""time"": ""21:05""}, {""city"": ""CHENNAI-KILAMBAKKAM-KCBT"", ""landmark"": ""TINDIVANAM"", ""time"": ""21:30""}, {""city"": ""MADURAI"", ""landmark"": ""MATTUTHAVANI BS"", ""time"": ""04:50""}, {""city"": ""TIRUMANGALAM"", ""landmark"": ""TIRUMANGALAM"", ""time"": ""05:20""}, {""city"": ""VIRUDHUNAGAR"", ""landmark"": ""VIRUDHUNAGAR"", ""time"": ""06:00""}, {""city"": ""SIVAKASI"", ""landmark"": ""SIVAKASI"", ""time"": ""07:05""}]",2026-01-12T17:49:08.959409
2001KCBMADLB,,SETC,CHENNAI,MADURAI,,,9.00Hrs,12 Seats Available,Standard,Rs 437/675,15/01/2026,"[{""city"": ""2001KCBMADLB"", ""landmark"": ""Route No. :"", ""time"": ""137LB""}, {""city"": ""CHENNAI-KILAMBAKKAM-KCBT"", ""landmark"": ""To Place :"", ""time"": ""MADURAI""}, {""city"": ""15/01/2026"", ""landmark"": ""Journey Hours *:"", ""time"": ""9:00""}, {""city"": ""436.00"", ""landmark"": ""Corporation :"", ""time"": ""SETC""}, {""city"": ""Sl. No"", ""landmark"": ""City"", ""time"": ""Land Mark""}, {""city"": ""CHENNAI-KILAMBAKKAM-KCBT"", ""landmark"": ""CHENNAI KALAIGNAR CBT"", ""time"": ""20:01""}, {""city"": ""CHENNAI-KILAMBAKKAM-KCBT"", ""landmark"": ""GUDUVANCHERY"", ""time"": ""20:06""}, {""city"": ""CHENNAI-KILAMBAKKAM-KCBT"", ""landmark"": ""SRM UNIVERSITY"", ""time"": ""20:11""}, {""city"": ""CHENNAI-KILAMBAKKAM-KCBT"", ""landmark"": ""MARAIMALAI NAGAR BUSSTOP"", ""time"": ""20:21""}, {""city"": ""CHENNAI-KILAMBAKKAM-KCBT"", ""landmark"": ""MAHINDRA CITY"", ""time"": ""20:31""}, {""city"": ""CHENNAI-KILAMBAKKAM-KCBT"", ""landmark"": ""CHENGALPATTU TOLL"", ""time"": ""20:41""}, {""city"": ""CHENNAI-KILAMBAKKAM-KCBT"", ""landmark"": ""CHENGALPATTU BYPASS"", ""time"": ""20:51""}, {""city"": ""CHENNAI-KILAMBAKKAM-KCBT"", ""landmark"": ""MELMARUVATHUR BUS STOP"", ""time"": ""21:21""}, {""city"": ""MADURAI"", ""landmark"": ""MATTUTHAVANI BS"", ""time"": ""04:31""}]",2026-01-12T17:49:08.959409
2001KCBMADLB,,SETC,CHENNAI,MADURAI,,,9.00Hrs,12 Seats Available,Standard,Rs 437/675,15/01/2026,"[{""city"": ""2001KCBMADLB"", ""landmark"": ""Route No. :"", ""time"": ""137LB""}, {""city"": ""CHENNAI-KILAMBAKKAM-KCBT"", ""landmark"": ""To Place :"", ""time"": ""MADURAI""}, {""city"": ""15/01/2026"", ""landmark"": ""Journey Hours *:"", ""time"": ""9:00""}, {""city"": ""436.00"", ""landmark"": ""Corporation :"", ""time"": ""SETC""}, {""city"": ""Sl. No"", ""landmark"": ""City"", ""time"": ""Land Mark""}, {""city"": ""CHENNAI-KILAMBAKKAM-KCBT"", ""landmark"": ""CHENNAI KALAIGNAR CBT"", ""time"": ""20:01""}, {""city"": ""CHENNAI-KILAMBAKKAM-KCBT"", ""landmark"": ""GUDUVANCHERY"", ""time"": ""20:06""}, {""city"": ""CHENNAI-KILAMBAKKAM-KCBT"", ""landmark"": ""SRM UNIVERSITY"", ""time"": ""20:11""}, {""city"": ""CHENNAI-KILAMBAKKAM-KCBT"", ""landmark"": ""MARAIMALAI NAGAR BUSSTOP"", ""time"": ""20:21""}, {""city"": ""CHENNAI-KILAMBAKKAM-KCBT"", ""landmark"": ""MAHINDRA CITY"", ""time"": ""20:31""}, {""city"": ""CHENNAI-KILAMBAKKAM-KCBT"", ""landmark"": ""CHENGALPATTU TOLL"", ""time"": ""20:41""}, {""city"": ""CHENNAI-KILAMBAKKAM-KCBT"", ""landmark"": ""CHENGALPATTU BYPASS"", ""time"": ""20:51""}, {""city"": ""CHENNAI-KILAMBAKKAM-KCBT"", ""landmark"": ""MELMARUVATHUR BUS STOP"", ""time"": ""21:21""}, {""city"": ""MADURAI"", ""landmark"": ""MATTUTHAVANI BS"", ""time"": ""04:31""}]",2026-01-12T17:49:08.959409
2030KCBMADAB,,SETC,CHENNAI,MADURAI,,,9.00Hrs,26 Seats Available,Standard,Rs 565/869,15/01/2026,"[{""city"": ""2030KCBMADAB"", ""landmark"": ""Route No. :"", ""time"": ""137AB""}, {""city"": ""CHENNAI-KILAMBAKKAM-KCBT"", ""landmark"": ""To Place :"", ""time"": ""MADURAI""}, {""city"": ""15/01/2026"", ""landmark"": ""Journey Hours *:"", ""time"": ""9:00""}, {""city"": ""436.00"", ""landmark"": ""Corporation :"", ""time"": ""SETC""}, {""city"": ""Sl. No"", ""landmark"": ""City"", ""time"": ""Land Mark""}, {""city"": ""CHENNAI-KILAMBAKKAM-KCBT"", ""landmark"": ""CHENNAI KALAIGNAR CBT"", ""time"": ""20:30""}, {""city"": ""CHENNAI-KILAMBAKKAM-KCBT"", ""landmark"": ""GUDUVANCHERY"", ""time"": ""20:35""}, {""city"": ""CHENNAI-KILAMBAKKAM-KCBT"", ""landmark"": ""SRM UNIVERSITY"", ""time"": ""20:40""}, {""city"": ""CHENNAI-KILAMBAKKAM-KCBT"", ""landmark"": ""MARAIMALAI NAGAR BUSSTOP"", ""time"": ""20:50""}, {""city"": ""CHENNAI-KILAMBAKKAM-KCBT"", ""landmark"": ""MAHINDRA CITY"", ""time"": ""21:00""}, {""city"": ""CHENNAI-KILAMBAKKAM-KCBT"", ""landmark"": ""CHENGALPATTU TOLL"", ""time"": ""21:10""}, {""city"": ""CHENNAI-KILAMBAKKAM-KCBT"", ""landmark"": ""CHENGALPATTU BYPASS"", ""time"": ""21:20""}, {""city"": ""CHENNAI-KILAMBAKKAM-KCBT"", ""landmark"": ""MELMARUVATHUR BUS STOP"", ""time"": ""21:50""}, {""city"": ""CHENNAI-KILAMBAKKAM-KCBT"", ""landmark"": ""TINDIVANAM"", ""time"": ""22:10""}, {""city"": ""MADURAI"", ""landmark"": ""MATTUTHAVANI BS"", ""time"": ""05:00""}]",2026-01-12T17:49:08.959409
2030KCBMADAB,,SETC,CHENNAI,MADURAI,,,9.00Hrs,26 Seats Available,Standard,Rs 565/869,15/01/2026,"[{""city"": ""2030KCBMADAB"", ""landmark"": ""Route No. :"", ""time"": ""137AB""}, {""city"": ""CHENNAI-KILAMBAKKAM-KCBT"", ""landmark"": ""To Place :"", ""time"": ""MADURAI""}, {""city"": ""15/01/2026"", ""landmark"": ""Journey Hours *:"", ""time"": ""9:00""}, {""city"": ""436.00"", ""landmark"": ""Corporation :"", ""time"": ""SETC""}, {""city"": ""Sl. No"", ""landmark"": ""City"", ""time"": ""Land Mark""}, {""city"": ""CHENNAI-KILAMBAKKAM-KCBT"", ""landmark"": ""CHENNAI KALAIGNAR CBT"", ""time"": ""20:30""}, {""city"": ""CHENNAI-KILAMBAKKAM-KCBT"", ""landmark"": ""GUDUVANCHERY"", ""time"": ""20:35""}, {""city"": ""CHENNAI-KILAMBAKKAM-KCBT"", ""landmark"": ""SRM UNIVERSITY"", ""time"": ""20:40""}, {""city"": ""CHENNAI-KILAMBAKKAM-KCBT"", ""landmark"": ""MARAIMALAI NAGAR BUSSTOP"", ""time"": ""20:50""}, {""city"": ""CHENNAI-KILAMBAKKAM-KCBT"", ""landmark"": ""MAHINDRA CITY"", ""time"": ""21:00""}, {""city"": ""CHENNAI-KILAMBAKKAM-KCBT"", ""landmark"": ""CHENGALPATTU TOLL"", ""time"": ""21:10""}, {""city"": ""CHENNAI-KILAMBAKKAM-KCBT"", ""landmark"": ""CHENGALPATTU BYPASS"", ""time"": ""21:20""}, {""city"": ""CHENNAI-KILAMBAKKAM-KCBT"", ""landmark"": ""MELMARUVATHUR BUS STOP"", ""time"": ""21:50""}, {""city"": ""CHENNAI-KILAMBAKKAM-KCBT"", ""landmark"": ""TINDIVANAM"", ""time"": ""22:10""}, {""city"": ""MADURAI"", ""landmark"": ""MATTUTHAVANI BS"", ""time"": ""05:00""}]",2026-01-12T17:49:08.959409
2030KCBMADNS,,SETC,CHENNAI,MADURAI,,,9.00Hrs,11 Seats Available,Standard,Rs 437/675,15/01/2026,"[{""city"": ""2030KCBMADNS"", ""landmark"": ""Route No. :"", ""time"": ""137NS""}, {""city"": ""CHENNAI-KILAMBAKKAM-KCBT"", ""landmark"": ""To Place :"", ""time"": ""MADURAI""}, {""city"": ""15/01/2026"", ""landmark"": ""Journey Hours *:"", ""time"": ""9:00""}, {""city"": ""436.00"", ""landmark"": ""Corporation :"", ""time"": ""SETC""}, {""city"": ""Sl. No"", ""landmark"": ""City"", ""time"": ""Land Mark""}, {""city"": ""CHENNAI-KILAMBAKKAM-KCBT"", ""landmark"": ""CHENNAI KALAIGNAR CBT"", ""time"": ""20:30""}, {""city"": ""CHENNAI-KILAMBAKKAM-KCBT"", ""landmark"": ""GUDUVANCHERY"", ""time"": ""20:35""}, {""city"": ""CHENNAI-KILAMBAKKAM-KCBT"", ""landmark"": ""SRM UNIVERSITY"", ""time"": ""20:40""}, {""city"": ""CHENNAI-KILAMBAKKAM-KCBT"", ""landmark"": ""MARAIMALAI NAGAR BUSSTOP"", ""time"": ""20:50""}, {""city"": ""CHENNAI-KILAMBAKKAM-KCBT"", ""landmark"": ""MAHINDRA CITY"", ""time"": ""21:00""}, {""city"": ""CHENNAI-KILAMBAKKAM-KCBT"", ""landmark"": ""CHENGALPATTU TOLL"", ""time"": ""21:10""}, {""city"": ""CHENNAI-KILAMBAKKAM-KCBT"", ""landmark"": ""CHENGALPATTU BYPASS"", ""time"": ""21:20""}, {""city"": ""CHENNAI-KILAMBAKKAM-KCBT"", ""landmark"": ""MELMARUVATHUR BUS STOP"", ""time"": ""21:50""}, {""city"": ""MADURAI"", ""landmark"": ""MATTUTHAVANI BS"", ""time"": ""05:00""}]",2026-01-12T17:49:08.959409
2030KCBMADNS,,SETC,CHENNAI,MADURAI,,,9.00Hrs,11 Seats Available,Standard,Rs 437/675,15/01/2026,"[{""city"": ""2030KCBMADNS"", ""landmark"": ""Route No. :"", ""time"": ""137NS""}, {""city"": ""CHENNAI-KILAMBAKKAM-KCBT"", ""landmark"": ""To Place :"", ""time"": ""MADURAI""}, {""city"": ""15/01/2026"", ""landmark"": ""Journey Hours *:"", ""time"": ""9:00""}, {""city"": ""436.00"", ""landmark"": ""Corporation :"", ""time"": ""SETC""}, {""city"": ""Sl. No"", ""landmark"": ""City"", ""time"": ""Land Mark""}, {""city"": ""CHENNAI-KILAMBAKKAM-KCBT"", ""landmark"": ""CHENNAI KALAIGNAR CBT"", ""time"": ""20:30""}, {""city"": ""CHENNAI-KILAMBAKKAM-KCBT"", ""landmark"": ""GUDUVANCHERY"", ""time"": ""20:35""}, {""city"": ""CHENNAI-KILAMBAKKAM-KCBT"", ""landmark"": ""SRM UNIVERSITY"", ""time"": ""20:40""}, {""city"": ""CHENNAI-KILAMBAKKAM-KCBT"", ""landmark"": ""MARAIMALAI NAGAR BUSSTOP"", ""time"": ""20:50""}, {""city"": ""CHENNAI-KILAMBAKKAM-KCBT"", ""landmark"": ""MAHINDRA CITY"", ""time"": ""21:00""}, {""city"": ""CHENNAI-KILAMBAKKAM-KCBT"", ""landmark"": ""CHENGALPATTU TOLL"", ""time"": ""21:10""}, {""city"": ""CHENNAI-KILAMBAKKAM-KCBT"", ""landmark"": ""CHENGALPATTU BYPASS"", ""time"": ""21:20""}, {""city"": ""CHENNAI-KILAMBAKKAM-KCBT"", ""landmark"": ""MELMARUVATHUR BUS STOP"", ""time"": ""21:50""}, {""city"": ""MADURAI"", ""landmark"": ""MATTUTHAVANI BS"", ""time"": ""05:00""}]",2026-01-12T17:49:08.959409
2100KCBMADNS,,SETC,CHENNAI,MADURAI,,,9.00Hrs,11 Seats Available,Standard,Rs 437/675,15/01/2026,"[{""city"": ""2100KCBMADNS"", ""landmark"": ""Route No. :"", ""time"": ""137NS""}, {""city"": ""CHENNAI-KILAMBAKKAM-KCBT"", ""landmark"": ""To Place :"", ""time"": ""MADURAI""}, {""city"": ""15/01/2026"", ""landmark"": ""Journey Hours *:"", ""time"": ""9:00""}, {""city"": ""436.00"", ""landmark"": ""Corporation :"", ""time"": ""SETC""}, {""city"": ""Sl. No"", ""landmark"": ""City"", ""time"": ""Land Mark""}, {""city"": ""CHENNAI-KILAMBAKKAM-KCBT"", ""landmark"": ""CHENNAI KALAIGNAR CBT"", ""time"": ""21:00""}, {""city"": ""CHENNAI-KILAMBAKKAM-KCBT"", ""landmark"": ""GUDUVANCHERY"", ""time"": ""21:05""}, {""city"": ""CHENNAI-KILAMBAKKAM-KCBT"", ""landmark"": ""SRM UNIVERSITY"", ""time"": ""21:10""}, {""city"": ""CHENNAI-KILAMBAKKAM-KCBT"", ""landmark"": ""MARAIMALAI NAGAR BUSSTOP"", ""time"": ""21:20""}, {""city"": ""CHENNAI-KILAMBAKKAM-KCBT"", ""landmark"": ""MAHINDRA CITY"", ""time"": ""21:30""}, {""city"": ""CHENNAI-KILAMBAKKAM-KCBT"", ""landmark"": ""CHENGALPATTU TOLL"", ""time"": ""21:40""}, {""city"": ""CHENNAI-KILAMBAKKAM-KCBT"", ""landmark"": ""CHENGALPATTU BYPASS"", ""time"": ""21:50""}, {""city"": ""CHENNAI-KILAMBAKKAM-KCBT"", ""landmark"": ""MELMARUVATHUR BUS STOP"", ""time"": ""22:20""}, {""city"": ""MADURAI"", ""landmark"": ""MATTUTHAVANI BS"", ""time"": ""05:30""}]",2026-01-12T17:49:08.959409
2100KCBMADNS,,SETC,CHENNAI,MADURAI,,,9.00Hrs,11 Seats Available,Standard,Rs 437/675,15/01/2026,"[{""city"": ""2100KCBMADNS"", ""landmark"": ""Route No. :"", ""time"": ""137NS""}, {""city"": ""CHENNAI-KILAMBAKKAM-KCBT"", ""landmark"": ""To Place :"", ""time"": ""MADURAI""}, {""city"": ""15/01/2026"", ""landmark"": ""Journey Hours *:"", ""time"": ""9:00""}, {""city"": ""436.00"", ""landmark"": ""Corporation :"", ""time"": ""SETC""}, {""city"": ""Sl. No"", ""landmark"": ""City"", ""time"": ""Land Mark""}, {""city"": ""CHENNAI-KILAMBAKKAM-KCBT"", ""landmark"": ""CHENNAI KALAIGNAR CBT"", ""time"": ""21:00""}, {""city"": ""CHENNAI-KILAMBAKKAM-KCBT"", ""landmark"": ""GUDUVANCHERY"", ""time"": ""21:05""}, {""city"": ""CHENNAI-KILAMBAKKAM-KCBT"", ""landmark"": ""SRM UNIVERSITY"", ""time"": ""21:10""}, {""city"": ""CHENNAI-KILAMBAKKAM-KCBT"", ""landmark"": ""MARAIMALAI NAGAR BUSSTOP"", ""time"": ""21:20""}, {""city"": ""CHENNAI-KILAMBAKKAM-KCBT"", ""landmark"": ""MAHINDRA CITY"", ""time"": ""21:30""}, {""city"": ""CHENNAI-KILAMBAKKAM-KCBT"", ""landmark"": ""CHENGALPATTU TOLL"", ""time"": ""21:40""}, {""city"": ""CHENNAI-KILAMBAKKAM-KCBT"", ""landmark"": ""CHENGALPATTU BYPASS"", ""time"": ""21:50""}, {""city"": ""CHENNAI-KILAMBAKKAM-KCBT"", ""landmark"": ""MELMARUVATHUR BUS STOP"", ""time"": ""22:20""}, {""city"": ""MADURAI"", ""landmark"": ""MATTUTHAVANI BS"", ""time"": ""05:30""}]",2026-01-12T17:49:08.959409
2130KCBMADAB,,SETC,CHENNAI,MADURAI,,,9.00Hrs,16 Seats Available,Standard,Rs 565/869,15/01/2026,"[{""city"": ""2130KCBMADAB"", ""landmark"": ""Route No. :"", ""time"": ""137AB""}, {""city"": ""CHENNAI-KILAMBAKKAM-KCBT"", ""landmark"": ""To Place :"", ""time"": ""MADURAI""}, {""city"": ""15/01/2026"", ""landmark"": ""Journey Hours *:"", ""time"": ""9:00""}, {""city"": ""436.00"", ""landmark"": ""Corporation :"", ""time"": ""SETC""}, {""city"": ""Sl. No"", ""landmark"": ""City"", ""time"": ""Land Mark""}, {""city"": ""CHENNAI-KILAMBAKKAM-KCBT"", ""landmark"": ""CHENNAI KALAIGNAR CBT"", ""time"": ""21:30""}, {""city"": ""CHENNAI-KILAMBAKKAM-KCBT"", ""landmark"": ""GUDUVANCHERY"", ""time"": ""21:35""}, {""city"": ""CHENNAI-KILAMBAKKAM-KCBT"", ""landmark"": ""SRM UNIVERSITY"", ""time"": ""21:40""}, {""city"": ""CHENNAI-KILAMBAKKAM-KCBT"", ""landmark"": ""MARAIMALAI NAGAR BUSSTOP"", ""time"": ""21:50""}, {""city"": ""CHENNAI-KILAMBAKKAM-KCBT"", ""landmark"": ""MAHINDRA CITY"", ""time"": ""22:00""}, {""city"": ""CHENNAI-KILAMBAKKAM-KCBT"", ""landmark"": ""CHENGALPATTU TOLL"", ""time"": ""22:10""}, {""city"": ""CHENNAI-KILAMBAKKAM-KCBT"", ""landmark"": ""CHENGALPATTU BYPASS"", ""time"": ""22:20""}, {""city"": ""CHENNAI-KILAMBAKKAM-KCBT"", ""landmark"": ""MELMARUVATHUR BUS STOP"", ""time"": ""22:50""}, {""city"": ""CHENNAI-KILAMBAKKAM-KCBT"", ""landmark"": ""TINDIVANAM"", ""time"": ""23:10""}, {""city"": ""MADURAI"", ""landmark"": ""MATTUTHAVANI BS"", ""time"": ""06:00""}]",2026-01-12T17:49:08.959409
2130KCBMADAB,,SETC,CHENNAI,MADURAI,,,9.00Hrs,16 Seats Available,Standard,Rs 565/869,15/01/2026,"[{""city"": ""2130KCBMADAB"", ""landmark"": ""Route No. :"", ""time"": ""137AB""}, {""city"": ""CHENNAI-KILAMBAKKAM-KCBT"", ""landmark"": ""To Place :"", ""time"": ""MADURAI""}, {""city"": ""15/01/2026"", ""landmark"": ""Journey Hours *:"", ""time"": ""9:00""}, {""city"": ""436.00"", ""landmark"": ""Corporation :"", ""time"": ""SETC""}, {""city"": ""Sl. No"", ""landmark"": ""City"", ""time"": ""Land Mark""}, {""city"": ""CHENNAI-KILAMBAKKAM-KCBT"", ""landmark"": ""CHENNAI KALAIGNAR CBT"", ""time"": ""21:30""}, {""city"": ""CHENNAI-KILAMBAKKAM-KCBT"", ""landmark"": ""GUDUVANCHERY"", ""time"": ""21:35""}, {""city"": ""CHENNAI-KILAMBAKKAM-KCBT"", ""landmark"": ""SRM UNIVERSITY"", ""time"": ""21:40""}, {""city"": ""CHENNAI-KILAMBAKKAM-KCBT"", ""landmark"": ""MARAIMALAI NAGAR BUSSTOP"", ""time"": ""21:50""}, {""city"": ""CHENNAI-KILAMBAKKAM-KCBT"", ""landmark"": ""MAHINDRA CITY"", ""time"": ""22:00""}, {""city"": ""CHENNAI-KILAMBAKKAM-KCBT"", ""landmark"": ""CHENGALPATTU TOLL"", ""time"": ""22:10""}, {""city"": ""CHENNAI-KILAMBAKKAM-KCBT"", ""landmark"": ""CHENGALPATTU BYPASS"", ""time"": ""22:20""}, {""city"": ""CHENNAI-KILAMBAKKAM-KCBT"", ""landmark"": ""MELMARUVATHUR BUS STOP"", ""time"": ""22:50""}, {""city"": ""CHENNAI-KILAMBAKKAM-KCBT"", ""landmark"": ""TINDIVANAM"", ""time"": ""23:10""}, {""city"": ""MADURAI"", ""landmark"": ""MATTUTHAVANI BS"", ""time"": ""06:00""}]",2026-01-12T17:49:08.959409
2130KCBMADMS,,SETC,CHENNAI,MADURAI,,,9.30Hrs,26 Seats Available,Standard,Rs 741,15/01/2026,"[{""city"": ""2130KCBMADMS"", ""landmark"": ""Route No. :"", ""time"": ""137MS""}, {""city"": ""CHENNAI-KILAMBAKKAM-KCBT"", ""landmark"": ""To Place :"", ""time"": ""MADURAI""}, {""city"": ""15/01/2026"", ""landmark"": ""Journey Hours *:"", ""time"": ""9:30""}, {""city"": ""442.00"", ""landmark"": ""Corporation :"", ""time"": ""SETC""}, {""city"": ""Sl. No"", ""landmark"": ""City"", ""time"": ""Land Mark""}, {""city"": ""CHENNAI-KILAMBAKKAM-KCBT"", ""landmark"": ""CHENNAI KALAIGNAR CBT"", ""time"": ""21:30""}, {""city"": ""CHENNAI-KILAMBAKKAM-KCBT"", ""landmark"": ""GUDUVANCHERY"", ""time"": ""21:35""}, {""city"": ""CHENNAI-KILAMBAKKAM-KCBT"", ""landmark"": ""SRM UNIVERSITY"", ""time"": ""21:40""}, {""city"": ""CHENNAI-KILAMBAKKAM-KCBT"", ""landmark"": ""MARAIMALAI NAGAR BUSSTOP"", ""time"": ""21:50""}, {""city"": ""CHENNAI-KILAMBAKKAM-KCBT"", ""landmark"": ""MAHINDRA CITY"", ""time"": ""22:00""}, {""city"": ""CHENNAI-KILAMBAKKAM-KCBT"", ""landmark"": ""CHENGALPATTU TOLL"", ""time"": ""22:10""}, {""city"": ""CHENNAI-KILAMBAKKAM-KCBT"", ""landmark"": ""CHENGALPATTU BYPASS"", ""time"": ""22:20""}, {""city"": ""CHENNAI-KILAMBAKKAM-KCBT"", ""landmark"": ""MELMARUVATHUR BUS STOP"", ""time"": ""22:50""}, {""city"": ""CHENNAI-KILAMBAKKAM-KCBT"", ""landmark"": ""TINDIVANAM"", ""time"": ""23:10""}, {""city"": ""MADURAI"", ""landmark"": ""MATTUTHAVANI BS"", ""time"": ""06:00""}]",2026-01-12T17:49:08.959409
2130KCBMADMS,,SETC,CHENNAI,MADURAI,,,9.30Hrs,26 Seats Available,Standard,Rs 741,15/01/2026,"[{""city"": ""2130KCBMADMS"", ""landmark"": ""Route No. :"", ""time"": ""137MS""}, {""city"": ""CHENNAI-KILAMBAKKAM-KCBT"", ""landmark"": ""To Place :"", ""time"": ""MADURAI""}, {""city"": ""15/01/2026"", ""landmark"": ""Journey Hours *:"", ""time"": ""9:30""}, {""city"": ""442.00"", ""landmark"": ""Corporation :"", ""time"": ""SETC""}, {""city"": ""Sl. No"", ""landmark"": ""City"", ""time"": ""Land Mark""}, {""city"": ""CHENNAI-KILAMBAKKAM-KCBT"", ""landmark"": ""CHENNAI KALAIGNAR CBT"", ""time"": ""21:30""}, {""city"": ""CHENNAI-KILAMBAKKAM-KCBT"", ""landmark"": ""GUDUVANCHERY"", ""time"": ""21:35""}, {""city"": ""CHENNAI-KILAMBAKKAM-KCBT"", ""landmark"": ""SRM UNIVERSITY"", ""time"": ""21:40""}, {""city"": ""CHENNAI-KILAMBAKKAM-KCBT"", ""landmark"": ""MARAIMALAI NAGAR BUSSTOP"", ""time"": ""21:50""}, {""city"": ""CHENNAI-KILAMBAKKAM-KCBT"", ""landmark"": ""MAHINDRA CITY"", ""time"": ""22:00""}, {""city"": ""CHENNAI-KILAMBAKKAM-KCBT"", ""landmark"": ""CHENGALPATTU TOLL"", ""time"": ""22:10""}, {""city"": ""CHENNAI-KILAMBAKKAM-KCBT"", ""landmark"": ""CHENGALPATTU BYPASS"", ""time"": ""22:20""}, {""city"": ""CHENNAI-KILAMBAKKAM-KCBT"", ""landmark"": ""MELMARUVATHUR BUS STOP"", ""time"": ""22:50""}, {""city"": ""CHENNAI-KILAMBAKKAM-KCBT"", ""landmark"": ""TINDIVANAM"", ""time"": ""23:10""}, {""city"": ""MADURAI"", ""landmark"": ""MATTUTHAVANI BS"", ""time"": ""06:00""}]",2026-01-12T17:49:08.959409
