service_code,route_number,corporation,origin,destination,departure_time,arrival_time,duration,available_seats,bus_type,fare,journey_date,stops_json,scraped_at
1000KCBMADNS,,SETC,CHENNAI,MADURAI,,,9.00Hrs,12 Seats Available,Standard,Rs 437/675,15/01/2026,"[{""city"": ""1000KCBMADNS"", ""landmark"": ""Route No. :"", ""time"": ""137NS""}, {""city"": ""CHENNAI-KILAMBAKKAM-KCBT"", ""landmark"": ""To Place :"", ""time"": ""MADURAI""}, {""city"": ""15/01/2026"", ""landmark"": ""Journey Hours *:"", ""time"": ""9:00""}, {""city"": ""436.00"", ""landmark"": ""Corporation :"", ""time"": ""SETC""}, {""city"": ""Sl. No"", ""landmark"": ""City"", ""time"": ""Land Mark""}, {""city"": ""CHENNAI-KILAMBAKKAM-KCBT"", ""landmark"": ""CHENNAI KALAIGNAR CBT"", ""time"": ""10:00""}, {""city"": ""CHENNAI-KILAMBAKKAM-KCBT"", ""landmark"": ""GUDUVANCHERY"", ""time"": ""10:05""}, {""city"": ""CHENNAI-KILAMBAKKAM-KCBT"", ""landmark"": ""SRM UNIVERSITY"", ""time"": ""10:10""}, {""city"": ""CHENNAI-KILAMBAKKAM-KCBT"", ""landmark"": ""MARAIMALAI NAGAR BUSSTOP"", ""time"": ""10:20""}, {""city"": ""CHENNAI-KILAMBAKKAM-KCBT"", ""landmark"": ""MAHINDRA CITY"", ""time"": ""10:30""}, {""city"": ""CHENNAI-KILAMBAKKAM-KCBT"", ""landmark"": ""CHENGALPATTU TOLL"", ""time"": ""10:40""}, {""city"": ""CHENNAI-KILAMBAKKAM-KCBT"", ""landmark"": ""CHENGALPATTU BYPASS"", ""time"": ""10:50""}, {""city"": ""CHENNAI-KILAMBAKKAM-KCBT"", ""landmark"": ""MELMARUVATHUR BUS STOP"", ""time"": ""11:20""}, {""city"": ""MADURAI"", ""landmark"": ""MATTUTHAVANI BS"", ""time"": ""18:30""}]",2026-01-12T17:49:08.959409
1000KCBMADNS,,SETC,CHENNAI,MADURAI,,,9.00Hrs,12 Seats Available,Standard,Rs 437/675,15/01/2026,"[{""city"": ""1000KCBMADNS"", ""landmark"": ""Route No. :"", ""time"": ""137NS""}, {""city"": ""CHENNAI-KILAMBAKKAM-KCBT"", ""landmark"": ""To Place :"", ""time"": ""MADURAI""}, {""city"": ""15/01/2026"", ""landmark"": ""Journey Hours *:"", ""time"": ""9:00""}, {""city"": ""436.00"", ""landmark"": ""Corporation :"", ""time"": ""SETC""}, {""city"": ""Sl. No"", ""landmark"": ""City"", ""time"": ""Land Mark""}, {""city"": ""CHENNAI-KILAMBAKKAM-KCBT"", ""landmark"": ""CHENNAI KALAIGNAR CBT"", ""time"": ""10:00""}, {""city"": ""CHENNAI-KILAMBAKKAM-KCBT"", ""landmark"": ""GUDUVANCHERY"", ""time"": ""10:05""}, {""city"": ""CHENNAI-KILAMBAKKAM-KCBT"", ""landmark"": ""SRM UNIVERSITY"", ""time"": ""10:10""}, {""city"": ""CHENNAI-KILAMBAKKAM-KCBT"", ""landmark"": ""MARAIMALAI NAGAR BUSSTOP"", ""time"": ""10:20""}, {""city"": ""CHENNAI-KILAMBAKKAM-KCBT"", ""landmark"": ""MAHINDRA CITY"", ""time"": ""10:30""}, {""city"": ""CHENNAI-KILAMBAKKAM-KCBT"", ""landmark"": ""CHENGALPATTU TOLL"", ""time"": ""10:40""}, {""city"": ""CHENNAI-KILAMBAKKAM-KCBT"", ""landmark"": ""CHENGALPATTU BYPASS"", ""time"": ""10:50""}, {""city"": ""CHENNAI-KILAMBAKKAM-KCBT"", ""landmark"": ""MELMARUVATHUR BUS STOP"", ""time"": ""11:20""}, {""city"": ""MADURAI"", ""landmark"": ""MATTUTHAVANI BS"", ""time"": ""18:30""}]",2026-01-12T17:49:08.959409
1030KCBTUTAB,,SETC,CHENNAI,MADURAI,,,9.00Hrs,32 Seats Available,Standard,Rs 565/869,15/01/2026,"[{""city"": ""1030KCBTUTAB"", ""landmark"": ""Route No. :"", ""time"": ""170AB""}, {""city"": ""CHENNAI-KILAMBAKKAM-KCBT"", ""landmark"": ""To Place :"", ""time"": ""MADURAI""}, {""city"": ""15/01/2026"", ""landmark"": ""Journey Hours *:"", ""time"": ""9:00""}, {""city"": ""436.00"", ""landmark"": ""Corporation :"", ""time"": ""SETC""}, {""city"": ""Sl. No"", ""landmark"": ""City"", ""time"": ""Land Mark""}, {""city"": ""CHENNAI-KILAMBAKKAM-KCBT"", ""landmark"": ""CHENNAI KALAIGNAR CBT"", ""time"": ""10:30""}, {""city"": ""CHENNAI-KILAMBAKKAM-KCBT"", ""landmark"": ""GUDUVANCHERY"", ""time"": ""10:35""}, {""city"": ""CHENNAI-KILAMBAKKAM-KCBT"", ""landmark"": ""SRM UNIVERSITY"", ""time"": ""10:40""}, {""city"": ""CHENNAI-KILAMBAKKAM-KCBT"", ""landmark"": ""MARAIMALAI NAGAR BUSSTOP"", ""time"": ""10:50""}, {""city"": ""CHENNAI-KILAMBAKKAM-KCBT"", ""landmark"": ""MAHINDRA CITY"", ""time"": ""11:00""}, {""city"": ""CHENNAI-KILAMBAKKAM-KCBT"", ""landmark"": ""CHENGALPATTU TOLL"", ""time"": ""11:10""}, {""city"": ""CHENNAI-KILAMBAKKAM-KCBT"", ""landmark"": ""CHENGALPATTU BYPASS"", ""time"": ""11:20""}, {""city"": ""CHENNAI-KILAMBAKKAM-KCBT"", ""landmark"": ""MELMARUVATHUR BUS STOP"", ""time"": ""11:50""}, {""city"": ""CHENNAI-KILAMBAKKAM-KCBT"", ""landmark"": ""TINDIVANAM"", ""time"": ""12:10""}, {""city"": ""MADURAI"", ""landmark"": ""MATTUTHAVANI BS"", ""time"": ""19:30""}, {""city"": ""TUTICORIN"", ""landmark"": ""TUTICORIN"", ""time"": ""21:30""}]",2026-01-12T17:49:08.959409
1030KCBTUTAB,,SETC,CHENNAI,MADURAI,,,9.00Hrs,32 Seats Available,Standard,Rs 565/869,15/01/2026,"[{""city"": ""1030KCBTUTAB"", ""landmark"": ""Route No. :"", ""time"": ""170AB""}, {""city"": ""CHENNAI-KILAMBAKKAM-KCBT"", ""landmark"": ""To Place :"", ""time"": ""MADURAI""}, {""city"": ""15/01/2026"", ""landmark"": ""Journey Hours *:"", ""time"": ""9:00""}, {""city"": ""436.00"", ""landmark"": ""Corporation :"", ""time"": ""SETC""}, {""city"": ""Sl. No"", ""landmark"": ""City"", ""time"": ""Land Mark""}, {""city"": ""CHENNAI-KILAMBAKKAM-KCBT"", ""landmark"": ""CHENNAI KALAIGNAR CBT"", ""time"": ""10:30""}, {""city"": ""CHENNAI-KILAMBAKKAM-KCBT"", ""landmark"": ""GUDUVANCHERY"", ""time"": ""10:35""}, {""city"": ""CHENNAI-KILAMBAKKAM-KCBT"", ""landmark"": ""SRM UNIVERSITY"", ""time"": ""10:40""}, {""city"": ""CHENNAI-KILAMBAKKAM-KCBT"", ""landmark"": ""MARAIMALAI NAGAR BUSSTOP"", ""time"": ""10:50""}, {""city"": ""CHENNAI-KILAMBAKKAM-KCBT"", ""landmark"": ""MAHINDRA CITY"", ""time"": ""11:00""}, {""city"": ""CHENNAI-KILAMBAKKAM-KCBT"", ""landmark"": ""CHENGALPATTU TOLL"", ""time"": ""11:10""}, {""city"": ""CHENNAI-KILAMBAKKAM-KCBT"", ""landmark"": ""CHENGALPATTU BYPASS"", ""time"": ""11:20""}, {""city"": ""CHENNAI-KILAMBAKKAM-KCBT"", ""landmark"": ""MELMARUVATHUR BUS STOP"", ""time"": ""11:50""}, {""city"": ""CHENNAI-KILAMBAKKAM-KCBT"", ""landmark"": ""TINDIVANAM"", ""time"": ""12:10""}, {""city"": ""MADURAI"", ""landmark"": ""MATTUTHAVANI BS"", ""time"": ""19:30""}, {""city"": ""TUTICORIN"", ""landmark"": ""TUTICORIN"", ""time"": ""21:30""}]",2026-01-12T17:49:08.959409
1045KCBMADNS,,SETC,CHENNAI,MADURAI,,,9.00Hrs,21 Seats Available,Standard,Rs 437/675,15/01/2026,"[{""city"": ""1045KCBMADNS"", ""landmark"": ""Route No. :"", ""time"": ""137NS""}, {""city"": ""CHENNAI-KILAMBAKKAM-KCBT"", ""landmark"": ""To Place :"", ""time"": ""MADURAI""}, {""city"": ""15/01/2026"", ""landmark"": ""Journey Hours *:"", ""time"": ""9:00""}, {""city"": ""436.00"", ""landmark"": ""Corporation :"", ""time"": ""SETC""}, {""city"": ""Sl. No"", ""landmark"": ""City"", ""time"": ""Land Mark""}, {""city"": ""CHENNAI-KILAMBAKKAM-KCBT"", ""landmark"": ""CHENNAI KALAIGNAR CBT"", ""time"": ""10:45""}, {""city"": ""CHENNAI-KILAMBAKKAM-KCBT"", ""landmark"": ""GUDUVANCHERY"", ""time"": ""10:50""}, {""city"": ""CHENNAI-KILAMBAKKAM-KCBT"", ""landmark"": ""SRM UNIVERSITY"", ""time"": ""10:55""}, {""city"": ""CHENNAI-KILAMBAKKAM-KCBT"", ""landmark"": ""MARAIMALAI NAGAR BUSSTOP"", ""time"": ""11:05""}, {""city"": ""CHENNAI-KILAMBAKKAM-KCBT"", ""landmark"": ""MAHINDRA CITY"", ""time"": ""11:15""}, {""city"": ""CHENNAI-KILAMBAKKAM-KCBT"", ""landmark"": ""CHENGALPATTU TOLL"", ""time"": ""11:25""}, {""city"": ""CHENNAI-KILAMBAKKAM-KCBT"", ""landmark"": ""CHENGALPATTU BYPASS"", ""time"": ""11:35""}, {""city"": ""CHENNAI-KILAMBAKKAM-KCBT"", ""landmark"": ""MELMARUVATHUR BUS STOP"", ""time"": ""12:05""}, {""city"": ""MADURAI"", ""landmark"": ""MATTUTHAVANI BS"", ""time"": ""19:15""}]",2026-01-12T17:49:08.959409
1045KCBMADNS,,SETC,CHENNAI,MADURAI,,,9.00Hrs,21 Seats Available,Standard,Rs 437/675,15/01/2026,"[{""city"": ""1045KCBMADNS"", ""landmark"": ""Route No. :"", ""time"": ""137NS""}, {""city"": ""CHENNAI-KILAMBAKKAM-KCBT"", ""landmark"": ""To Place :"", ""time"": ""MADURAI""}, {""city"": ""15/01/2026"", ""landmark"": ""Journey Hours *:"", ""time"": ""9:00""}, {""city"": ""436.00"", ""landmark"": ""Corporation :"", ""time"": ""SETC""}, {""city"": ""Sl. No"", ""landmark"": ""City"", ""time"": ""Land Mark""}, {""city"": ""CHENNAI-KILAMBAKKAM-KCBT"", ""landmark"": ""CHENNAI KALAIGNAR CBT"", ""time"": ""10:45""}, {""city"": ""CHENNAI-KILAMBAKKAM-KCBT"", ""landmark"": ""GUDUVANCHERY"", ""time"": ""10:50""}, {""city"": ""CHENNAI-KILAMBAKKAM-KCBT"", ""landmark"": ""SRM UNIVERSITY"", ""time"": ""10:55""}, {""city"": ""CHENNAI-KILAMBAKKAM-KCBT"", ""landmark"": ""MARAIMALAI NAGAR BUSSTOP"", ""time"": ""11:05""}, {""city"": ""CHENNAI-KILAMBAKKAM-KCBT"", ""landmark"": ""MAHINDRA CITY"", ""time"": ""11:15""}, {""city"": ""CHENNAI-KILAMBAKKAM-KCBT"", ""landmark"": ""CHENGALPATTU TOLL"", ""time"": ""11:25""}, {""city"": ""CHENNAI-KILAMBAKKAM-KCBT"", ""landmark"": ""CHENGALPATTU BYPASS"", ""time"": ""11:35""}, {""city"": ""CHENNAI-KILAMBAKKAM-KCBT"", ""landmark"": ""MELMARUVATHUR BUS STOP"", ""time"": ""12:05""}, {""city"": ""MADURAI"", ""landmark"": ""MATTUTHAVANI BS"", ""time"": ""19:15""}]",2026-01-12T17:49:08.959409
1100KCBMADAB,,SETC,CHENNAI,MADURAI,,,9.00Hrs,29 Seats Available,Standard,Rs 565/869,15/01/2026,"[{""city"": ""1100KCBMADAB"", ""landmark"": ""Route No. :"", ""time"": ""137AB""}, {""city"": ""CHENNAI-KILAMBAKKAM-KCBT"", ""landmark"": ""To Place :"", ""time"": ""MADURAI""}, {""city"": ""15/01/2026"", ""landmark"": ""Journey Hours *:"", ""time"": ""9:00""}, {""city"": ""436.00"", ""landmark"": ""Corporation :"", ""time"": ""SETC""}, {""city"": ""Sl. No"", ""landmark"": ""City"", ""time"": ""Land Mark""}, {""city"": ""CHENNAI-KILAMBAKKAM-KCBT"", ""landmark"": ""CHENNAI KALAIGNAR CBT"", ""time"": ""11:00""}, {""city"": ""CHENNAI-KILAMBAKKAM-KCBT"", ""landmark"": ""GUDUVANCHERY"", ""time"": ""11:05""}, {""city"": ""CHENNAI-KILAMBAKKAM-KCBT"", ""landmark"": ""SRM UNIVERSITY"", ""time"": ""11:10""}, {""city"": ""CHENNAI-KILAMBAKKAM-KCBT"", ""landmark"": ""MARAIMALAI NAGAR BUSSTOP"", ""time"": ""11:20""}, {""city"": ""CHENNAI-KILAMBAKKAM-KCBT"", ""landmark"": ""MAHINDRA CITY"", ""time"": ""11:30""}, {""city"": ""CHENNAI-KILAMBAKKAM-KCBT"", ""landmark"": ""CHENGALPATTU TOLL"", ""time"": ""11:40""}, {""city"": ""CHENNAI-KILAMBAKKAM-KCBT"", ""landmark"": ""CHENGALPATTU BYPASS"", ""time"": ""11:50""}, {""city"": ""CHENNAI-KILAMBAKKAM-KCBT"", ""landmark"": ""MELMARUVATHUR BUS STOP"", ""time"": ""12:20""}, {""city"": ""CHENNAI-KILAMBAKKAM-KCBT"", ""landmark"": ""TINDIVANAM"", ""time"": ""12:40""}, {""city"": ""MADURAI"", ""landmark"": ""MATTUTHAVANI BS"", ""time"": ""19:30""}]",2026-01-12T17:49:08.959409
1100KCBMADAB,,SETC,CHENNAI,MADURAI,,,9.00Hrs,29 Seats Available,Standard,Rs 565/869,15/01/2026,"[{""city"": ""1100KCBMADAB"", ""landmark"": ""Route No. :"", ""time"": ""137AB""}, {""city"": ""CHENNAI-KILAMBAKKAM-KCBT"", ""landmark"": ""To Place :"", ""time"": ""MADURAI""}, {""city"": ""15/01/2026"", ""landmark"": ""Journey Hours *:"", ""time"": ""9:00""}, {""city"": ""436.00"", ""landmark"": ""Corporation :"", ""time"": ""SETC""}, {""city"": ""Sl. No"", ""landmark"": ""City"", ""time"": ""Land Mark""}, {""city"": ""CHENNAI-KILAMBAKKAM-KCBT"", ""landmark"": ""CHENNAI KALAIGNAR CBT"", ""time"": ""11:00""}, {""city"": ""CHENNAI-KILAMBAKKAM-KCBT"", ""landmark"": ""GUDUVANCHERY"", ""time"": ""11:05""}, {""city"": ""CHENNAI-KILAMBAKKAM-KCBT"", ""landmark"": ""SRM UNIVERSITY"", ""time"": ""11:10""}, {""city"": ""CHENNAI-KILAMBAKKAM-KCBT"", ""landmark"": ""MARAIMALAI NAGAR BUSSTOP"", ""time"": ""11:20""}, {""city"": ""CHENNAI-KILAMBAKKAM-KCBT"", ""landmark"": ""MAHINDRA CITY"", ""time"": ""11:30""}, {""city"": ""CHENNAI-KILAMBAKKAM-KCBT"", ""landmark"": ""CHENGALPATTU TOLL"", ""time"": ""11:40""}, {""city"": ""CHENNAI-KILAMBAKKAM-KCBT"", ""landmark"": ""CHENGALPATTU BYPASS"", ""time"": ""11:50""}, {""city"": ""CHENNAI-KILAMBAKKAM-KCBT"", ""landmark"": ""MELMARUVATHUR BUS STOP"", ""time"": ""12:20""}, {""city"": ""CHENNAI-KILAMBAKKAM-KCBT"", ""landmark"": ""TINDIVANAM"", ""time"": ""12:40""}, {""city"": ""MADURAI"", ""landmark"": ""MATTUTHAVANI BS"", ""time"": ""19:30""}]",2026-01-12T17:49:08.959409
1100KCBMAD,,SETC,CHENNAI,MADURAI,,,9.00Hrs,11 Seats Available,Standard,Rs 437,15/01/2026,"[{""city"": ""1100KCBMAD"", ""landmark"": ""Route No. :"", ""time"": ""137UD""}, {""city"": ""CHENNAI-KILAMBAKKAM-KCBT"", ""landmark"": ""To Place :"", ""time"": ""MADURAI""}, {""city"": ""15/01/2026"", ""landmark"": ""Journey Hours *:"", ""time"": ""9:00""}, {""city"": ""436.00"", ""landmark"": ""Corporation :"", ""time"": ""SETC""}, {""city"": ""Sl. No"", ""landmark"": ""City"", ""time"": ""Land Mark""}, {""city"": ""CHENNAI-KILAMBAKKAM-KCBT"", ""landmark"": ""CHENNAI KALAIGNAR CBT"", ""time"": ""11:00""}, {""city"": ""CHENNAI-KILAMBAKKAM-KCBT"", ""landmark"": ""GUDUVANCHERY"", ""time"": ""11:05""}, {""city"": ""CHENNAI-KILAMBAKKAM-KCBT"", ""landmark"": ""SRM UNIVERSITY"", ""time"": ""11:10""}, {""city"": ""CHENNAI-KILAMBAKKAM-KCBT"", ""landmark"": ""MARAIMALAI NAGAR BUSSTOP"", ""time"": ""11:20""}, {""city"": ""CHENNAI-KILAMBAKKAM-KCBT"", ""landmark"": ""MAHINDRA CITY"", ""time"": ""11:30""}, {""city"": ""CHENNAI-KILAMBAKKAM-KCBT"", ""landmark"": ""CHENGALPATTU TOLL"", ""time"": ""11:40""}, {""city"": ""CHENNAI-KILAMBAKKAM-KCBT"", ""landmark"": ""CHENGALPATTU BYPASS"", ""time"": ""11:50""}, {""city"": ""CHENNAI-KILAMBAKKAM-KCBT"", ""landmark"": ""MELMARUVATHUR BUS STOP"", ""time"": ""12:20""}, {""city"": ""CHENNAI-KILAMBAKKAM-KCBT"", ""landmark"": ""TINDIVANAM"", ""time"": ""12:40""}, {""city"": ""VILLUPURAM"", ""landmark"": ""VILLUPURAM"", ""time"": ""14:00""}, {""city"": ""MADURAI"", ""landmark"": ""MATTUTHAVANI BS"", ""time"": ""19:30""}]",2026-01-12T17:49:08.959409
1100KCBMAD,,SETC,CHENNAI,MADURAI,,,9.00Hrs,11 Seats Available,Standard,Rs 437,15/01/2026,"[{""city"": ""1100KCBMAD"", ""landmark"": ""Route No. :"", ""time"": ""137UD""}, {""city"": ""CHENNAI-KILAMBAKKAM-KCBT"", ""landmark"": ""To Place :"", ""time"": ""MADURAI""}, {""city"": ""15/01/2026"", ""landmark"": ""Journey Hours *:"", ""time"": ""9:00""}, {""city"": ""436.00"", ""landmark"": ""Corporation :"", ""time"": ""SETC""}, {""city"": ""Sl. No"", ""landmark"": ""City"", ""time"": ""Land Mark""}, {""city"": ""CHENNAI-KILAMBAKKAM-KCBT"", ""landmark"": ""CHENNAI KALAIGNAR CBT"", ""time"": ""11:00""}, {""city"": ""CHENNAI-KILAMBAKKAM-KCBT"", ""landmark"": ""GUDUVANCHERY"", ""time"": ""11:05""}, {""city"": ""CHENNAI-KILAMBAKKAM-KCBT"", ""landmark"": ""SRM UNIVERSITY"", ""time"": ""11:10""}, {""city"": ""CHENNAI-KILAMBAKKAM-KCBT"", ""landmark"": ""MARAIMALAI NAGAR BUSSTOP"", ""time"": ""11:20""}, {""city"": ""CHENNAI-KILAMBAKKAM-KCBT"", ""landmark"": ""MAHINDRA CITY"", ""time"": ""11:30""}, {""city"": ""CHENNAI-KILAMBAKKAM-KCBT"", ""landmark"": ""CHENGALPATTU TOLL"", ""time"": ""11:40""}, {""city"": ""CHENNAI-KILAMBAKKAM-KCBT"", ""landmark"": ""CHENGALPATTU BYPASS"", ""time"": ""11:50""}, {""city"": ""CHENNAI-KILAMBAKKAM-KCBT"", ""landmark"": ""MELMARUVATHUR BUS STOP"", ""time"": ""12:20""}, {""city"": ""CHENNAI-KILAMBAKKAM-KCBT"", ""landmark"": ""TINDIVANAM"", ""time"": ""12:40""}, {""city"": ""VILLUPURAM"", ""landmark"": ""VILLUPURAM"", ""time"": ""14:00""}, {""city"": ""MADURAI"", ""landmark"": ""MATTUTHAVANI BS"", ""time"": ""19:30""}]",2026-01-12T17:49:08.959409
1100KCBMADAL,,SETC,CHENNAI,MADURAI,,,9.30Hrs,15 Seats Available,Standard,Rs 565/869,15/01/2026,"[{""city"": ""1100KCBMADAL"", ""landmark"": ""Route No. :"", ""time"": ""137AL""}, {""city"": ""CHENNAI-KILAMBAKKAM-KCBT"", ""landmark"": ""To Place :"", ""time"": ""MADURAI""}, {""city"": ""15/01/2026"", ""landmark"": ""Journey Hours *:"", ""time"": ""9:30""}, {""city"": ""436.00"", ""landmark"": ""Corporation :"", ""time"": ""SETC""}, {""city"": ""Sl. No"", ""landmark"": ""City"", ""time"": ""Land Mark""}, {""city"": ""CHENNAI-KILAMBAKKAM-KCBT"", ""landmark"": ""CHENNAI KALAIGNAR CBT"", ""time"": ""11:00""}, {""city"": ""CHENNAI-KILAMBAKKAM-KCBT"", ""landmark"": ""GUDUVANCHERY"", ""time"": ""11:05""}, {""city"": ""CHENNAI-KILAMBAKKAM-KCBT"", ""landmark"": ""SRM UNIVERSITY"", ""time"": ""11:10""}, {""city"": ""CHENNAI-KILAMBAKKAM-KCBT"", ""landmark"": ""MARAIMALAI NAGAR BUSSTOP"", ""time"": ""11:20""}, {""city"": ""CHENNAI-KILAMBAKKAM-KCBT"", ""landmark"": ""MAHINDRA CITY"", ""time"": ""11:30""}, {""city"": ""CHENNAI-KILAMBAKKAM-KCBT"", ""landmark"": ""CHENGALPATTU TOLL"", ""time"": ""11:40""}, {""city"": ""CHENNAI-KILAMBAKKAM-KCBT"", ""landmark"": ""CHENGALPATTU BYPASS"", ""time"": ""11:44""}, {""city"": ""MADURAI"", ""landmark"": ""MATTUTHAVANI BS"", ""time"": ""19:30""}]",2026-01-12T17:49:08.959409
1100KCBMADAL,,SETC,CHENNAI,MADURAI,,,9.30Hrs,15 Seats Available,Standard,Rs 565/869,15/01/2026,"[{""city"": ""1100KCBMADAL"", ""landmark"": ""Route No. :"", ""time"": ""137AL""}, {""city"": ""CHENNAI-KILAMBAKKAM-KCBT"", ""landmark"": ""To Place :"", ""time"": ""MADURAI""}, {""city"": ""15/01/2026"", ""landmark"": ""Journey Hours *:"", ""time"": ""9:30""}, {""city"": ""436.00"", ""landmark"": ""Corporation :"", ""time"": ""SETC""}, {""city"": ""Sl. No"", ""landmark"": ""City"", ""time"": ""Land Mark""}, {""city"": ""CHENNAI-KILAMBAKKAM-KCBT"", ""landmark"": ""CHENNAI KALAIGNAR CBT"", ""time"": ""11:00""}, {""city"": ""CHENNAI-KILAMBAKKAM-KCBT"", ""landmark"": ""GUDUVANCHERY"", ""time"": ""11:05""}, {""city"": ""CHENNAI-KILAMBAKKAM-KCBT"", ""landmark"": ""SRM UNIVERSITY"", ""time"": ""11:10""}, {""city"": ""CHENNAI-KILAMBAKKAM-KCBT"", ""landmark"": ""MARAIMALAI NAGAR BUSSTOP"", ""time"": ""11:20""}, {""city"": ""CHENNAI-KILAMBAKKAM-KCBT"", ""landmark"": ""MAHINDRA CITY"", ""time"": ""11:30""}, {""city"": ""CHENNAI-KILAMBAKKAM-KCBT"", ""landmark"": ""CHENGALPATTU TOLL"", ""time"": ""11:40""}, {""city"": ""CHENNAI-KILAMBAKKAM-KCBT"", ""landmark"": ""CHENGALPATTU BYPASS"", ""time"": ""11:44""}, {""city"": ""MADURAI"", ""landmark"": ""MATTUTHAVANI BS"", ""time"": ""19:30""}]",2026-01-12T17:49:08.959409
1730TIITICNS,,SETC,CHENNAI,MADURAI,,,9.00Hrs,2 Seats Available,Standard,Rs 437/675,15/01/2026,"[{""city"": ""1730TIITICNS"", ""landmark"": ""Route No. :"", ""time"": ""H191NS""}, {""city"": ""CHENNAI-KILAMBAKKAM-KCBT"", ""landmark"": ""To Place :"", ""time"": ""MADURAI""}, {""city"": ""15/01/2026"", ""landmark"": ""Journey Hours *:"", ""time"": ""9:00""}, {""city"": ""436.00"", ""landmark"": ""Corporation :"", ""time"": ""SETC""}, {""city"": ""Sl. No"", ""landmark"": ""City"", ""time"": ""Land Mark""}, {""city"": ""CHENNAI TIRUVOTRIYUR"", ""landmark"": ""CHENNAI TIRUVOTRIYUR"", ""time"": ""17:30""}, {""city"": ""CHENNAI-KILAMBAKKAM-KCBT"", ""landmark"": ""CHENNAI KALAIGNAR CBT"", ""time"": ""18:45""}, {""city"": ""CHENNAI-KILAMBAKKAM-KCBT"", ""landmark"": ""GUDUVANCHERY"", ""time"": ""18:50""}, {""city"": ""CHENNAI-KILAMBAKKAM-KCBT"", ""landmark"": ""SRM UNIVERSITY"", ""time"": ""18:55""}, {""city"": ""CHENNAI-KILAMBAKKAM-KCBT"", ""landmark"": ""MARAIMALAI NAGAR BUSSTOP"", ""time"": ""19:05""}, {""city"": ""CHENNAI-KILAMBAKKAM-KCBT"", ""landmark"": ""MAHINDRA CITY"", ""time"": ""19:15""}, {""city"": ""CHENNAI-KILAMBAKKAM-KCBT"", ""landmark"": ""CHENGALPATTU TOLL"", ""time"": ""19:25""}, {""city"": ""CHENNAI-KILAMBAKKAM-KCBT"", ""landmark"": ""CHENGALPATTU BYPASS"", ""time"": ""19:35""}, {""city"": ""CHENNAI-KILAMBAKKAM-KCBT"", ""landmark"": ""MELMARUVATHUR BUS STOP"", ""time"": ""20:05""}, {""city"": ""MADURAI"", ""landmark"": ""MATTUTHAVANI BS"", ""time"": ""04:00""}, {""city"": ""ARUPPUKOTTAI"", ""landmark"": ""ARUPPUKOTTAI"", ""time"": ""05:00""}, {""city"": ""TUTICORIN"", ""landmark"": ""TUTICORIN"", ""time"": ""07:00""}, {""city"": ""TIRUCHENDUR"", ""landmark"": ""TIRUCHENDUR"", ""time"": ""08:00""}]",2026-01-12T17:49:08.959409
1730TIITICNS,,SETC,CHENNAI,MADURAI,,,9.00Hrs,2 Seats Available,Standard,Rs 437/675,15/01/2026,"[{""city"": ""1730TIITICNS"", ""landmark"": ""Route No. :"", ""time"": ""H191NS""}, {""city"": ""CHENNAI-KILAMBAKKAM-KCBT"", ""landmark"": ""To Place :"", ""time"": ""MADURAI""}, {""city"": ""15/01/2026"", ""landmark"": ""Journey Hours *:"", ""time"": ""9:00""}, {""city"": ""436.00"", ""landmark"": ""Corporation :"", ""time"": ""SETC""}, {""city"": ""Sl. No"", ""landmark"": ""City"", ""time"": ""Land Mark""}, {""city"": ""CHENNAI TIRUVOTRIYUR"", ""landmark"": ""CHENNAI TIRUVOTRIYUR"", ""time"": ""17:30""}, {""city"": ""CHENNAI-KILAMBAKKAM-KCBT"", ""landmark"": ""CHENNAI KALAIGNAR CBT"", ""time"": ""18:45""}, {""city"": ""CHENNAI-KILAMBAKKAM-KCBT"", ""landmark"": ""GUDUVANCHERY"", ""time"": ""18:50""}, {""city"": ""CHENNAI-KILAMBAKKAM-KCBT"", ""landmark"": ""SRM UNIVERSITY"", ""time"": ""18:55""}, {""city"": ""CHENNAI-KILAMBAKKAM-KCBT"", ""landmark"": ""MARAIMALAI NAGAR BUSSTOP"", ""time"": ""19:05""}, {""city"": ""CHENNAI-KILAMBAKKAM-KCBT"", ""landmark"": ""MAHINDRA CITY"", ""time"": ""19:15""}, {""city"": ""CHENNAI-KILAMBAKKAM-KCBT"", ""landmark"": ""CHENGALPATTU TOLL"", ""time"": ""19:25""}, {""city"": ""CHENNAI-KILAMBAKKAM-KCBT"", ""landmark"": ""CHENGALPATTU BYPASS"", ""time"": ""19:35""}, {""city"": ""CHENNAI-KILAMBAKKAM-KCBT"", ""landmark"": ""MELMARUVATHUR BUS STOP"", ""time"": ""20:05""}, {""city"": ""MADURAI"", ""landmark"": ""MATTUTHAVANI BS"", ""time"": ""04:00""}, {""city"": ""ARUPPUKOTTAI"", ""landmark"": ""ARUPPUKOTTAI"", ""time"": ""05:00""}, {""city"": ""TUTICORIN"", ""landmark"": ""TUTICORIN"", ""time"": ""07:00""}, {""city"": ""TIRUCHENDUR"", ""landmark"": ""TIRUCHENDUR"", ""time"": ""08:00""}]",2026-01-12T17:49:08.959409
